refit_step,regime,country,feature_set,L,protocol,epoch,train_loss,valid_loss,valid_mse,valid_qlike,lr
3,normal,US,core,60,expanding,18,0.04835769121264455,0.026344828723137294,0.02603538403996261,0.026344828723137294,0.0005
3,normal,US,core,60,expanding,19,0.04718809925642716,0.02541791008888466,0.025831641631118996,0.02541791008888466,0.0005
3,normal,US,core,60,expanding,20,0.04663649508359058,0.02543888485058794,0.025894150823482932,0.02543888485058794,0.0005
3,normal,US,core,60,expanding,21,0.04697832972909037,0.025927701738891865,0.02619863472109657,0.025927701738891865,0.00025
3,normal,US,core,60,expanding,22,0.04246163444652581,0.02659789544391754,0.02629315430195165,0.02659789544391754,0.00025
3,normal,US,core,60,expanding,23,0.0407632067900048,0.02656374076272223,0.026391158311362475,0.02656374076272223,0.00025
3,normal,US,core,60,expanding,24,0.0421649834288087,0.026783878137448026,0.02638599743628536,0.026783878137448026,0.00025
4,normal,US,core,60,expanding,1,1.5120639913845613,0.054395050187203794,0.04537625770888401,0.054395050187203794,0.001
4,normal,US,core,60,expanding,2,0.21833332967134259,0.031391798001695496,0.030971769314301786,0.031391798001695496,0.001
4,normal,US,core,60,expanding,3,0.13446357319936372,0.02836190851406406,0.02850650537744901,0.02836190851406406,0.001
4,normal,US,core,60,expanding,4,0.09810792158463638,0.028427280044712507,0.029006025277630573,0.028427280044712507,0.001
4,normal,US,core,60,expanding,5,0.07808546730677153,0.026827124462483667,0.027788203868292585,0.026827124462483667,0.001
4,normal,US,core,60,expanding,6,0.07853588985826819,0.02698896381445495,0.027952419724952812,0.02698896381445495,0.001
4,normal,US,core,60,expanding,7,0.07718933648809147,0.026857752684059585,0.02812823278390353,0.026857752684059585,0.001
4,normal,US,core,60,expanding,8,0.07432671649830476,0.029818090691345108,0.029369710066387635,0.029818090691345108,0.001
4,normal,US,core,60,expanding,9,0.07233305213809953,0.03236959071151985,0.03229759195854909,0.03236959071151985,0.001
4,normal,US,core,60,expanding,10,0.08446855793488213,0.03179823971895956,0.030983808432695076,0.03179823971895956,0.001
4,normal,US,core,60,expanding,11,0.07209346703360775,0.036885223202591584,0.03367974205445427,0.036885223202591584,0.001
4,normal,US,core,60,expanding,12,0.06359513729006462,0.02570619852122416,0.025332875209842797,0.02570619852122416,0.0005
4,normal,US,core,60,expanding,13,0.05555038580042162,0.02520769096354687,0.025677488279305823,0.02520769096354687,0.0005
4,normal,US,core,60,expanding,14,0.05152949383853867,0.02550869139874928,0.025474671633850372,0.02550869139874928,0.0005
4,normal,US,core,60,expanding,15,0.05261993302676129,0.02538148866518415,0.02589423615421689,0.02538148866518415,0.0005
4,normal,US,core,60,expanding,16,0.04989687670328215,0.02563756607843162,0.025697647551421655,0.02563756607843162,0.0005
4,normal,US,core,60,expanding,17,0.046341100293347454,0.026448990938324823,0.025787402629611496,0.026448990938324823,0.0005
4,normal,US,core,60,expanding,18,0.04535165628242864,0.025599573450527345,0.025621456531418254,0.025599573450527345,0.0005
4,normal,US,core,60,expanding,19,0.04747579815543681,0.025272191590689278,0.02562395364803903,0.025272191590689278,0.0005
4,normal,US,core,60,expanding,20,0.04360385651428888,0.025489948153528983,0.025520484235860095,0.025489948153528983,0.00025
4,normal,US,core,60,expanding,21,0.04365224645298538,0.02605302984561161,0.02570956489850303,0.02605302984561161,0.00025
4,normal,US,core,60,expanding,22,0.0404417776433046,0.026213387128246193,0.025705008542682168,0.026213387128246193,0.00025
4,normal,US,core,60,expanding,23,0.04215746032566761,0.02596631735545083,0.025697692557673603,0.02596631735545083,0.00025
5,normal,US,core,60,expanding,1,1.5041413234372933,0.05719604660906475,0.04580989901138389,0.05719604660906475,0.001
5,normal,US,core,60,expanding,2,0.21514793789883455,0.03135406936494418,0.02937239351099628,0.03135406936494418,0.001
5,normal,US,core,60,expanding,3,0.12812434134383996,0.027941045290468,0.027023950510698815,0.027941045290468,0.001
5,normal,US,core,60,expanding,4,0.09910980480412643,0.02919473941825843,0.02767472927562456,0.02919473941825843,0.001
5,normal,US,core,60,expanding,5,0.08104690238833427,0.026642428822810343,0.025605954254479174,0.026642428822810343,0.001
5,normal,US,core,60,expanding,6,0.0787426052937905,0.027895232427510977,0.02716902823896906,0.027895232427510977,0.001
5,normal,US,core,60,expanding,7,0.07672233934700488,0.026585125124096998,0.02636471542834334,0.026585125124096998,0.001
5,normal,US,core,60,expanding,8,0.06944915781915188,0.02786278210616277,0.026994052045540232,0.02786278210616277,0.001
5,normal,US,core,60,expanding,9,0.0652855381667614,0.033345468744453134,0.03173833378433956,0.033345468744453134,0.001
5,normal,US,core,60,expanding,10,0.07570516499876977,0.031579056805410816,0.0293748873041235,0.031579056805410816,0.001
5,normal,US,core,60,expanding,11,0.07160556383927663,0.03565359027665949,0.03188790918973984,0.03565359027665949,0.001
5,normal,US,core,60,expanding,12,0.06943905894458294,0.036251557127224984,0.03234696274514122,0.036251557127224984,0.001
5,normal,US,core,60,expanding,13,0.07046695084373156,0.036610321757797167,0.03285439871955797,0.036610321757797167,0.001
5,normal,US,core,60,expanding,14,0.057512981151541076,0.024761647645190225,0.024282880898543927,0.024761647645190225,0.0005
5,normal,US,core,60,expanding,15,0.05318665513396263,0.024656355700592474,0.024552943777391558,0.024656355700592474,0.0005
5,normal,US,core,60,expanding,16,0.04969729181130727,0.025260898765757763,0.02448350033548525,0.025260898765757763,0.0005
5,normal,US,core,60,expanding,17,0.044051777948935826,0.02530790418636266,0.024467165879412275,0.02530790418636266,0.0005
5,normal,US,core,60,expanding,18,0.04568129966159662,0.024955145655197616,0.024301672937077363,0.024955145655197616,0.0005
5,normal,US,core,60,expanding,19,0.046641569793224334,0.02444645253553778,0.02418672464636554,0.02444645253553778,0.0005
5,normal,US,core,60,expanding,20,0.044300833453734714,0.024745134901794964,0.02418436166708884,0.024745134901794964,0.0005
5,normal,US,core,60,expanding,21,0.0467204118669033,0.024617862852258116,0.024233743823916847,0.024617862852258116,0.0005
5,normal,US,core,60,expanding,22,0.04296822894116243,0.02455818385874212,0.02417225549296812,0.02455818385874212,0.0005
5,normal,US,core,60,expanding,23,0.04174797922372818,0.025241446148855266,0.024500284354521108,0.025241446148855266,0.0005
5,normal,US,core,60,expanding,24,0.04253990628321966,0.02474692700150084,0.02435170943428021,0.02474692700150084,0.0005
5,normal,US,core,60,expanding,25,0.04240570161739985,0.025388736112882514,0.02458073280484104,0.025388736112882514,0.0005
5,normal,US,core,60,expanding,26,0.04120706911881765,0.026302671754143886,0.025165754060537355,0.026302671754143886,0.00025
5,normal,US,core,60,expanding,27,0.03880668350557486,0.0267675941709266,0.025402263748778176,0.0267675941709266,0.00025
5,normal,US,core,60,expanding,28,0.03889465562005838,0.027938759571090332,0.025961215660637967,0.027938759571090332,0.00025
5,normal,US,core,60,expanding,29,0.03850134232143561,0.027668578986888726,0.025731899286136173,0.027668578986888726,0.00025
6,normal,US,core,60,expanding,1,1.4960014807837647,0.06355803965227963,0.04854507973991839,0.06355803965227963,0.001
6,normal,US,core,60,expanding,2,0.23407512308179562,0.032279223534637774,0.028721391384426812,0.032279223534637774,0.001
6,normal,US,core,60,expanding,3,0.13495478453716578,0.02806956097357262,0.02617932219037268,0.02806956097357262,0.001
6,normal,US,core,60,expanding,4,0.11087157171531983,0.027285359349085228,0.02610183669310203,0.027285359349085228,0.001
6,normal,US,core,60,expanding,5,0.08523530791426262,0.026077375511769436,0.02453531989393602,0.026077375511769436,0.001
6,normal,US,core,60,expanding,6,0.07544825087002928,0.03011268865038389,0.026263633728923656,0.03011268865038389,0.001
6,normal,US,core,60,expanding,7,0.07671984511263666,0.031903854697128,0.027661614021972605,0.031903854697128,0.001
6,normal,US,core,60,expanding,8,0.06516143532403809,0.030751583255975705,0.027016909821028997,0.030751583255975705,0.001
6,normal,US,core,60,expanding,9,0.06521432115926346,0.036436169009587197,0.030540876188560537,0.036436169009587197,0.001
6,normal,US,core,60,expanding,10,0.06821988245986592,0.03736810502410009,0.03199606451829125,0.03736810502410009,0.001
6,normal,US,core,60,expanding,11,0.07153362941699468,0.04355460417102283,0.03536495095805118,0.04355460417102283,0.001
6,normal,US,core,60,expanding,12,0.060075700883764405,0.025006073734218228,0.023207838878147584,0.025006073734218228,0.0005
6,normal,US,core,60,expanding,13,0.05631864754273811,0.024165777476868367,0.02325282930886667,0.024165777476868367,0.0005
6,normal,US,core,60,expanding,14,0.052686033837119395,0.024693967406680038,0.023506357786210633,0.024693967406680038,0.0005
6,normal,US,core,60,expanding,15,0.048192348063886066,0.023976527020991144,0.023291080992290734,0.023976527020991144,0.0005
6,normal,US,core,60,expanding,16,0.045982746155497294,0.024537241475291707,0.023461380381753345,0.024537241475291707,0.0005
6,normal,US,core,60,expanding,17,0.049446149750800666,0.024175861540278277,0.023460701540378586,0.024175861540278277,0.0005
6,normal,US,core,60,expanding,18,0.047647415609078904,0.024550113198709613,0.023586500639137916,0.024550113198709613,0.0005
6,normal,US,core,60,expanding,19,0.04720428202889013,0.024626851070508785,0.023482791081603085,0.024626851070508785,0.0005
6,normal,US,core,60,expanding,20,0.04696101809082875,0.024081045284747343,0.023505965203985124,0.024081045284747343,0.0005
6,normal,US,core,60,expanding,21,0.04504484841973577,0.024306190851041524,0.023472722563752553,0.024306190851041524,0.0005
6,normal,US,core,60,expanding,22,0.04375010157262682,0.02565879913885045,0.02400897017897184,0.02565879913885045,0.00025
6,normal,US,core,60,expanding,23,0.04022188641422329,0.0264575602732605,0.024466661592819412,0.0264575602732605,0.00025
6,normal,US,core,60,expanding,24,0.03898109503912736,0.026244914309054183,0.024304262393931474,0.026244914309054183,0.00025
6,normal,US,core,60,expanding,25,0.03898684539775684,0.025914093731216597,0.024145371231593583,0.025914093731216597,0.00025
7,normal,US,core,60,expanding,1,1.487802371176435,0.06472718391990694,0.047939057369655536,0.06472718391990694,0.001
7,normal,US,core,60,expanding,2,0.22239823693418156,0.03165230266751862,0.027726783824510107,0.03165230266751862,0.001
7,normal,US,core,60,expanding,3,0.14902035141058007,0.03763703045147519,0.03256310117996742,0.03763703045147519,0.001
7,normal,US,core,60,expanding,4,0.12088612362683487,0.028498304923326962,0.026239999153903713,0.028498304923326962,0.001
7,normal,US,core,60,expanding,5,0.07845486674627232,0.0263831006703087,0.024260648266873627,0.0263831006703087,0.001
7,normal,US,core,60,expanding,6,0.0772975237859596,0.026717364998905674,0.024921244912058393,0.026717364998905674,0.001
7,normal,US,core,60,expanding,7,0.07306752479269894,0.03012357465266312,0.02657414146081031,0.03012357465266312,0.001
7,normal,US,core,60,expanding,8,0.06918677104417242,0.029966747978250566,0.026239648729423495,0.029966747978250566,0.001
7,normal,US,core,60,expanding,9,0.0688214134891507,0.0329340284281545,0.028117057775086333,0.0329340284281545,0.001
7,normal,US,core,60,expanding,10,0.06883051404305877,0.02962788782581695,0.02629500407307783,0.02962788782581695,0.001
7,normal,US,core,60,expanding,11,0.0677752157178417,0.03930609031194105,0.03192753136575779,0.03930609031194105,0.001
7,normal,US,core,60,expanding,12,0.05824237781955603,0.02752873580490028,0.023704533439094774,0.02752873580490028,0.0005
7,normal,US,core,60,expanding,13,0.05441154071652308,0.024638062080465567,0.022853905415145037,0.024638062080465567,0.0005
7,normal,US,core,60,expanding,14,0.054354230931609494,0.02429690638215901,0.023016423539685034,0.02429690638215901,0.0005
7,normal,US,core,60,expanding,15,0.047173347050322854,0.025377398995241718,0.02316583216225154,0.025377398995241718,0.0005
7,normal,US,core,60,expanding,16,0.045993135790184055,0.025231045232203164,0.023059938050736892,0.025231045232203164,0.0005
7,normal,US,core,60,expanding,17,0.049255153855545866,0.02439724669053343,0.022919098689943275,0.02439724669053343,0.0005
7,normal,US,core,60,expanding,18,0.04764849295128743,0.025729707404704018,0.0234985140422098,0.025729707404704018,0.0005
7,normal,US,core,60,expanding,19,0.04451092610340725,0.025115001784197205,0.022956888971275815,0.025115001784197205,0.0005
7,normal,US,core,60,expanding,20,0.04771732306629714,0.024323591096502863,0.023152073256880325,0.024323591096502863,0.0005
7,normal,US,core,60,expanding,21,0.04525787057815489,0.024889792234132617,0.022890663428980614,0.024889792234132617,0.00025
7,normal,US,core,60,expanding,22,0.04279933161984444,0.025004017289553832,0.022903544690773308,0.025004017289553832,0.00025
7,normal,US,core,60,expanding,23,0.04071748898724977,0.02571456579690155,0.023284201475434772,0.02571456579690155,0.00025
7,normal,US,core,60,expanding,24,0.03990469399984526,0.025413988293951133,0.023165840568525768,0.025413988293951133,0.00025
8,normal,US,core,60,expanding,1,1.4798256083382755,0.06494491392815986,0.04655142384667822,0.06494491392815986,0.001
8,normal,US,core,60,expanding,2,0.21469683727839858,0.0314192098005888,0.026563514321765493,0.0314192098005888,0.001
8,normal,US,core,60,expanding,3,0.1467269037196047,0.030998044084868955,0.026329872181092052,0.030998044084868955,0.001
8,normal,US,core,60,expanding,4,0.0996940891783146,0.02774636805554933,0.024489064991723427,0.02774636805554933,0.001
8,normal,US,core,60,expanding,5,0.07781642264897454,0.02665497750685553,0.023444802029453024,0.02665497750685553,0.001
8,normal,US,core,60,expanding,6,0.07686115397425489,0.02779357907123507,0.02332833858352279,0.02779357907123507,0.001
8,normal,US,core,60,expanding,7,0.06668953472026173,0.029784545736963063,0.023976844025699624,0.029784545736963063,0.001
8,normal,US,core,60,expanding,8,0.0616848930418589,0.03001807252102195,0.024379725052133813,0.03001807252102195,0.001
8,normal,US,core,60,expanding,9,0.06288513410329741,0.03217342639301833,0.02567260371015639,0.03217342639301833,0.001
8,normal,US,core,60,expanding,10,0.06928535892226118,0.031257073425231076,0.02571877532510509,0.031257073425231076,0.001
8,normal,US,core,60,expanding,11,0.0701402908307691,0.03966011610676883,0.030469747357153538,0.03966011610676883,0.001
8,normal,US,core,60,expanding,12,0.06013696215087099,0.025880934309768823,0.02180766151546324,0.025880934309768823,0.0005
8,normal,US,core,60,expanding,13,0.054481523088873975,0.024029635562260617,0.021347276156692036,0.024029635562260617,0.0005
8,normal,US,core,60,expanding,14,0.052097017560868486,0.024007587494421716,0.02142968317528418,0.024007587494421716,0.0005
8,normal,US,core,60,expanding,15,0.04716533417402916,0.023809065889194275,0.021346770015763305,0.023809065889194275,0.0005
8,normal,US,core,60,expanding,16,0.0468316722694224,0.024129630559402475,0.021404947406962017,0.024129630559402475,0.0005
8,normal,US,core,60,expanding,17,0.04861965757785215,0.02379294267523337,0.0213321541612587,0.02379294267523337,0.0005
8,normal,US,core,60,expanding,18,0.0486771270854967,0.02489888071558572,0.021802363138244275,0.02489888071558572,0.0005
8,normal,US,core,60,expanding,19,0.044946661908258884,0.025051481855018716,0.021656897303312463,0.025051481855018716,0.0005
8,normal,US,core,60,expanding,20,0.047065779235872116,0.02401303256764248,0.021353935469703603,0.02401303256764248,0.0005
8,normal,US,core,60,expanding,21,0.046321744050419125,0.023857378663579582,0.021371937755038303,0.023857378663579582,0.0005
8,normal,US,core,60,expanding,22,0.04648140975024145,0.024598373999456254,0.021527782286825455,0.024598373999456254,0.0005
8,normal,US,core,60,expanding,23,0.04303625688904311,0.02453824727069854,0.021610398333672034,0.02453824727069854,0.0005
8,normal,US,core,60,expanding,24,0.04162575462628528,0.02545460654407958,0.021927171317535042,0.02545460654407958,0.00025
8,normal,US,core,60,expanding,25,0.044161793163827075,0.025434224663590962,0.0218205582800574,0.025434224663590962,0.00025
8,normal,US,core,60,expanding,26,0.039758025063858074,0.02564148594493927,0.021926284739989994,0.02564148594493927,0.00025
8,normal,US,core,60,expanding,27,0.03948971072119676,0.025603823718048452,0.02188094499344387,0.025603823718048452,0.00025
9,normal,US,core,60,expanding,1,1.472335405851747,0.0667741776400273,0.04538181033019879,0.0667741776400273,0.001
9,normal,US,core,60,expanding,2,0.21922129523276196,0.030391048437880274,0.023608775033018174,0.030391048437880274,0.001
