epoch,train_loss,valid_loss,valid_mse,valid_qlike,lr,regime,country,L,protocol
8,0.09214479098165476,0.01983183342241682,0.05402084439992905,0.01983183342241682,0.001,911,JP,60,static
9,0.08417289888969175,0.026745261611492415,0.0684083104133606,0.026745261611492415,0.001,911,JP,60,static
10,0.07231062816249,0.01979042403165371,0.05311596766114235,0.01979042403165371,0.001,911,JP,60,static
11,0.07644986027368793,0.017402321913099646,0.04729082062840462,0.017402321913099646,0.001,911,JP,60,static
12,0.09090583241648144,0.02133143638860239,0.056069452315568924,0.02133143638860239,0.001,911,JP,60,static
13,0.07347016486304778,0.023426128668803673,0.06031253561377525,0.023426128668803673,0.001,911,JP,60,static
14,0.06907293368820791,0.019399190822053155,0.051530901342630386,0.019399190822053155,0.0005,911,JP,60,static
15,0.07987548444006178,0.01863888468744813,0.04980938509106636,0.01863888468744813,0.0005,911,JP,60,static
16,0.06532410311478155,0.01678016249396607,0.04546287655830383,0.01678016249396607,0.0005,911,JP,60,static
17,0.06857412341568205,0.015523997816543966,0.04240734130144119,0.015523997816543966,0.0005,911,JP,60,static
18,0.07688070848860122,0.023008631958283093,0.058709919452667236,0.023008631958283093,0.0005,911,JP,60,static
19,0.060344387342532474,0.02369830789519641,0.060205090790987015,0.02369830789519641,0.0005,911,JP,60,static
20,0.055895621108788034,0.01756681805358233,0.04724079743027687,0.01756681805358233,0.0005,911,JP,60,static
21,0.0640135047060472,0.016969771361419785,0.04602216184139252,0.016969771361419785,0.0005,911,JP,60,static
22,0.06384536514955538,0.02155044811799282,0.05629567801952362,0.02155044811799282,0.0005,911,JP,60,static
23,0.0687554236639429,0.019016927559551727,0.0508902408182621,0.019016927559551727,0.0005,911,JP,60,static
24,0.06747197861334792,0.018153808638814727,0.04884975403547287,0.018153808638814727,0.00025,911,JP,60,static
25,0.06187623128018997,0.019304795346109033,0.05125044286251068,0.019304795346109033,0.00025,911,JP,60,static
26,0.06316786880294482,0.019962497195683,0.052550844848155975,0.019962497195683,0.00025,911,JP,60,static
27,0.06070690905606305,0.020362822763100745,0.053326934576034546,0.020362822763100745,0.00025,911,JP,60,static
1,2.168985678599431,4.228927393143546,1.1151572465896606,4.228927393143546,0.001,911,JP,252,static
2,1.6634098612345183,1.3863453572452797,0.8114309906959534,1.3863453572452797,0.001,911,JP,252,static
3,1.2127415728874695,0.47867040663298865,0.5070664286613464,0.47867040663298865,0.001,911,JP,252,static
4,0.7793523424710983,0.12731966303220665,0.22929374873638153,0.12731966303220665,0.001,911,JP,252,static
5,0.39361504312509143,0.024531442087483812,0.06709934771060944,0.024531442087483812,0.001,911,JP,252,static
6,0.19557836728218275,0.03190353423428172,0.10031478106975555,0.03190353423428172,0.001,911,JP,252,static
7,0.2144653048270788,0.044979277761158315,0.15743109583854675,0.044979277761158315,0.001,911,JP,252,static
8,0.3337881664435069,0.040261099541135666,0.1363648623228073,0.040261099541135666,0.001,911,JP,252,static
9,0.28747962453426457,0.026187121652213496,0.07891738414764404,0.026187121652213496,0.001,911,JP,252,static
10,0.19501973554874077,0.018517208769477416,0.052343375980854034,0.018517208769477416,0.001,911,JP,252,static
11,0.16491427559119004,0.029516880073367092,0.07779248803853989,0.029516880073367092,0.001,911,JP,252,static
12,0.13592843673168084,0.04796177374195061,0.11311754584312439,0.04796177374195061,0.001,911,JP,252,static
13,0.18257043090386268,0.05409846792791624,0.1233363151550293,0.05409846792791624,0.001,911,JP,252,static
14,0.19209846195120078,0.043628778754863574,0.10440871119499207,0.043628778754863574,0.001,911,JP,252,static
15,0.16650025250437933,0.026850284874078936,0.07104285061359406,0.026850284874078936,0.001,911,JP,252,static
16,0.10855885905524094,0.016998398004327734,0.0482320599257946,0.016998398004327734,0.001,911,JP,252,static
17,0.13787722009687853,0.015288009456226366,0.04378150776028633,0.015288009456226366,0.001,911,JP,252,static
18,0.09646754960219066,0.015530529282053809,0.04434442147612572,0.015530529282053809,0.001,911,JP,252,static
19,0.10902840758745487,0.01881849608380199,0.052318621426820755,0.01881849608380199,0.001,911,JP,252,static
20,0.09795361719070336,0.02492444549031126,0.0658460408449173,0.02492444549031126,0.001,911,JP,252,static
21,0.07136481885726635,0.02942138630387923,0.07494580000638962,0.02942138630387923,0.001,911,JP,252,static
22,0.08077325853399742,0.026865226660405018,0.06943157315254211,0.026865226660405018,0.001,911,JP,252,static
23,0.062295388573637374,0.021876747693620312,0.05857450142502785,0.021876747693620312,0.001,911,JP,252,static
24,0.08612381217953487,0.01983638316699844,0.053937721997499466,0.01983638316699844,0.0005,911,JP,252,static
25,0.07393242409213996,0.018834755661384744,0.051599688827991486,0.018834755661384744,0.0005,911,JP,252,static
26,0.08158028464859877,0.0190916023748701,0.05219247564673424,0.0190916023748701,0.0005,911,JP,252,static
27,0.08518538155998939,0.01963844383438356,0.05346185714006424,0.01963844383438356,0.0005,911,JP,252,static
1,0.3782540273026426,0.05796574012179475,0.04054194000137755,0.05796574012179475,0.001,gfc,US,22,static
2,0.11843301987386423,0.04109955751167988,0.040320546844922214,0.04109955751167988,0.001,gfc,US,22,static
3,0.25660103852846033,0.03791988381942905,0.03234469834195665,0.03791988381942905,0.001,gfc,US,22,static
4,0.09475205345400449,0.06587116484488982,0.053371024351433455,0.06587116484488982,0.001,gfc,US,22,static
5,0.09827135328121693,0.06031613297285213,0.050580565761997404,0.06031613297285213,0.001,gfc,US,22,static
6,0.09324940523033419,0.03421284808917198,0.030719994934669054,0.03421284808917198,0.001,gfc,US,22,static
7,0.07597208160404875,0.03437535886346311,0.024570161209579007,0.03437535886346311,0.001,gfc,US,22,static
8,0.13203051187868775,0.02829848221406491,0.020846474411121876,0.02829848221406491,0.001,gfc,US,22,static
9,0.0812235175231968,0.03579518090008395,0.032750316186848864,0.03579518090008395,0.001,gfc,US,22,static
10,0.07368060739529918,0.05414207455666271,0.04742165304631351,0.05414207455666271,0.001,gfc,US,22,static
11,0.09670434986536032,0.041971434573149016,0.03787466058455615,0.041971434573149016,0.001,gfc,US,22,static
12,0.08734345791108182,0.030137842430380354,0.022082745553962738,0.030137842430380354,0.001,gfc,US,22,static
13,0.11351596745297453,0.02736249522123905,0.02253255947860351,0.02736249522123905,0.001,gfc,US,22,static
14,0.1873351195646117,0.042154200151205926,0.03924792488495192,0.042154200151205926,0.001,gfc,US,22,static
15,0.08607630183844357,0.046763515364915235,0.04072125137327202,0.046763515364915235,0.001,gfc,US,22,static
16,0.08858872470343748,0.026792076865214193,0.021802839685780593,0.026792076865214193,0.001,gfc,US,22,static
17,0.05879922072435247,0.025226123528756115,0.018471082012016936,0.025226123528756115,0.001,gfc,US,22,static
18,0.08065654143901267,0.026644757146521765,0.021217459033566168,0.026644757146521765,0.001,gfc,US,22,static
19,0.0491982754670247,0.026410789343904523,0.022990957377441376,0.026410789343904523,0.001,gfc,US,22,static
20,0.052987710444904794,0.028539039586488762,0.02626038344198489,0.028539039586488762,0.001,gfc,US,22,static
21,0.057193426535607876,0.03149374392733876,0.029419479260881582,0.03149374392733876,0.001,gfc,US,22,static
22,0.06427298037329437,0.029357097422040603,0.025319728421500005,0.029357097422040603,0.001,gfc,US,22,static
23,0.05350688441093065,0.021268927625775633,0.016532604415637562,0.021268927625775633,0.001,gfc,US,22,static
24,0.0562734827913087,0.021358896943926634,0.016268739847844816,0.021358896943926634,0.001,gfc,US,22,static
25,0.06886298122427494,0.022175011628949585,0.017402969085540905,0.022175011628949585,0.001,gfc,US,22,static
26,0.053507630465125966,0.029276430637818214,0.028435187243607888,0.029276430637818214,0.001,gfc,US,22,static
27,0.07217931625517932,0.04196456399024226,0.03816681987498386,0.04196456399024226,0.001,gfc,US,22,static
28,0.07521820903455015,0.02883591436543558,0.02569151448597946,0.02883591436543558,0.001,gfc,US,22,static
29,0.056346380131371714,0.021528998949984987,0.017340581448548345,0.021528998949984987,0.001,gfc,US,22,static
30,0.05495076183241363,0.021403697706016266,0.018711632132470846,0.021403697706016266,0.0005,gfc,US,22,static
31,0.04810040631801544,0.021199939437930488,0.019043938483137533,0.021199939437930488,0.0005,gfc,US,22,static
32,0.040301627422855195,0.020708405118402072,0.018271292600617467,0.020708405118402072,0.0005,gfc,US,22,static
33,0.04593622088315532,0.02114652511919345,0.018666078896814608,0.02114652511919345,0.0005,gfc,US,22,static
34,0.043208071853393294,0.02053681344480937,0.01818740671404092,0.02053681344480937,0.0005,gfc,US,22,static
35,0.039000227759507566,0.020886527362454468,0.01814657685706815,0.020886527362454468,0.0005,gfc,US,22,static
36,0.04289732126513245,0.021019970673909906,0.018494177832308993,0.021019970673909906,0.0005,gfc,US,22,static
37,0.04327833381916475,0.020600176762671483,0.018378035554966605,0.020600176762671483,0.0005,gfc,US,22,static
38,0.041004546152480344,0.020383143818307897,0.0170360895326413,0.020383143818307897,0.0005,gfc,US,22,static
39,0.038252555075624146,0.020864659491580288,0.018265704071498013,0.020864659491580288,0.0005,gfc,US,22,static
40,0.04119062697205424,0.021861453895620733,0.019712300911783224,0.021861453895620733,0.0005,gfc,US,22,static
41,0.038826240081818876,0.021454911213698625,0.018780606164340952,0.021454911213698625,0.0005,gfc,US,22,static
42,0.03945174277365955,0.020695458710668812,0.017795234354606188,0.020695458710668812,0.0005,gfc,US,22,static
43,0.042541953662065875,0.02061706872823724,0.01704407003949363,0.02061706872823724,0.0005,gfc,US,22,static
44,0.03838545372680437,0.020655823732904123,0.01806130304012403,0.020655823732904123,0.0005,gfc,US,22,static
45,0.042400189962086256,0.022305970573710247,0.02043450461233042,0.022305970573710247,0.00025,gfc,US,22,static
46,0.03869801940729252,0.020813580882203586,0.01878665253312227,0.020813580882203586,0.00025,gfc,US,22,static
47,0.03875901174664404,0.022789808684439472,0.02038256035175219,0.022789808684439472,0.00025,gfc,US,22,static
48,0.038218517725277096,0.02032835581506574,0.018024421130043575,0.02032835581506574,0.00025,gfc,US,22,static
49,0.03771613566292491,0.02198658803320846,0.01990672184592224,0.02198658803320846,0.00025,gfc,US,22,static
50,0.03819987338129723,0.021156585862337283,0.01904572050766166,0.021156585862337283,0.00025,gfc,US,22,static
51,0.039046867753504584,0.020711849227892144,0.018295525057441683,0.020711849227892144,0.00025,gfc,US,22,static
52,0.037464773809087686,0.021695882436578967,0.019632810511555805,0.021695882436578967,0.00025,gfc,US,22,static
53,0.041011623672697235,0.022112278848143613,0.020103530394306696,0.022112278848143613,0.00025,gfc,US,22,static
54,0.040822817096749446,0.021129923447585245,0.019131294633465933,0.021129923447585245,0.00025,gfc,US,22,static
55,0.03685196615218369,0.022222762539376332,0.020190238759693398,0.022222762539376332,0.000125,gfc,US,22,static
56,0.03538011458109726,0.02111926352130069,0.019029655668186953,0.02111926352130069,0.000125,gfc,US,22,static
57,0.03631123531387891,0.022119954709854898,0.019920707402001338,0.022119954709854898,0.000125,gfc,US,22,static
58,0.03658262651039982,0.021381471576619772,0.019550085535265535,0.021381471576619772,0.000125,gfc,US,22,static
1,0.3308394819990939,0.06823301064599024,0.04879438218130058,0.06823301064599024,0.001,gfc,US,60,static
2,0.10737288690620152,0.043433133255310896,0.033553120520604086,0.043433133255310896,0.001,gfc,US,60,static
3,0.19223965130215206,0.03988209852008454,0.030455089022082635,0.03988209852008454,0.001,gfc,US,60,static
4,0.14052376747322756,0.054852778134543013,0.04833257177555229,0.054852778134543013,0.001,gfc,US,60,static
5,0.11642873568571602,0.06556989396773695,0.0517985380859489,0.06556989396773695,0.001,gfc,US,60,static
6,0.09795634220991291,0.03470930707195802,0.029923413794829077,0.03470930707195802,0.001,gfc,US,60,static
7,0.07369279745169457,0.03282628424115103,0.02467912689326294,0.03282628424115103,0.001,gfc,US,60,static
8,0.1815482070017546,0.036627017465794734,0.03128820451429166,0.036627017465794734,0.001,gfc,US,60,static
9,0.0649595782483761,0.03979616914989636,0.03547105512236694,0.03979616914989636,0.001,gfc,US,60,static
10,0.06550837597793582,0.03674530710454448,0.03429655849458687,0.03674530710454448,0.001,gfc,US,60,static
11,0.06358175899285534,0.03180423971495536,0.02906595143782665,0.03180423971495536,0.001,gfc,US,60,static
12,0.06137322392805157,0.027853942070804102,0.023002704687090033,0.027853942070804102,0.001,gfc,US,60,static
13,0.06315898773479936,0.024948728310062392,0.018123386182870523,0.024948728310062392,0.001,gfc,US,60,static
14,0.10386505414831691,0.03225917361399566,0.022106228233036766,0.03225917361399566,0.001,gfc,US,60,static
15,0.07023476261595311,0.041575548397493015,0.03632411010474323,0.041575548397493015,0.001,gfc,US,60,static
16,0.0872752631158498,0.045940176665017346,0.040139594341654226,0.045940176665017346,0.001,gfc,US,60,static
17,0.08533737595404235,0.02941321571578314,0.027008372637261434,0.02941321571578314,0.001,gfc,US,60,static
18,0.06783583318586141,0.025265138473183187,0.01824939055034364,0.025265138473183187,0.001,gfc,US,60,static
19,0.1475810724129337,0.028162879293128436,0.024584249285350284,0.028162879293128436,0.001,gfc,US,60,static
20,0.05660484033991453,0.033581955934219865,0.031638126612540736,0.033581955934219865,0.0005,gfc,US,60,static
21,0.0594043465607543,0.027574860484324844,0.022929539302905717,0.027574860484324844,0.0005,gfc,US,60,static
22,0.04673703416928352,0.02683328426499666,0.024001293552230553,0.02683328426499666,0.0005,gfc,US,60,static
23,0.04851354929147792,0.025102029806186636,0.02185206875145673,0.025102029806186636,0.0005,gfc,US,60,static
1,0.37508473260662495,0.04645773745567937,0.038517813224241554,0.04645773745567937,0.001,gfc,US,252,static
2,0.09703059006796215,0.033203732283855286,0.025570444465870878,0.033203732283855286,0.001,gfc,US,252,static
3,0.10932340894180995,0.040107066530598104,0.028216628662024835,0.040107066530598104,0.001,gfc,US,252,static
4,0.15845770991438038,0.05337314033933167,0.04779604436510588,0.05337314033933167,0.001,gfc,US,252,static
5,0.18643821909368694,0.0593322114247459,0.0481431499361042,0.0593322114247459,0.001,gfc,US,252,static
6,0.10405676412385899,0.026449117627705784,0.021177422552113512,0.026449117627705784,0.001,gfc,US,252,static
7,0.11215497646685485,0.032523304438482566,0.02822531799811766,0.032523304438482566,0.001,gfc,US,252,static
8,0.08137096431065392,0.04527086845220733,0.04214791870449644,0.04527086845220733,0.001,gfc,US,252,static
9,0.07920567304059699,0.04171143169990075,0.036730440608058794,0.04171143169990075,0.001,gfc,US,252,static
10,0.06520206697639964,0.025922476773243497,0.02111446476760376,0.025922476773243497,0.001,gfc,US,252,static
11,0.08151259149933036,0.02832246835195466,0.023181865266357286,0.02832246835195466,0.001,gfc,US,252,static
12,0.08576596519012591,0.045261480311895724,0.042818697533047054,0.045261480311895724,0.001,gfc,US,252,static
13,0.08861831329326271,0.03415750815699237,0.03188885337268689,0.03415750815699237,0.001,gfc,US,252,static
14,0.056116639822721484,0.022528809011254553,0.0168024677842618,0.022528809011254553,0.001,gfc,US,252,static
15,0.08330003331882722,0.02633080344191991,0.021781441870616727,0.02633080344191991,0.001,gfc,US,252,static
16,0.057056691062264825,0.032531525456767726,0.030994218659115978,0.032531525456767726,0.001,gfc,US,252,static
17,0.05562372423108026,0.031010667616808006,0.028483544049628703,0.031010667616808006,0.001,gfc,US,252,static
18,0.05487783233952391,0.024896519393263324,0.021068073794305087,0.024896519393263324,0.001,gfc,US,252,static
19,0.04951513913552184,0.02221800344324555,0.01624583639946592,0.02221800344324555,0.001,gfc,US,252,static
20,0.0763138427477562,0.031126074716091686,0.029601360860455082,0.031126074716091686,0.001,gfc,US,252,static
21,0.055994032255131686,0.03056871997264295,0.02829762661005871,0.03056871997264295,0.001,gfc,US,252,static
22,0.05659160090153252,0.02388292071514871,0.01952143267272003,0.02388292071514871,0.001,gfc,US,252,static
23,0.04820455981711874,0.02340006384236914,0.017545918128879897,0.02340006384236914,0.001,gfc,US,252,static
24,0.07653712703958973,0.03288628509344811,0.032256688269604726,0.03288628509344811,0.001,gfc,US,252,static
25,0.056331929759610266,0.030534533907320617,0.02861529575341726,0.030534533907320617,0.001,gfc,US,252,static
26,0.05724523854015511,0.026628600577382613,0.018207129168943816,0.026628600577382613,0.0005,gfc,US,252,static
27,0.05492293779898585,0.029887913214099605,0.02794593401935946,0.029887913214099605,0.0005,gfc,US,252,static
28,0.04662720490206074,0.025005568116966064,0.01950574108210218,0.025005568116966064,0.0005,gfc,US,252,static
29,0.04374605060005799,0.02684895448389514,0.02504949660533928,0.02684895448389514,0.0005,gfc,US,252,static
1,0.7404360342390683,0.036736030109610414,0.04554710777536515,0.036736030109610414,0.001,gfc,KR,22,static
2,0.21117814858349002,0.038694264509766034,0.04401595001259158,0.038694264509766034,0.001,gfc,KR,22,static
3,0.2532917559146881,0.04030892284406306,0.04570459442273263,0.04030892284406306,0.001,gfc,KR,22,static
4,0.20745219883261895,0.0300280683989158,0.03291406710782359,0.0300280683989158,0.001,gfc,KR,22,static
5,0.2423592988325625,0.027532254142601253,0.03607695093077998,0.027532254142601253,0.001,gfc,KR,22,static
6,0.14534898558441472,0.030027781969294592,0.03912452968858903,0.030027781969294592,0.001,gfc,KR,22,static
7,0.11814439787092257,0.030617945818395612,0.03807675261651316,0.030617945818395612,0.001,gfc,KR,22,static
8,0.10499848801718682,0.039285776337785155,0.04417801191729884,0.039285776337785155,0.001,gfc,KR,22,static
9,0.14752271102399242,0.02482553938015534,0.029647938186122526,0.02482553938015534,0.001,gfc,KR,22,static
10,0.09403546534630718,0.026850355492749386,0.027637817926945224,0.026850355492749386,0.001,gfc,KR,22,static
11,0.2111439608341577,0.03953313875315391,0.04193917794093009,0.03953313875315391,0.001,gfc,KR,22,static
12,0.13284012682887972,0.02394904327684639,0.028004791347249862,0.02394904327684639,0.001,gfc,KR,22,static
13,0.13066495430408692,0.02373373612624832,0.029379713198831005,0.02373373612624832,0.001,gfc,KR,22,static
14,0.09339215450597052,0.026595232217364418,0.03271252037056031,0.026595232217364418,0.001,gfc,KR,22,static
15,0.0962945986919257,0.028430668860857464,0.03407079726457596,0.028430668860857464,0.001,gfc,KR,22,static
16,0.09255149747644152,0.02791110883419873,0.03173566982150078,0.02791110883419873,0.001,gfc,KR,22,static
17,0.10485516613995542,0.023924319267240503,0.025524017551252918,0.023924319267240503,0.001,gfc,KR,22,static
18,0.11017550223944139,0.03602004909570409,0.03854982050195817,0.03602004909570409,0.001,gfc,KR,22,static
19,0.158841894749476,0.036769300576766965,0.039039552211761475,0.036769300576766965,0.001,gfc,KR,22,static
20,0.12646727374165642,0.022727959683938998,0.02895587033802463,0.022727959683938998,0.0005,gfc,KR,22,static
21,0.10594520877514567,0.022497665051252724,0.02595728767975684,0.022497665051252724,0.0005,gfc,KR,22,static
22,0.07840006254917505,0.02430458984534648,0.027499632729638006,0.02430458984534648,0.0005,gfc,KR,22,static
23,0.0711200449387638,0.02479383044166642,0.028877757489681244,0.02479383044166642,0.0005,gfc,KR,22,static
24,0.07131687593551314,0.024383297337359267,0.02884045099058459,0.024383297337359267,0.0005,gfc,KR,22,static
25,0.07060759955522966,0.024816661071119243,0.028598906892922618,0.024816661071119243,0.0005,gfc,KR,22,static
26,0.06892777025243457,0.024956361444725,0.028126365955798857,0.024956361444725,0.0005,gfc,KR,22,static
27,0.06314291379281453,0.02356505460674011,0.02604469560807751,0.02356505460674011,0.0005,gfc,KR,22,static
28,0.06692407683146243,0.02251775450419396,0.025715293182480718,0.02251775450419396,0.00025,gfc,KR,22,static
29,0.0725153709324647,0.023031370599498266,0.026363762035485235,0.023031370599498266,0.00025,gfc,KR,22,static
30,0.06407745957982783,0.02255451215890254,0.02584762763111822,0.02255451215890254,0.00025,gfc,KR,22,static
31,0.06657993821997424,0.022431554809147974,0.025806522898135648,0.022431554809147974,0.00025,gfc,KR,22,static
32,0.0657653605603442,0.022559337503995722,0.025767912427263874,0.022559337503995722,0.00025,gfc,KR,22,static
33,0.0652089592411506,0.022413354350157892,0.025995402086165645,0.022413354350157892,0.00025,gfc,KR,22,static
34,0.062463397578317294,0.02202430125856741,0.025620752284603733,0.02202430125856741,0.00025,gfc,KR,22,static
35,0.06411735204105475,0.021936418837102935,0.025651578821482196,0.021936418837102935,0.00025,gfc,KR,22,static
36,0.05761741675740602,0.021212391728429664,0.02520362912647186,0.021212391728429664,0.00025,gfc,KR,22,static
37,0.06083107952560697,0.021780738546415233,0.024946109782303532,0.021780738546415233,0.00025,gfc,KR,22,static
38,0.06182187955294337,0.021261383042626744,0.024162988989583908,0.021261383042626744,0.00025,gfc,KR,22,static
39,0.0634219768856253,0.02050177285018273,0.02426865552702258,0.02050177285018273,0.00025,gfc,KR,22,static
40,0.06015485076575863,0.021133422994184973,0.02503541063877844,0.021133422994184973,0.00025,gfc,KR,22,static
41,0.06196015962988746,0.020487399001224354,0.024158094078302383,0.020487399001224354,0.00025,gfc,KR,22,static
42,0.06593895874613402,0.019936626601342027,0.023684900854864428,0.019936626601342027,0.00025,gfc,KR,22,static
43,0.061084397783388894,0.01996125814016829,0.023717345489609624,0.01996125814016829,0.00025,gfc,KR,22,static
44,0.05487223136789945,0.020340483242045564,0.024175888468180935,0.020340483242045564,0.00025,gfc,KR,22,static
45,0.06189646187941639,0.01998346682505206,0.024171028045877334,0.01998346682505206,0.00025,gfc,KR,22,static
46,0.05715895128645459,0.019358175157373814,0.02363674174393377,0.019358175157373814,0.00025,gfc,KR,22,static
47,0.06077342615367807,0.01946699930863486,0.023431529321016803,0.01946699930863486,0.00025,gfc,KR,22,static
48,0.06010498399181025,0.02011885059575544,0.02350521556312038,0.02011885059575544,0.00025,gfc,KR,22,static
49,0.058411033177862365,0.019788039755946937,0.02304910748235641,0.019788039755946937,0.00025,gfc,KR,22,static
50,0.05730165773052342,0.019219602336037984,0.023472865863192464,0.019219602336037984,0.00025,gfc,KR,22,static
51,0.06062471406648354,0.019521625118814754,0.023354516995529973,0.019521625118814754,0.00025,gfc,KR,22,static
52,0.05968095784132578,0.0193011289553372,0.022938419614107378,0.0193011289553372,0.00025,gfc,KR,22,static
53,0.061245545554830104,0.019664479249323862,0.023324053854711594,0.019664479249323862,0.00025,gfc,KR,22,static
54,0.058226851746439934,0.018660748657935673,0.02266444650388533,0.018660748657935673,0.00025,gfc,KR,22,static
55,0.057773725490789025,0.018489132859418996,0.02222182193110066,0.018489132859418996,0.00025,gfc,KR,22,static
56,0.06101462244987488,0.01891837563877775,0.02280303198964365,0.01891837563877775,0.00025,gfc,KR,22,static
57,0.05903156160624051,0.018769260605075933,0.02307695174409497,0.018769260605075933,0.00025,gfc,KR,22,static
58,0.057072008579817354,0.018791902690528658,0.023083764218514966,0.018791902690528658,0.00025,gfc,KR,22,static
59,0.056304835619366896,0.018575592086933865,0.023258049641886065,0.018575592086933865,0.00025,gfc,KR,22,static
60,0.055739098399573445,0.018233360927246565,0.022932922647845362,0.018233360927246565,0.00025,gfc,KR,22,static
61,0.055337815602519075,0.018454027264644856,0.022324697384911198,0.018454027264644856,0.00025,gfc,KR,22,static
62,0.05554507703197246,0.018568315844686992,0.022836490263861996,0.018568315844686992,0.00025,gfc,KR,22,static
63,0.05890777988397345,0.019330993782341967,0.023817193604284716,0.019330993782341967,0.00025,gfc,KR,22,static
64,0.056819288288148084,0.019029013775409158,0.02415854291569802,0.019029013775409158,0.00025,gfc,KR,22,static
65,0.05402490317973555,0.018927925517801432,0.02378428354859352,0.018927925517801432,0.00025,gfc,KR,22,static
66,0.05549101579022043,0.019293159516763397,0.022824141767717177,0.019293159516763397,0.00025,gfc,KR,22,static
67,0.054586089387231945,0.018325040192196544,0.02313850603757366,0.018325040192196544,0.000125,gfc,KR,22,static
68,0.05546307354709323,0.0189593014726249,0.023196987086726774,0.0189593014726249,0.000125,gfc,KR,22,static
69,0.05593924982739346,0.01883969207807977,0.023033051360999385,0.01883969207807977,0.000125,gfc,KR,22,static
70,0.0543189242634238,0.018701068591019273,0.023451171334712737,0.018701068591019273,0.000125,gfc,KR,22,static
1,0.6904819661398339,0.04066372086076663,0.049516186839149844,0.04066372086076663,0.001,gfc,KR,60,static
2,0.21645258385566324,0.03886500922716501,0.04397981337481929,0.03886500922716501,0.001,gfc,KR,60,static
3,0.19447285486202615,0.039635980500342324,0.044029743801201546,0.039635980500342324,0.001,gfc,KR,60,static
4,0.23577338582744786,0.030513682308748496,0.033009263296281136,0.030513682308748496,0.001,gfc,KR,60,static
5,0.25966171450864256,0.026946699889415806,0.03605593428496392,0.026946699889415806,0.001,gfc,KR,60,static
6,0.1683586710662234,0.024963849180979537,0.032823229028332616,0.024963849180979537,0.001,gfc,KR,60,static
7,0.11942049331622186,0.023891419171578925,0.0277757448775153,0.023891419171578925,0.001,gfc,KR,60,static
8,0.08494381628248816,0.022240675231641686,0.025916089574175495,0.022240675231641686,0.001,gfc,KR,60,static
9,0.07636561862929585,0.02362414958930456,0.02526823803782463,0.02362414958930456,0.001,gfc,KR,60,static
10,0.08016297538685643,0.019749679308905574,0.022450927164285414,0.019749679308905574,0.001,gfc,KR,60,static
11,0.07442834647068011,0.020633817797937788,0.022449210646652406,0.020633817797937788,0.001,gfc,KR,60,static
12,0.08931107180667859,0.02172453478318871,0.02442056805856766,0.02172453478318871,0.001,gfc,KR,60,static
13,0.10682471379929898,0.03398878923624568,0.0372053227357326,0.03398878923624568,0.001,gfc,KR,60,static
14,0.18017515170515752,0.028924057257355678,0.03210658195518678,0.028924057257355678,0.001,gfc,KR,60,static
15,0.19926988446439792,0.03811723363542072,0.046360271592294014,0.03811723363542072,0.001,gfc,KR,60,static
16,0.18783502887471829,0.0229877467044663,0.03027700488605807,0.0229877467044663,0.001,gfc,KR,60,static
17,0.10388909823754254,0.02372185453464583,0.024533447479048082,0.02372185453464583,0.0005,gfc,KR,60,static
18,0.07873739507171064,0.025496685968773185,0.025763727003528226,0.025496685968773185,0.0005,gfc,KR,60,static
19,0.08110644110277587,0.022812633543258503,0.024183284851812547,0.022812633543258503,0.0005,gfc,KR,60,static
20,0.0677996135055045,0.021752084886851843,0.02440342595500331,0.021752084886851843,0.0005,gfc,KR,60,static
1,0.42479630794671264,0.05003368293474306,0.06127467655366467,0.05003368293474306,0.001,gfc,KR,252,static
2,0.3303810790270255,0.07607635011408612,0.09911113304476585,0.07607635011408612,0.001,gfc,KR,252,static
3,0.3072896559621097,0.05006811011408036,0.05961294928866048,0.05006811011408036,0.001,gfc,KR,252,static
4,0.10018782558195259,0.027363293810431802,0.03457499776155718,0.027363293810431802,0.001,gfc,KR,252,static
5,0.09978008863860004,0.02267486858073232,0.027669863114433903,0.02267486858073232,0.001,gfc,KR,252,static
6,0.0847239592328378,0.01997181089324025,0.021904939605343725,0.01997181089324025,0.001,gfc,KR,252,static
7,0.10147886356876214,0.04090803794686275,0.04408608665389399,0.04090803794686275,0.001,gfc,KR,252,static
8,0.43070552255874794,0.033500384118033674,0.03630456628818666,0.033500384118033674,0.001,gfc,KR,252,static
9,0.09014680640847159,0.026967815085515455,0.030998581359463352,0.026967815085515455,0.001,gfc,KR,252,static
10,0.09269813060626855,0.022334202811328,0.027563848322437655,0.022334202811328,0.001,gfc,KR,252,static
11,0.08258161560168716,0.02179347851197769,0.026465737771603368,0.02179347851197769,0.001,gfc,KR,252,static
12,0.06473125522379918,0.0224599873000672,0.02289262798524672,0.0224599873000672,0.001,gfc,KR,252,static
13,0.14186275287660782,0.02315955204284977,0.025008660771193042,0.02315955204284977,0.0005,gfc,KR,252,static
14,0.07547538573275946,0.028770461530039967,0.02971736389783121,0.028770461530039967,0.0005,gfc,KR,252,static
15,0.05934890572354754,0.027801928006765238,0.02830920296330606,0.027801928006765238,0.0005,gfc,KR,252,static
16,0.05549621438643768,0.02601317478529375,0.026463109639383132,0.02601317478529375,0.0005,gfc,KR,252,static
1,0.39233008295912103,0.07173171916533534,0.05888586749251072,0.07173171916533534,0.001,gfc,JP,22,static
2,0.09011433811224613,0.04074412655145144,0.04025385700739347,0.04074412655145144,0.001,gfc,JP,22,static
