regime,country,L,protocol,refit_step,epoch,train_loss,valid_loss,valid_mse,valid_qlike,lr
normal,US,60,expanding,1,18,0.07968513781425898,0.02818836266956016,0.02767922088676772,0.02818836266956016,0.001
normal,US,60,expanding,1,19,0.07639422236165441,0.03343700591441577,0.030293799281062656,0.03343700591441577,0.001
normal,US,60,expanding,1,20,0.07690682139191751,0.0315614121095979,0.029038783278121708,0.0315614121095979,0.001
normal,US,60,expanding,1,21,0.10319621814224274,0.035726570992308276,0.031096934036458024,0.035726570992308276,0.001
normal,US,60,expanding,1,22,0.08935909109421349,0.028248238067661764,0.027338503847327406,0.028248238067661764,0.001
normal,US,60,expanding,1,23,0.07144626851052574,0.029241519179979632,0.027873079074507066,0.029241519179979632,0.001
normal,US,60,expanding,1,24,0.06433148234879336,0.02959796731619237,0.02829338298530482,0.02959796731619237,0.001
normal,US,60,expanding,1,25,0.07031138570620939,0.031041364637814282,0.02977019900769514,0.031041364637814282,0.0005
normal,US,60,expanding,1,26,0.05907914211203587,0.027993070032470483,0.02737505338379908,0.027993070032470483,0.0005
normal,US,60,expanding,1,27,0.05995772699704762,0.029277662710786335,0.027862060058508897,0.029277662710786335,0.0005
normal,US,60,expanding,1,28,0.061618714650526214,0.027461127476562864,0.02706801715870775,0.027461127476562864,0.0005
normal,US,60,expanding,1,29,0.06176887123272494,0.029383527487272573,0.028340312841436618,0.029383527487272573,0.0005
normal,US,60,expanding,1,30,0.058997334289843516,0.027876118431142044,0.027467184885615767,0.027876118431142044,0.0005
normal,US,60,expanding,1,31,0.06362956998130309,0.028721341011858272,0.027789253420853983,0.028721341011858272,0.0005
normal,US,60,expanding,1,32,0.05791952245516797,0.0279777480420791,0.02737954236941711,0.0279777480420791,0.0005
normal,US,60,expanding,1,33,0.05874686701398592,0.02770770820960305,0.027361808002456245,0.02770770820960305,0.0005
normal,US,60,expanding,1,34,0.05617887791027639,0.02832882429002228,0.027905244953080117,0.02832882429002228,0.0005
normal,US,60,expanding,1,35,0.057145950555964026,0.028738615647531586,0.02854066000210132,0.028738615647531586,0.00025
normal,US,60,expanding,1,36,0.05436133643126911,0.028256943994219092,0.02797208728928054,0.028256943994219092,0.00025
normal,US,60,expanding,1,37,0.05508410823906265,0.027858814506287483,0.027735404929639752,0.027858814506287483,0.00025
normal,US,60,expanding,1,38,0.0548058207290397,0.02792176018405254,0.027843369343957543,0.02792176018405254,0.00025
normal,US,60,expanding,2,1,0.4937193229082036,0.052640919084411514,0.04618261851943456,0.052640919084411514,0.001
normal,US,60,expanding,2,2,0.26827729662464067,0.04436579297413814,0.038444545234625156,0.04436579297413814,0.001
normal,US,60,expanding,2,3,0.16316441172546312,0.057890654525667426,0.04856814787938045,0.057890654525667426,0.001
normal,US,60,expanding,2,4,0.1382010076990842,0.04280953026058764,0.03579380363225937,0.04280953026058764,0.001
normal,US,60,expanding,2,5,0.13919490028429168,0.035808897853981364,0.03305368632651293,0.035808897853981364,0.001
normal,US,60,expanding,2,6,0.2522907831796744,0.0425332060445684,0.03711787221523432,0.0425332060445684,0.001
normal,US,60,expanding,2,7,0.11458640847773259,0.05813702446455556,0.04785957783460617,0.05813702446455556,0.001
normal,US,60,expanding,2,8,0.11967456316409292,0.03834435923480365,0.03627606704831123,0.03834435923480365,0.001
normal,US,60,expanding,2,9,0.09801639856946856,0.03138635390516693,0.0289645042270422,0.03138635390516693,0.001
normal,US,60,expanding,2,10,0.09557131816443244,0.034455443184436864,0.030404155644086692,0.034455443184436864,0.001
normal,US,60,expanding,2,11,0.08585400664506221,0.04140481887661086,0.03495544020373088,0.04140481887661086,0.001
normal,US,60,expanding,2,12,0.09307752287968432,0.03516378532007903,0.0329759198312576,0.03516378532007903,0.001
normal,US,60,expanding,2,13,0.08082859297515115,0.029620024876595142,0.027974023211460846,0.029620024876595142,0.001
normal,US,60,expanding,2,14,0.07832256290858258,0.03263699064363294,0.030048540578438684,0.03263699064363294,0.001
normal,US,60,expanding,2,15,0.06900065052381468,0.030248827636675222,0.0281763134094385,0.030248827636675222,0.001
normal,US,60,expanding,2,16,0.07119835445151446,0.0287327309294526,0.027601766815552344,0.0287327309294526,0.001
normal,US,60,expanding,2,17,0.07627430711814451,0.05463924405305195,0.040609504167850204,0.05463924405305195,0.001
normal,US,60,expanding,2,18,0.07786988087532813,0.03145586341743445,0.028834453511696594,0.03145586341743445,0.001
normal,US,60,expanding,2,19,0.07878049765974056,0.03161408183255203,0.030026768205257563,0.03161408183255203,0.001
normal,US,60,expanding,2,20,0.0732319074300446,0.03782666931089777,0.033872866000120454,0.03782666931089777,0.001
normal,US,60,expanding,2,21,0.0814116999706542,0.036183725560846,0.03330472014271296,0.036183725560846,0.001
normal,US,60,expanding,2,22,0.09969949405975122,0.031016756475298394,0.029277369723870204,0.031016756475298394,0.001
normal,US,60,expanding,2,23,0.08737206488447286,0.030695375449084766,0.029250255227088927,0.030695375449084766,0.0005
normal,US,60,expanding,2,24,0.061949269439318944,0.030787727265326057,0.02795582413673401,0.030787727265326057,0.0005
normal,US,60,expanding,2,25,0.06223214708619823,0.028350935000852284,0.02726960634955993,0.028350935000852284,0.0005
normal,US,60,expanding,2,26,0.058538092097230245,0.027753583921582912,0.02726893126964569,0.027753583921582912,0.0005
normal,US,60,expanding,2,27,0.06191383422851037,0.028404961848856145,0.02733341294985551,0.028404961848856145,0.0005
normal,US,60,expanding,2,28,0.05749467183150814,0.028162638013663057,0.027575647659026658,0.028162638013663057,0.0005
normal,US,60,expanding,2,29,0.05866077166112571,0.02788283746466593,0.027347097660486513,0.02788283746466593,0.0005
normal,US,60,expanding,2,30,0.0611665439351423,0.028150605158545176,0.027410387935546728,0.028150605158545176,0.0005
normal,US,60,expanding,2,31,0.06732395770032655,0.027995800516043893,0.02719595982478215,0.027995800516043893,0.0005
normal,US,60,expanding,2,32,0.057694645395780994,0.02727843460456707,0.026913939129847745,0.02727843460456707,0.0005
normal,US,60,expanding,2,33,0.06314839100892784,0.02715425764048749,0.026805624996240323,0.02715425764048749,0.0005
normal,US,60,expanding,2,34,0.05305423495091596,0.02733433865527627,0.026826903223991394,0.02733433865527627,0.0005
normal,US,60,expanding,2,35,0.05609057102985263,0.02816405872275881,0.027235615454041042,0.02816405872275881,0.0005
normal,US,60,expanding,2,36,0.06063611265972999,0.028064720233473017,0.027504885655183057,0.028064720233473017,0.0005
normal,US,60,expanding,2,37,0.05501594376823243,0.027231095165957307,0.027078628167510034,0.027231095165957307,0.0005
normal,US,60,expanding,2,38,0.05616680493596632,0.02846541799613287,0.02793403949875098,0.02846541799613287,0.0005
normal,US,60,expanding,2,39,0.055232453129354396,0.0293038335007534,0.028395128765931497,0.0293038335007534,0.0005
normal,US,60,expanding,2,40,0.05757403502694911,0.02750398698779061,0.02726335468200537,0.02750398698779061,0.00025
normal,US,60,expanding,2,41,0.052504044504272165,0.02818182031539757,0.027822545256752235,0.02818182031539757,0.00025
normal,US,60,expanding,2,42,0.05435385352042281,0.02862669517603073,0.02815863169156588,0.02862669517603073,0.00025
normal,US,60,expanding,2,43,0.05838766269810263,0.028011651964713998,0.027677730442239687,0.028011651964713998,0.00025
normal,US,60,expanding,3,1,0.49099869435038906,0.05218760733228498,0.04572979014288513,0.05218760733228498,0.001
normal,US,60,expanding,3,2,0.26145296358639675,0.04453106259804296,0.03836776181186476,0.04453106259804296,0.001
normal,US,60,expanding,3,3,0.15632250132472508,0.0544988035813149,0.04557677220916429,0.0544988035813149,0.001
normal,US,60,expanding,3,4,0.12948342319263934,0.05608697898686458,0.046158691447933366,0.05608697898686458,0.001
normal,US,60,expanding,3,5,0.13652476246091294,0.0386933096366176,0.03532087019365103,0.0386933096366176,0.001
normal,US,60,expanding,3,6,0.22781902937493612,0.034861120487853885,0.030608470304147917,0.034861120487853885,0.001
normal,US,60,expanding,3,7,0.11626960031452085,0.05127703931056405,0.042476101285185,0.05127703931056405,0.001
normal,US,60,expanding,3,8,0.10920888306328114,0.034363276592940195,0.032230298617145985,0.034363276592940195,0.001
normal,US,60,expanding,3,9,0.1030149616110148,0.031424229446170765,0.029705364908844973,0.031424229446170765,0.001
normal,US,60,expanding,3,10,0.10371212394115535,0.03288308973217855,0.029587012938229122,0.03288308973217855,0.001
normal,US,60,expanding,3,11,0.08104172336416154,0.03899457187238305,0.033201492792191284,0.03899457187238305,0.001
normal,US,60,expanding,3,12,0.07818779200616915,0.034702423605661815,0.030174456059533825,0.034702423605661815,0.001
normal,US,60,expanding,3,13,0.10326331575663003,0.03450315219396919,0.032038657902873496,0.03450315219396919,0.001
normal,US,60,expanding,3,14,0.10594750703290477,0.03147215273244884,0.029263182577052033,0.03147215273244884,0.001
normal,US,60,expanding,3,15,0.0763291298064503,0.02956307944866991,0.027502090376347703,0.02956307944866991,0.001
normal,US,60,expanding,3,16,0.07283776843780934,0.031928025810756655,0.02872610496745283,0.031928025810756655,0.001
normal,US,60,expanding,3,17,0.07738868051678927,0.03663476576586775,0.03304711958646318,0.03663476576586775,0.001
normal,US,60,expanding,3,18,0.0764854451941624,0.02815426236784313,0.027128796679026537,0.02815426236784313,0.001
normal,US,60,expanding,3,19,0.07247398611200837,0.032818687533447695,0.030292424952066424,0.032818687533447695,0.001
normal,US,60,expanding,3,20,0.07231668091868318,0.02854566820314847,0.02750627868176646,0.02854566820314847,0.001
normal,US,60,expanding,3,21,0.07221142062195153,0.031962432741384286,0.029058163084559867,0.031962432741384286,0.001
normal,US,60,expanding,3,22,0.077546986994294,0.034079235579149485,0.032694789155405975,0.034079235579149485,0.001
normal,US,60,expanding,3,23,0.09576943670967826,0.035074511142110944,0.030469338593017987,0.035074511142110944,0.001
normal,US,60,expanding,3,24,0.12410408323624411,0.03268638588590322,0.030367162769542825,0.03268638588590322,0.001
normal,US,60,expanding,3,25,0.07581153215459892,0.034549430615096965,0.029730054617540674,0.034549430615096965,0.0005
normal,US,60,expanding,3,26,0.05897520521790071,0.029404950743828043,0.02753538936803947,0.029404950743828043,0.0005
normal,US,60,expanding,3,27,0.06120913951775148,0.029106022917798458,0.027288043061289118,0.029106022917798458,0.0005
normal,US,60,expanding,3,28,0.057435799342349665,0.028739546665062243,0.027492945340691743,0.028739546665062243,0.0005
normal,US,60,expanding,4,1,0.48836072530513774,0.05214797705279094,0.045622030747594036,0.05214797705279094,0.001
normal,US,60,expanding,4,2,0.261336639289973,0.0444641934337349,0.038202492938068884,0.0444641934337349,0.001
normal,US,60,expanding,4,3,0.1535921029014712,0.050996218626753076,0.04265903364937795,0.050996218626753076,0.001
normal,US,60,expanding,4,4,0.1264054970144526,0.055356283413820394,0.04631226352582413,0.055356283413820394,0.001
normal,US,60,expanding,4,5,0.128768495554707,0.060988087191539794,0.04762672525281689,0.060988087191539794,0.001
normal,US,60,expanding,4,6,0.15657451952846008,0.03263082734541437,0.029341841821236527,0.03263082734541437,0.001
normal,US,60,expanding,4,7,0.11858080198630526,0.038263613955798054,0.032233642485035234,0.038263613955798054,0.001
normal,US,60,expanding,4,8,0.08930051038706718,0.035347779756608216,0.030704293718752752,0.035347779756608216,0.001
normal,US,60,expanding,4,9,0.09280535691685318,0.04733109224697216,0.03950853109671362,0.04733109224697216,0.001
normal,US,60,expanding,4,10,0.14276798084463163,0.0339128677486771,0.031133167144661848,0.0339128677486771,0.001
normal,US,60,expanding,4,11,0.13696825456035305,0.03338002502516499,0.030078908775582513,0.03338002502516499,0.001
normal,US,60,expanding,4,12,0.0853374755410262,0.034690535579507964,0.029755432725292647,0.034690535579507964,0.001
normal,US,60,expanding,4,13,0.07712922907086914,0.031214156176145414,0.028001450699800094,0.031214156176145414,0.0005
normal,US,60,expanding,4,14,0.07618391433461597,0.030685882333172338,0.027975396940151775,0.030685882333172338,0.0005
normal,US,60,expanding,4,15,0.06794643082583846,0.0295036823273418,0.027535533971602928,0.0295036823273418,0.0005
normal,US,60,expanding,4,16,0.06915245894648626,0.029474789130125325,0.027540879915450688,0.029474789130125325,0.0005
normal,US,60,expanding,4,17,0.06490907755418437,0.03125314368965948,0.028881861389164914,0.03125314368965948,0.0005
normal,US,60,expanding,4,18,0.06622836705793021,0.029325530590888656,0.02759792167381755,0.029325530590888656,0.0005
normal,US,60,expanding,4,19,0.06742133031294194,0.029401266244624757,0.02787860798093529,0.029401266244624757,0.0005
normal,US,60,expanding,4,20,0.06612043052991684,0.02820952443445883,0.02729002068690361,0.02820952443445883,0.0005
normal,US,60,expanding,4,21,0.06572514633419248,0.029975922789526155,0.02824076816099678,0.029975922789526155,0.0005
normal,US,60,expanding,4,22,0.06356099179620875,0.02944974306871953,0.027804161120956843,0.02944974306871953,0.0005
normal,US,60,expanding,4,23,0.06437869672702536,0.030226621286047892,0.028822848782254943,0.030226621286047892,0.0005
normal,US,60,expanding,4,24,0.061137893310542916,0.029963407879899522,0.028215132646630926,0.029963407879899522,0.0005
normal,US,60,expanding,4,25,0.06162440094895763,0.029406433102379198,0.02816791018690673,0.029406433102379198,0.0005
normal,US,60,expanding,4,26,0.06068505818524438,0.03412124041937236,0.031246317536375367,0.03412124041937236,0.0005
normal,US,60,expanding,4,27,0.06180894074875998,0.030131275385235117,0.02878099676759864,0.030131275385235117,0.00025
normal,US,60,expanding,4,28,0.058477368256988196,0.028340765905727972,0.027612362400462193,0.028340765905727972,0.00025
normal,US,60,expanding,4,29,0.05783878230251574,0.028343352965355877,0.027557526793005122,0.028343352965355877,0.00025
normal,US,60,expanding,4,30,0.05792403426189931,0.028333333442248435,0.02749942941414086,0.028333333442248435,0.00025
normal,US,60,expanding,5,1,0.48607064778606096,0.051754940753145136,0.04390601999001377,0.051754940753145136,0.001
normal,US,60,expanding,5,2,0.2594335544804732,0.04521665776837619,0.03740659674421826,0.04521665776837619,0.001
normal,US,60,expanding,5,3,0.1477675954202811,0.046744205577587766,0.03769779694750764,0.046744205577587766,0.001
normal,US,60,expanding,5,4,0.12626265343030293,0.068883721978631,0.0583282280466845,0.068883721978631,0.001
normal,US,60,expanding,5,5,0.12855020116766294,0.06998861862823243,0.05008597245584251,0.06998861862823243,0.001
normal,US,60,expanding,5,6,0.13464167588949202,0.03282869813831714,0.028493940795900296,0.03282869813831714,0.001
normal,US,60,expanding,5,7,0.12375354277094205,0.03729498892691662,0.030548958915914276,0.03729498892691662,0.001
normal,US,60,expanding,5,8,0.0981271669169267,0.03967915962820223,0.03212950631645147,0.03967915962820223,0.001
normal,US,60,expanding,5,9,0.09390026331941287,0.03965171215127511,0.03259416666438201,0.03965171215127511,0.001
normal,US,60,expanding,5,10,0.13589094199736912,0.03246968607429083,0.0290349866113923,0.03246968607429083,0.001
normal,US,60,expanding,5,11,0.13602856284379958,0.03311227888705014,0.028573888682343052,0.03311227888705014,0.001
normal,US,60,expanding,5,12,0.08452448760469755,0.03566728889075213,0.029012203001767566,0.03566728889075213,0.001
normal,US,60,expanding,5,13,0.08339389019211134,0.033246860725355425,0.030459677635045944,0.033246860725355425,0.001
normal,US,60,expanding,5,14,0.09886648020644982,0.03239114129097548,0.028633930646446454,0.03239114129097548,0.001
normal,US,60,expanding,5,15,0.1009642067750295,0.02993649213577932,0.026655403032743975,0.02993649213577932,0.001
normal,US,60,expanding,5,16,0.07808114211757977,0.034497051125532995,0.02879370680335902,0.034497051125532995,0.001
normal,US,60,expanding,5,17,0.08133713034292062,0.03042176662937586,0.027744445831837074,0.03042176662937586,0.001
normal,US,60,expanding,5,18,0.08641684813797473,0.02783595211357611,0.025772668621969357,0.02783595211357611,0.001
normal,US,60,expanding,5,19,0.07149455878635247,0.029185232226936305,0.026606382034535896,0.029185232226936305,0.001
normal,US,60,expanding,5,20,0.06778344235817592,0.0292066880942512,0.026895515383036354,0.0292066880942512,0.001
normal,US,60,expanding,5,21,0.06801020100712776,0.03044862959747366,0.02772260913959861,0.03044862959747366,0.001
normal,US,60,expanding,5,22,0.06739952416718006,0.030338000903635053,0.02679460558385389,0.030338000903635053,0.001
normal,US,60,expanding,5,23,0.07574690296749274,0.036530327211519546,0.03191939657747689,0.036530327211519546,0.001
normal,US,60,expanding,5,24,0.08057952685654163,0.029138767370513463,0.02627844069177718,0.029138767370513463,0.001
normal,US,60,expanding,5,25,0.06512930413087209,0.02821348827895903,0.025620085141482448,0.02821348827895903,0.0005
normal,US,60,expanding,5,26,0.060288867965340616,0.02751486024588523,0.02590792402378609,0.02751486024588523,0.0005
normal,US,60,expanding,5,27,0.060647455563147865,0.02715790125008323,0.025365819460897228,0.02715790125008323,0.0005
normal,US,60,expanding,5,28,0.05653686509033044,0.027679355745687865,0.025946422373534433,0.027679355745687865,0.0005
normal,US,60,expanding,5,29,0.05608773117760817,0.027052448203989464,0.02560278116892636,0.027052448203989464,0.0005
normal,US,60,expanding,5,30,0.060717358489831286,0.027502711771006747,0.025664804336070903,0.027502711771006747,0.0005
normal,US,60,expanding,5,31,0.06432157685359319,0.027600437972465336,0.02565494962987298,0.027600437972465336,0.0005
normal,US,60,expanding,5,32,0.05809717624882857,0.027749250508036737,0.02601090053779501,0.027749250508036737,0.0005
normal,US,60,expanding,5,33,0.06284569943944614,0.02707197723935596,0.025576921350662446,0.02707197723935596,0.0005
normal,US,60,expanding,5,34,0.052534409945209824,0.026835705860098782,0.02549076938934779,0.026835705860098782,0.0005
normal,US,60,expanding,5,35,0.055640655135114986,0.026715139624879564,0.025453335348523745,0.026715139624879564,0.0005
normal,US,60,expanding,5,36,0.05832024882237116,0.026908833932245708,0.025729078092631693,0.026908833932245708,0.0005
normal,US,60,expanding,5,37,0.053623379190762835,0.02664022150475492,0.025649261961925233,0.02664022150475492,0.0005
normal,US,60,expanding,5,38,0.0539878565321366,0.02704390016220489,0.02587432508217787,0.02704390016220489,0.0005
normal,US,60,expanding,5,39,0.05294925959408283,0.02857921866619474,0.02671442505778544,0.02857921866619474,0.0005
normal,US,60,expanding,5,40,0.05557278409600258,0.028674335553466837,0.026644655718998052,0.028674335553466837,0.0005
normal,US,60,expanding,5,41,0.04940371881425381,0.027198282554978456,0.02601044304450597,0.027198282554978456,0.0005
normal,US,60,expanding,5,42,0.05562948433558146,0.02903415805027341,0.026900336817118193,0.02903415805027341,0.0005
normal,US,60,expanding,5,43,0.060123467455307646,0.02632909842615165,0.025280453053449187,0.02632909842615165,0.0005
normal,US,60,expanding,5,44,0.06896820396184922,0.028230196448761066,0.026183767323443817,0.028230196448761066,0.0005
normal,US,60,expanding,5,45,0.06499235921104748,0.02985174302634018,0.027667722463192303,0.02985174302634018,0.0005
normal,US,60,expanding,5,46,0.05289910597602526,0.027232676056007425,0.025802867061023676,0.027232676056007425,0.0005
normal,US,60,expanding,5,47,0.05202564892172813,0.026400642374337622,0.025405087686075155,0.026400642374337622,0.0005
normal,US,60,expanding,5,48,0.05328658827145894,0.028705370777016816,0.026903887880554103,0.028705370777016816,0.0005
normal,US,60,expanding,5,49,0.04927955424288909,0.027083292933231442,0.025837782279206245,0.027083292933231442,0.0005
normal,US,60,expanding,5,50,0.048947481627265615,0.02637474113361693,0.025576436483707905,0.02637474113361693,0.00025
normal,US,60,expanding,5,51,0.05107685739298662,0.026576217100671286,0.025634012067961613,0.026576217100671286,0.00025
normal,US,60,expanding,5,52,0.04528983002404372,0.027693258728970965,0.026576403460671354,0.027693258728970965,0.00025
normal,US,60,expanding,5,53,0.05264196450511614,0.027621106523849158,0.026292301196823274,0.027621106523849158,0.00025
normal,US,60,expanding,6,1,0.48353603600413547,0.053050803663256596,0.04335935671526687,0.053050803663256596,0.001
normal,US,60,expanding,6,2,0.2779510011720537,0.04657718075843083,0.03724295472292075,0.04657718075843083,0.001
normal,US,60,expanding,6,3,0.13143127818582942,0.045513523517124156,0.03525521097830812,0.045513523517124156,0.001
normal,US,60,expanding,6,4,0.11952516478805855,0.038832190551262594,0.03207439997870671,0.038832190551262594,0.001
normal,US,60,expanding,6,5,0.09959378414149904,0.03615211358452092,0.029559571660102757,0.03615211358452092,0.001
normal,US,60,expanding,6,6,0.10662120254694882,0.03531167983539869,0.03059464183292891,0.03531167983539869,0.001
normal,US,60,expanding,6,7,0.12137644898725497,0.11305859917618759,0.05529828562884402,0.11305859917618759,0.001
normal,US,60,expanding,6,8,0.22362789682942705,0.04382179014949284,0.03355855001066636,0.04382179014949284,0.001
normal,US,60,expanding,6,9,0.11992879712044759,0.04004921068448667,0.03520217537879944,0.04004921068448667,0.001
normal,US,60,expanding,6,10,0.09233466975692194,0.033142714609691794,0.02713019276892108,0.033142714609691794,0.001
normal,US,60,expanding,6,11,0.09407356648496298,0.0342924379758807,0.028225471384655264,0.0342924379758807,0.001
normal,US,60,expanding,6,12,0.08094348882275294,0.035036956462023414,0.028013865246360462,0.035036956462023414,0.001
normal,US,60,expanding,6,13,0.08505963045519671,0.03863037397911367,0.030260174696270684,0.03863037397911367,0.001
normal,US,60,expanding,6,14,0.10449040245529008,0.03154091864326607,0.02774001025643788,0.03154091864326607,0.001
normal,US,60,expanding,6,15,0.0900496076959172,0.02860547130266068,0.024893877292542083,0.02860547130266068,0.001
normal,US,60,expanding,6,16,0.07655958240351061,0.03277389368479373,0.02703091958047528,0.03277389368479373,0.001
normal,US,60,expanding,6,17,0.06790685395033827,0.039258102485096494,0.030410122476462135,0.039258102485096494,0.001
normal,US,60,expanding,6,18,0.07984336970246189,0.03040339919484531,0.027242534034150213,0.03040339919484531,0.001
normal,US,60,expanding,6,19,0.07547318971572943,0.0271426980105973,0.0244710184948841,0.0271426980105973,0.001
normal,US,60,expanding,6,20,0.06885058300080069,0.028461556434507543,0.024854998706482855,0.028461556434507543,0.001
normal,US,60,expanding,6,21,0.07617642923591941,0.03403096117316352,0.02779265167541746,0.03403096117316352,0.001
normal,US,60,expanding,6,22,0.07601130848832584,0.0362554878986411,0.032650776484042854,0.0362554878986411,0.001
normal,US,60,expanding,6,23,0.08109957563240461,0.03162852198492526,0.027417666984273864,0.03162852198492526,0.001
normal,US,60,expanding,6,24,0.08810525472600965,0.03099370045174461,0.025797815748343344,0.03099370045174461,0.001
normal,US,60,expanding,6,25,0.0708499086065663,0.031017589893635705,0.025724807873200205,0.031017589893635705,0.001
normal,US,60,expanding,6,26,0.06564482693697171,0.02775100490971611,0.02411130037774941,0.02775100490971611,0.0005
normal,US,60,expanding,6,27,0.05676605780743233,0.02887923848572669,0.02442929003723806,0.02887923848572669,0.0005
normal,US,60,expanding,6,28,0.06368156710752577,0.028556287539220567,0.024489814800707468,0.028556287539220567,0.0005
normal,US,60,expanding,6,29,0.06064088830034742,0.027831685340059177,0.024207048503247865,0.027831685340059177,0.0005
normal,US,60,expanding,7,1,0.48114202859404454,0.052810250611539516,0.04206061224131105,0.052810250611539516,0.001
normal,US,60,expanding,7,2,0.28795846725028834,0.04639758141965432,0.03587561335902069,0.04639758141965432,0.001
normal,US,60,expanding,7,3,0.1289078925853508,0.0436664045671114,0.033265292195376946,0.0436664045671114,0.001
normal,US,60,expanding,7,4,0.11735170271711752,0.0460461759421331,0.035674269191015545,0.0460461759421331,0.001
normal,US,60,expanding,7,5,0.10735192671712873,0.03827679755865921,0.03200756330043077,0.03827679755865921,0.001
normal,US,60,expanding,7,6,0.11026569999307492,0.055429123201278165,0.04190824204516188,0.055429123201278165,0.001
normal,US,60,expanding,7,7,0.1104806633340778,0.03448549804536154,0.028109866293652034,0.03448549804536154,0.001
normal,US,60,expanding,7,8,0.12934550009888887,0.04661478211971883,0.03438948838510246,0.04661478211971883,0.001
