date,RV_target,RV_d,RV_w,RV_m,log_return,neg_return,semivariance,parkinson_rv,hl_range,log_volume,implied_vol,fx_level,fx_change,rate_3y,rate_10y,rate_spread,policy_rate,gold_chg,crb_chg,wti_chg,natgas_chg,corn_chg,spillover_Nikkei,spillover_KOSPI,epu,weekday_sin,weekday_cos,momentum_1w,momentum_1m,momentum_3m,momentum_6m,split
2001-02-20,0.8860684632357282,1.539463237394774,1.007217827478712,0.9014793768173729,-0.01750888566678116,-0.01750888566678116,0.0003065610772924147,0.0001780149415843034,0.02245609645487671,17.91726886632997,24.69,112.82,0.004988419739889505,4.846,5.10071,0.2547100000000002,5.5,-0.008468052347959887,-0.006113806971867364,-0.01989026063100141,-0.05208333333333337,0.001179245283018826,0.005619300656359253,0.002134790434674532,99.18650665092996,0.9510565162951535,0.3090169943749475,-0.0302,-0.0474,-0.0474,-0.1426,train
2001-02-21,1.119386097791553,0.8860684632357282,1.018214031955146,0.8987528686299568,-0.01868092095978631,-0.01868092095978631,0.0003489768079057835,0.0001993404672786806,0.02374787894237889,17.96961184486157,25.75,113.12,0.002659102995922868,4.846,5.13522,0.2892200000000003,5.5,0.006987577639751441,-0.003572611675967674,-0.001749475157452718,-0.02500947328533532,-0.00824499411071844,0.002462471514962369,0.02002705041388564,99.18650665092996,0.5877852522924732,-0.8090169943749473,-0.0461,-0.065,-0.0683,-0.1629,train
2001-02-22,1.864233902624346,1.119386097791553,1.07629442858118,0.8989325183177197,-0.001953678519730555,-0.001953678519730555,3.816859758456574e-06,0.0002328494688883097,0.02523107868648339,18.1274935250172,26.76,113.34,0.001944837340877026,4.801,5.1454,0.3444000000000003,5.5,0.001542020046260806,-0.002230019333653854,0.01016473887136349,-0.0007773027594246695,-0.003562945368171033,0.006782422218173037,-0.02362006972591551,99.18650665092996,-0.587785252292473,-0.8090169943749476,-0.0556,-0.06709999999999999,-0.0526,-0.1637,train
2001-02-23,1.865987771053176,1.864233902624346,1.260829886816927,0.93830547585575,-0.005570955865184289,-0.005570955865184289,3.103554925183123e-05,0.0002844957245769844,0.0277880339685036,18.03997981016665,27.21,112.03,-0.01155814363860952,4.755,5.09868,0.34368,5.5,0.008852963818321902,0.003552425183772634,0.007633587786259444,-0.002139245429793823,-0.00238379022646007,-0.01066241530036034,-0.01888097924633432,99.18650665092996,-0.9510565162951536,0.3090169943749472,-0.0428,-0.0842,-0.0579,-0.1727,train
2001-02-26,1.142813176044974,1.865987771053176,1.455027894419915,0.9832928765516402,0.01733873817457156,0.0,0.0,0.0001546479189158388,0.02049461602177258,17.90179713632802,25.43,112.77,0.006605373560653272,4.687,5.03801,0.3510099999999996,5.5,0.01793208698969861,-0.008617210925009222,-0.02134986225895308,-0.02592087312414737,0.0,0.0009809858160566751,0.0001885288754695058,99.18650665092996,0.0,1.0,-0.026,-0.0644,-0.0552,-0.1585,train
2001-02-27,0.9069119371444876,1.142813176044974,1.375697882149955,0.9954639607475193,-0.007689330289223263,-0.007689330289223263,5.912580029676631e-05,9.509806951872033e-05,0.01629648472900138,17.91054981866084,26.49,112.34,-0.00381307085217697,4.641,4.9476,0.3066000000000004,5.5,0.00599700149925031,0.0005100884153252938,-0.01020408163265318,0.05622248899559823,0.04420549581839905,0.01526457053801709,0.003079979163855733,99.18650665092996,0.9510565162951535,0.3090169943749475,-0.0164,-0.0716,-0.0675,-0.165,train
2001-02-28,1.469713554993285,0.9069119371444876,1.379866576931707,0.9957965347252548,-0.01441247103776273,-0.01441247103776273,0.0002077193214143495,0.00026551475666677,0.02727551333129017,17.9611701874369,28.35,112.01,-0.002937511126936077,4.607,4.89419,0.2871899999999998,5.5,-0.002235469448584104,-0.003512150909193879,-0.02630643441166014,-0.00814548209888244,0.01830663615560635,-0.001691319556611263,-0.01332905905266066,99.18650665092996,0.5877852522924732,-0.8090169943749473,-0.0122,-0.09230000000000001,-0.057,-0.183,train
2001-03-01,1.662012574899179,1.469713554993285,1.449932068372054,1.019796302097046,0.001039832108428326,0.0,0.0,0.0001725893447475298,0.02163982501228612,18.03611985557634,28.08,111.28,-0.006517275243281939,4.607,4.86979,0.2627899999999999,5.5,-0.005974607916355623,0.002248050397672285,0.008397225264695107,-0.009549274255156615,0.006741573033707926,-0.01871879647160111,0.0009172169168652761,99.91059395026132,-0.587785252292473,-0.8090169943749476,-0.009300000000000001,-0.09630000000000001,-0.0563,-0.1838,train
2001-03-02,1.682915293998186,1.662012574899179,1.40948780282702,1.063999275892472,-0.005696041513415418,-0.005696041513415418,3.24448889225518e-05,0.0002311101781638818,0.02533666077881669,18.06178408239721,27.43,111.17,-0.0009884974838245686,4.663,4.93545,0.2724500000000001,5.5,-0.01164537941397437,0.006347454830459398,0.007965242577842035,0.01619745468569223,-0.005580357142857095,-0.01364415135317121,0.0,99.91059395026132,-0.9510565162951536,0.3090169943749472,-0.009399999999999999,-0.08539999999999999,-0.0616,-0.1885,train
2001-03-05,0.8974801883034087,1.682915293998186,1.372873307416022,1.107048932201949,0.005841048441778463,0.0,0.0,1.703447870672701e-05,0.006855108304266914,17.63833077574272,27.12,111.54,0.003328236034901622,4.68,4.97751,0.2975099999999999,5.5,0.001520334473584128,0.008838584391828608,0.02729885057471271,0.01252371916508555,-0.001122334455667784,-0.01708299434857254,-0.03281058069281894,99.91059395026132,0.0,1.0,-0.0207,-0.0834,-0.09820000000000001,-0.1763,train
