model,regime,country,feature_set,L,protocol,phase,RMSE,MAE,QLIKE,RMSE_CV,tuning_val_qlike,tuning_val_mse,tuning_best_epoch,final_epochs,n_features,is_best_L,best_val_loss,epochs_used,n_refits
LSTM,gfc,KR,extended,22,static,Full Test,0.3824374062037797,0.2106432751545694,0.0154661834959197,0.2602233946442088,0.0137880056519711,0.0166773333424522,31.0,31.0,28,True,,,
LSTM,gfc,KR,extended,22,static,Pre-Lehman,0.174456200951287,0.1370679524811831,0.0120414479797433,0.1526798651826387,0.0137880056519711,0.0166773333424522,31.0,31.0,28,True,,,
LSTM,gfc,KR,extended,22,static,Lehman Crisis,0.6726630501126306,0.397141573792797,0.0235538856059709,0.2888640560982999,0.0137880056519711,0.0166773333424522,31.0,31.0,28,True,,,
LSTM,gfc,KR,extended,22,static,Recovery,0.3045175460199151,0.1884734563529491,0.0153093512204503,0.2295182307713131,0.0137880056519711,0.0166773333424522,31.0,31.0,28,True,,,
LSTM,gfc,JP,extended,60,static,Full Test,0.4406391117741883,0.2492373100458047,0.0268039109052001,0.3241041836220231,0.0127185619749584,0.0148357854975078,27.0,27.0,28,True,,,
LSTM,gfc,JP,extended,60,static,Pre-Lehman,0.214631474785063,0.1518685234582811,0.0171964472870358,0.1993739386795567,0.0127185619749584,0.0148357854975078,27.0,27.0,28,True,,,
LSTM,gfc,JP,extended,60,static,Lehman Crisis,0.8056164393693734,0.5350884586049799,0.0565157385717473,0.3786966784142038,0.0127185619749584,0.0148357854975078,27.0,27.0,28,True,,,
LSTM,gfc,JP,extended,60,static,Recovery,0.2313063064858284,0.1763038418509743,0.0173768858174743,0.1863824242038275,0.0127185619749584,0.0148357854975078,27.0,27.0,28,True,,,
LSTM,covid,US,extended,252,static,Full Test,0.4518284672544328,0.2287977139555639,0.0332972080122934,0.3940989216833726,0.0174929685663886,0.0115271534501429,37.0,37.0,28,True,,,
LSTM,covid,US,extended,252,static,Pre-crash,0.0852003601863434,0.071046461377825,0.0214002903928356,0.1768668447810569,0.0174929685663886,0.0115271534501429,37.0,37.0,28,True,,,
LSTM,covid,US,extended,252,static,Crash,1.38289913349444,0.981658418973287,0.0766536300490614,0.3850132943680084,0.0174929685663886,0.0115271534501429,37.0,37.0,28,True,,,
LSTM,covid,US,extended,252,static,Recovery,0.2306497186138957,0.1752103130954007,0.0307238082930688,0.2306019309796448,0.0174929685663886,0.0115271534501429,37.0,37.0,28,True,,,
LSTM,covid,KR,extended,22,static,Full Test,0.2935736775899547,0.1936821002633341,0.0355468053349724,0.2878806570945429,0.0127858799227703,0.0100583300488639,18.0,18.0,28,True,,,
LSTM,covid,KR,extended,22,static,Pre-crash,0.1288841105267804,0.0949999596391405,0.0127622444556914,0.1653057394038335,0.0127858799227703,0.0100583300488639,18.0,18.0,28,True,,,
LSTM,covid,KR,extended,22,static,Crash,0.5147124526028637,0.3086072745777312,0.0208025254471683,0.2619686739572935,0.0127858799227703,0.0100583300488639,18.0,18.0,28,True,,,
LSTM,covid,KR,extended,22,static,Recovery,0.2816350046381133,0.1991010912073155,0.0413128965246532,0.2933135353978143,0.0127858799227703,0.0100583300488639,18.0,18.0,28,True,,,
LSTM,covid,JP,extended,252,static,Full Test,0.2709650796021235,0.14396345584082,0.020328788655168,0.3113177599214601,0.0194770330610096,0.0117461615783711,10.0,10.0,28,True,,,
LSTM,covid,JP,extended,252,static,Pre-crash,0.1147396798774676,0.0931396741758693,0.0195359416503731,0.2137922423340862,0.0194770330610096,0.0117461615783711,10.0,10.0,28,True,,,
LSTM,covid,JP,extended,252,static,Crash,0.7398597837625894,0.3948381229450828,0.026777946684047,0.3232209227169506,0.0194770330610096,0.0117461615783711,10.0,10.0,28,True,,,
LSTM,covid,JP,extended,252,static,Recovery,0.1889351142966686,0.1273535962707253,0.0198106700993053,0.2407829651262666,0.0194770330610096,0.0117461615783711,10.0,10.0,28,True,,,
LSTM,normal,US,extended,60,expanding,Full Test,0.16343459191796933,0.09665200635096363,0.021248584158359323,0.27933742253676536,,,,,28,True,0.017622953700332938,37.0,76.0
LSTM,normal,KR,extended,22,expanding,Full Test,0.1068349024043336,0.07864801312907267,0.017355878407906006,0.20096416358140085,,,,,28,True,0.015660022532950946,19.0,74.0
LSTM,normal,JP,extended,252,expanding,Full Test,0.17744330344134576,0.10705159698447136,0.019093646218228438,0.2607386214145431,,,,,28,True,0.016725275451456415,29.0,73.0
LSTM,911,US,extended,60,expanding,Full Test,0.3224214307621317,0.20742750234074062,0.033205705178345944,0.306193391884761,,,,,28,True,0.022935517139971197,27.0,7.0
LSTM,911,US,extended,60,expanding,Shock,0.5923338473540501,0.39923073053359986,0.053900488285646996,0.3758668918399786,,,,,28,True,0.022935517139971197,27.0,7.0
LSTM,911,US,extended,60,expanding,Recovery,0.21872603243146713,0.16383585956963626,0.02850234538123206,0.23414316731839482,,,,,28,True,0.022935517139971197,27.0,7.0
LSTM,911,KR,extended,22,expanding,Full Test,0.4381323945704592,0.2637512569918352,0.03312201762755261,0.3104580192705596,,,,,28,True,0.03873956301268553,17.0,7.0
LSTM,911,KR,extended,22,expanding,Shock,0.6783731292286229,0.2864795481717145,0.04312413118240763,0.495307028236182,,,,,28,True,0.03873956301268553,17.0,7.0
LSTM,911,KR,extended,22,expanding,Recovery,0.3542847372076415,0.2581213133050761,0.030644429866258257,0.24922237873400638,,,,,28,True,0.03873956301268553,17.0,7.0
LSTM,911,JP,extended,22,expanding,Full Test,0.2538537643102422,0.2066384105754078,0.01629428123574078,0.18489501649344828,,,,,28,True,0.011642538381331672,44.0,7.0
LSTM,911,JP,extended,22,expanding,Shock,0.34539875300464035,0.26834680352892193,0.018489692596721802,0.19960654479161807,,,,,28,True,0.011642538381331672,44.0,7.0
LSTM,911,JP,extended,22,expanding,Recovery,0.22318777522174427,0.19018283912113734,0.01570883820614584,0.17468680633475336,,,,,28,True,0.011642538381331672,44.0,7.0
LSTM,gfc,US,extended,252,expanding,Full Test,0.5447938082292021,0.2972986599426585,0.02503704854095989,0.3370359861249541,,,,,28,True,0.025727834988516593,59.0,25.0
LSTM,gfc,US,extended,252,expanding,Pre-Lehman,0.24757920944880793,0.17522601820133601,0.017294035902647113,0.2220801615127328,,,,,28,True,0.025727834988516593,59.0,25.0
LSTM,gfc,US,extended,252,expanding,Lehman Crisis,1.0013307881650189,0.6483823617299398,0.050411427396079594,0.3540595182022941,,,,,28,True,0.025727834988516593,59.0,25.0
LSTM,gfc,US,extended,252,expanding,Recovery,0.26665341486462035,0.20250507742166518,0.014366387466311822,0.16948810336545747,,,,,28,True,0.025727834988516593,59.0,25.0
LSTM,gfc,KR,extended,22,expanding,Full Test,0.3696081377976492,0.20021608459269016,0.014020283439229864,0.2514939248766357,,,,,28,True,0.015896171833169336,38.0,24.0
LSTM,gfc,KR,extended,22,expanding,Pre-Lehman,0.1682998305173087,0.1300501425699754,0.011352814075993962,0.14729195805896678,,,,,28,True,0.015896171833169336,38.0,24.0
LSTM,gfc,KR,extended,22,expanding,Lehman Crisis,0.6596324256965564,0.3957767244112694,0.023389659363388562,0.28326826928989635,,,,,28,True,0.015896171833169336,38.0,24.0
LSTM,gfc,KR,extended,22,expanding,Recovery,0.2618138984205596,0.15295956656336784,0.009369879887219195,0.1973320209039686,,,,,28,True,0.015896171833169336,38.0,24.0
LSTM,gfc,JP,extended,60,expanding,Full Test,0.38328733346601757,0.2104911548204911,0.017951601252411693,0.2819201132770225,,,,,28,True,0.016763747815903868,37.0,24.0
LSTM,gfc,JP,extended,60,expanding,Pre-Lehman,0.1927695736388591,0.14124104843242935,0.013511466343444018,0.17906613739874877,,,,,28,True,0.016763747815903868,37.0,24.0
LSTM,gfc,JP,extended,60,expanding,Lehman Crisis,0.6999957536921935,0.4296109739102815,0.034062625695701516,0.3290474894414852,,,,,28,True,0.016763747815903868,37.0,24.0
LSTM,gfc,JP,extended,60,expanding,Recovery,0.18378502003128852,0.1352005066809716,0.01007186856733384,0.14809063395718197,,,,,28,True,0.016763747815903868,37.0,24.0
LSTM,covid,US,extended,252,expanding,Full Test,0.4486705987160087,0.21393309803980012,0.025381665402495684,0.3913445299705769,,,,,28,True,0.020329628824447134,35.0,13.0
LSTM,covid,US,extended,252,expanding,Pre-crash,0.09522495705914365,0.07305780862058912,0.01910830334788068,0.1976768368423161,,,,,28,True,0.020329628824447134,35.0,13.0
LSTM,covid,US,extended,252,expanding,Crash,1.4004474655283916,0.9771245434170678,0.08122302213925717,0.38989892988792,,,,,28,True,0.020329628824447134,35.0,13.0
LSTM,covid,US,extended,252,expanding,Recovery,0.2094142128988447,0.15613942500203848,0.02041759863395159,0.2093708249863292,,,,,28,True,0.020329628824447134,35.0,13.0
LSTM,covid,KR,extended,22,expanding,Full Test,0.29371279760913976,0.18743611992366851,0.033644035492050854,0.288017079279484,,,,,28,True,0.021132376748238535,21.0,13.0
LSTM,covid,KR,extended,22,expanding,Pre-crash,0.1435973066633343,0.1012359048639025,0.014946910121294017,0.18417676824055965,,,,,28,True,0.021132376748238535,21.0,13.0
LSTM,covid,KR,extended,22,expanding,Crash,0.526746582874988,0.32751060667492093,0.021668707687737036,0.26809357949178264,,,,,28,True,0.021132376748238535,21.0,13.0
LSTM,covid,KR,extended,22,expanding,Recovery,0.27806867139396335,0.18782905380552015,0.03836216711635856,0.2895993173673089,,,,,28,True,0.021132376748238535,21.0,13.0
LSTM,covid,JP,extended,252,expanding,Full Test,0.2609617445722336,0.1427178848065248,0.020158538359864437,0.2998247075406071,,,,,28,True,0.01820606424506897,20.0,12.0
LSTM,covid,JP,extended,252,expanding,Pre-crash,0.1186283680666228,0.10101944433920311,0.022503950302363556,0.22103796036803383,,,,,28,True,0.01820606424506897,20.0,12.0
LSTM,covid,JP,extended,252,expanding,Crash,0.6929514183908186,0.38112766178030716,0.023066307646947923,0.30272816791211205,,,,,28,True,0.01820606424506897,20.0,12.0
LSTM,covid,JP,extended,252,expanding,Recovery,0.18865960685053434,0.12576230831684604,0.019445386690202834,0.24043185252318314,,,,,28,True,0.01820606424506897,20.0,12.0
