ensemble_method,models,n_models,regime,country,feature_set,protocol,member_Ls,phase,RMSE,MAE,QLIKE,RMSE_CV,n_obs
equal_weight,LSTM+TCN+TST,3,covid,US,momentum,static,LSTM:L60|TCN:L22|TST:L22,Recovery,0.196415911923873,0.14205293159722224,0.016377530262786568,0.19637521678086325,192
equal_weight,1DCNN+TCN+TST,3,covid,US,momentum,static,1DCNN:L22|TCN:L22|TST:L22,Full Test,0.3817592144379605,0.1943520373521505,0.020619522361264193,0.33298232708243014,248
equal_weight,1DCNN+TCN+TST,3,covid,US,momentum,static,1DCNN:L22|TCN:L22|TST:L22,Pre-crash,0.08790784097005618,0.06818884133333333,0.017365798332698704,0.1824872860397137,35
equal_weight,1DCNN+TCN+TST,3,covid,US,momentum,static,1DCNN:L22|TCN:L22|TST:L22,Crash,1.1518234284620485,0.8343714603174602,0.05355055771553503,0.3206794482519104,21
equal_weight,1DCNN+TCN+TST,3,covid,US,momentum,static,1DCNN:L22|TCN:L22|TST:L22,Recovery,0.20428266570413015,0.1473484122395833,0.017610817145431404,0.20424034065920982,192
equal_weight,LSTM+1DCNN+TCN+TST,4,covid,US,momentum,static,LSTM:L60|1DCNN:L22|TCN:L22|TST:L22,Full Test,0.3819851435854802,0.19007927261088706,0.019991071556104145,0.333179389551263,248
equal_weight,LSTM+1DCNN+TCN+TST,4,covid,US,momentum,static,LSTM:L60|1DCNN:L22|TCN:L22|TST:L22,Pre-crash,0.08748014107022341,0.06811065749999999,0.017748613212831835,0.1815994267418551,35
equal_weight,LSTM+1DCNN+TCN+TST,4,covid,US,momentum,static,LSTM:L60|1DCNN:L22|TCN:L22|TST:L22,Crash,1.1677759122399827,0.8374146749999999,0.05283938699000586,0.32512078324280047,21
equal_weight,LSTM+1DCNN+TCN+TST,4,covid,US,momentum,static,LSTM:L60|1DCNN:L22|TCN:L22|TST:L22,Recovery,0.1947324265570932,0.14151082510416665,0.016807068524346828,0.19469208021310427,192
equal_weight,LSTM+1DCNN,2,gfc,JP,core,expanding,LSTM:L252|1DCNN:L60,Full Test,0.27780406118447304,0.17730322098120666,0.013471720218881315,0.20433378710879652,468
equal_weight,LSTM+1DCNN,2,gfc,JP,core,expanding,LSTM:L252|1DCNN:L60,Pre-Lehman,0.191160147351698,0.13917353297398838,0.013638856098427247,0.177571120611453,277
equal_weight,LSTM+1DCNN,2,gfc,JP,core,expanding,LSTM:L252|1DCNN:L60,Lehman Crisis,0.45704373847846896,0.3006548107716075,0.01597801865326469,0.21484286714319265,114
equal_weight,LSTM+1DCNN,2,gfc,JP,core,expanding,LSTM:L252|1DCNN:L60,Recovery,0.1683538169476093,0.13184662801878796,0.009159841515583557,0.1356564505455251,77
equal_weight,LSTM+TCN,2,gfc,JP,core,expanding,LSTM:L252|TCN:L252,Full Test,0.26359251517766663,0.17279362372862986,0.012813917627584001,0.19388073972043116,468
equal_weight,LSTM+TCN,2,gfc,JP,core,expanding,LSTM:L252|TCN:L252,Pre-Lehman,0.1865542272125735,0.13818337362165486,0.013216834397004686,0.17329262212794608,277
equal_weight,LSTM+TCN,2,gfc,JP,core,expanding,LSTM:L252|TCN:L252,Lehman Crisis,0.42871406346227686,0.2923944812071951,0.015010723690217028,0.20152591715942145,114
equal_weight,LSTM+TCN,2,gfc,JP,core,expanding,LSTM:L252|TCN:L252,Recovery,0.15807742672360428,0.12022922797636552,0.008112049624081482,0.1273759217907593,77
equal_weight,LSTM+TST,2,gfc,JP,core,expanding,LSTM:L252|TST:L252,Full Test,0.40008224022617317,0.21166040308933684,0.018446518550982515,0.2942733052635244,468
equal_weight,LSTM+TST,2,gfc,JP,core,expanding,LSTM:L252|TST:L252,Pre-Lehman,0.1887935134930091,0.14108977613403845,0.01317625592263726,0.17537272396766287,277
equal_weight,LSTM+TST,2,gfc,JP,core,expanding,LSTM:L252|TST:L252,Lehman Crisis,0.7422907613945536,0.4376209755701567,0.03760112974252337,0.3489291330471257,114
equal_weight,LSTM+TST,2,gfc,JP,core,expanding,LSTM:L252|TST:L252,Recovery,0.1699575953347934,0.13099233041146913,0.009047000008332891,0.1369487460658264,77
equal_weight,1DCNN+TCN,2,gfc,JP,core,expanding,1DCNN:L60|TCN:L252,Full Test,0.31254932452828726,0.18781246143019098,0.013685104425813673,0.2298900414445442,468
equal_weight,1DCNN+TCN,2,gfc,JP,core,expanding,1DCNN:L60|TCN:L252,Pre-Lehman,0.19054935750100752,0.1392211895772266,0.013694651062795491,0.17700375005986166,277
equal_weight,1DCNN+TCN,2,gfc,JP,core,expanding,1DCNN:L60|TCN:L252,Lehman Crisis,0.5430438720081031,0.3457613367783396,0.01685159252971308,0.2552690095594823,114
equal_weight,1DCNN+TCN,2,gfc,JP,core,expanding,1DCNN:L60|TCN:L252,Recovery,0.16283713663560084,0.12876844212606356,0.00896271400648254,0.13121120966242508,77
equal_weight,1DCNN+TST,2,gfc,JP,core,expanding,1DCNN:L60|TST:L252,Full Test,0.29057679289533594,0.18461721494938188,0.014027366448778866,0.21372854048668957,468
equal_weight,1DCNN+TST,2,gfc,JP,core,expanding,1DCNN:L60|TST:L252,Pre-Lehman,0.19238366473138116,0.14198432169390626,0.013591002344331088,0.17870766164894344,277
equal_weight,1DCNN+TST,2,gfc,JP,core,expanding,1DCNN:L60|TST:L252,Lehman Crisis,0.48657164288554805,0.3182490700636948,0.017817734311124035,0.22872306964780664,114
equal_weight,1DCNN+TST,2,gfc,JP,core,expanding,1DCNN:L60|TST:L252,Recovery,0.17183569927554637,0.1401403311667207,0.009985430352995555,0.13846208813895206,77
equal_weight,TCN+TST,2,gfc,JP,core,expanding,TCN:L252|TST:L252,Full Test,0.2698804398527467,0.17944023090567565,0.013169747102766263,0.19850570976743406,468
equal_weight,TCN+TST,2,gfc,JP,core,expanding,TCN:L252|TST:L252,Pre-Lehman,0.18733763046952198,0.14076869754297056,0.013201373528865907,0.17402033549369836,277
equal_weight,TCN+TST,2,gfc,JP,core,expanding,TCN:L252|TST:L252,Lehman Crisis,0.44232114162638314,0.308921895037534,0.015980528312518706,0.20792220582962678,114
equal_weight,TCN+TST,2,gfc,JP,core,expanding,TCN:L252|TST:L252,Recovery,0.16363159071993713,0.1268571793529154,0.00889455777885224,0.13185136634646388,77
equal_weight,LSTM+1DCNN+TCN,3,gfc,JP,core,expanding,LSTM:L252|1DCNN:L60|TCN:L252,Full Test,0.25987762571639117,0.17180572441670292,0.012723963440415039,0.19114831950642674,468
equal_weight,LSTM+1DCNN+TCN,3,gfc,JP,core,expanding,LSTM:L252|1DCNN:L60|TCN:L252,Pre-Lehman,0.1880694620789454,0.13783787870521866,0.013310629226560431,0.1747001432924709,277
equal_weight,LSTM+1DCNN+TCN,3,gfc,JP,core,expanding,LSTM:L252|1DCNN:L60|TCN:L252,Lehman Crisis,0.4168526624288794,0.2858332200357091,0.014144639091024633,0.195950220148816,114
equal_weight,LSTM+1DCNN+TCN,3,gfc,JP,core,expanding,LSTM:L252|1DCNN:L60|TCN:L252,Recovery,0.16117111355583116,0.12518181222857855,0.008510152441301181,0.12986875849840537,77
equal_weight,LSTM+1DCNN+TST,3,gfc,JP,core,expanding,LSTM:L252|1DCNN:L60|TST:L252,Full Test,0.311252022197967,0.18636130841154427,0.01414516685563736,0.22893583401845702,468
equal_weight,LSTM+1DCNN+TST,3,gfc,JP,core,expanding,LSTM:L252|1DCNN:L60|TST:L252,Pre-Lehman,0.1893211124215725,0.13932001817968007,0.01324798859578612,0.17586281740123846,277
equal_weight,LSTM+1DCNN+TST,3,gfc,JP,core,expanding,LSTM:L252|1DCNN:L60|TST:L252,Lehman Crisis,0.5401549900336866,0.33768692289629937,0.01975123207776572,0.25391103080609617,114
equal_weight,LSTM+1DCNN+TST,3,gfc,JP,core,expanding,LSTM:L252|1DCNN:L60|TST:L252,Recovery,0.16705887086753143,0.13154724793056138,0.009072789487535546,0.13461300649384747,77
equal_weight,LSTM+TCN+TST,3,gfc,JP,core,expanding,LSTM:L252|TCN:L252|TST:L252,Full Test,0.2872651755393662,0.17975378565655667,0.013246880021954545,0.21129273982590951,468
equal_weight,LSTM+TCN+TST,3,gfc,JP,core,expanding,LSTM:L252|TCN:L252|TST:L252,Pre-Lehman,0.18619241405960177,0.13858713178884183,0.012974169102367481,0.17295652923455157,277
equal_weight,LSTM+TCN+TST,3,gfc,JP,core,expanding,LSTM:L252|TCN:L252|TST:L252,Lehman Crisis,0.4868915871732799,0.31781972791342045,0.017212280543866802,0.22887346608104786,114
equal_weight,LSTM+TCN+TST,3,gfc,JP,core,expanding,LSTM:L252|TCN:L252|TST:L252,Recovery,0.16083388870933588,0.12343749609908328,0.008357078271663878,0.12959702883678714,77
equal_weight,1DCNN+TCN+TST,3,gfc,JP,core,expanding,1DCNN:L60|TCN:L252|TST:L252,Full Test,0.26068721183268295,0.174364062817529,0.012821698020467547,0.19174379603195799,468
equal_weight,1DCNN+TCN+TST,3,gfc,JP,core,expanding,1DCNN:L60|TCN:L252|TST:L252,Pre-Lehman,0.18838555763529333,0.13942252352527199,0.01322275167501615,0.17499376852209442,277
equal_weight,1DCNN+TCN+TST,3,gfc,JP,core,expanding,1DCNN:L60|TCN:L252|TST:L252,Lehman Crisis,0.4182636850913008,0.29010060572122054,0.014505690964489103,0.1966135005503982,114
equal_weight,1DCNN+TCN+TST,3,gfc,JP,core,expanding,1DCNN:L60|TCN:L252|TST:L252,Recovery,0.16237286506431814,0.12871264064784527,0.008885762203215332,0.13083710805551585,77
equal_weight,LSTM+1DCNN+TCN+TST,4,gfc,JP,core,expanding,LSTM:L252|1DCNN:L60|TCN:L252|TST:L252,Full Test,0.26698011148845,0.17390199119878588,0.012782675437321284,0.19637242533664145,468
equal_weight,LSTM+1DCNN+TCN+TST,4,gfc,JP,core,expanding,LSTM:L252|1DCNN:L60|TCN:L252|TST:L252,Pre-Lehman,0.18725171021484024,0.1380255030920545,0.013074088134786933,0.17394052306355312,277
equal_weight,LSTM+1DCNN+TCN+TST,4,gfc,JP,core,expanding,LSTM:L252|1DCNN:L60|TCN:L252|TST:L252,Lehman Crisis,0.4356948254085799,0.2934455003139262,0.014937260770191038,0.20480736876924038,114
equal_weight,LSTM+1DCNN+TCN+TST,4,gfc,JP,core,expanding,LSTM:L252|1DCNN:L60|TCN:L252|TST:L252,Recovery,0.16137223087839758,0.12597766868500154,0.008544441084787045,0.13003081518721255,77
equal_weight,LSTM+1DCNN,2,gfc,JP,core,static,LSTM:L252|1DCNN:L60,Full Test,0.3339683128020079,0.20358630599358976,0.016933055096049372,0.24564439347017455,468
equal_weight,LSTM+1DCNN,2,gfc,JP,core,static,LSTM:L252|1DCNN:L60,Pre-Lehman,0.1960974135057025,0.14095337842960293,0.013979703779785885,0.1821574104963372,277
equal_weight,LSTM+1DCNN,2,gfc,JP,core,static,LSTM:L252|1DCNN:L60,Lehman Crisis,0.5799842736065177,0.3866391099122807,0.026847482297489334,0.2726336100253764,114
equal_weight,LSTM+1DCNN,2,gfc,JP,core,static,LSTM:L252|1DCNN:L60,Recovery,0.2038260572644837,0.1578889201298701,0.012878946182293929,0.16423933790298748,77
equal_weight,LSTM+TCN,2,gfc,JP,core,static,LSTM:L252|TCN:L252,Full Test,0.26927547326615314,0.17840419342948716,0.014321257653890914,0.19806073741514768,468
equal_weight,LSTM+TCN,2,gfc,JP,core,static,LSTM:L252|TCN:L252,Pre-Lehman,0.19703113093054284,0.14337000258122745,0.01489619675764887,0.1830247526259634,277
equal_weight,LSTM+TCN,2,gfc,JP,core,static,LSTM:L252|TCN:L252,Lehman Crisis,0.4269455261212373,0.2921793685087719,0.01568427920912484,0.20069457978025507,114
equal_weight,LSTM+TCN,2,gfc,JP,core,static,LSTM:L252|TCN:L252,Recovery,0.17657085182439877,0.1359899194805195,0.010234990263791932,0.14227758798756363,77
equal_weight,LSTM+TST,2,gfc,JP,core,static,LSTM:L252|TST:L252,Full Test,0.4082564280433683,0.21048339771367522,0.018929717456538278,0.30028568221221447,468
equal_weight,LSTM+TST,2,gfc,JP,core,static,LSTM:L252|TST:L252,Pre-Lehman,0.18983152754039403,0.14013542846570398,0.013171536042125044,0.17633694840302797,277
equal_weight,LSTM+TST,2,gfc,JP,core,static,LSTM:L252|TST:L252,Lehman Crisis,0.7605117191682674,0.43738639684210545,0.03983613182942439,0.35749427165350633,114
equal_weight,LSTM+TST,2,gfc,JP,core,static,LSTM:L252|TST:L252,Recovery,0.1645945260337824,0.1276190546103896,0.008691860486193467,0.13262728201216542,77
equal_weight,1DCNN+TCN,2,gfc,JP,core,static,1DCNN:L60|TCN:L252,Full Test,0.30105535252373117,0.1970342519871795,0.016155269155003763,0.22143585674693658,468
equal_weight,1DCNN+TCN,2,gfc,JP,core,static,1DCNN:L60|TCN:L252,Pre-Lehman,0.20243820995375378,0.1445271033935018,0.0149568093482597,0.18804745790090335,277
equal_weight,1DCNN+TCN,2,gfc,JP,core,static,1DCNN:L60|TCN:L252,Lehman Crisis,0.494066899037927,0.3502785456140351,0.02110648705037129,0.2322463701319909,114
equal_weight,1DCNN+TCN,2,gfc,JP,core,static,1DCNN:L60|TCN:L252,Recovery,0.20504748764636885,0.15904244272727272,0.01313623703027917,0.16522354433815933,77
equal_weight,1DCNN+TST,2,gfc,JP,core,static,1DCNN:L60|TST:L252,Full Test,0.3429087618650713,0.2011255963568376,0.016167268525098713,0.25222038018286963,468
equal_weight,1DCNN+TST,2,gfc,JP,core,static,1DCNN:L60|TST:L252,Pre-Lehman,0.18965406779184957,0.13785683844765342,0.013025200267850116,0.17617210375931597,277
equal_weight,1DCNN+TST,2,gfc,JP,core,static,1DCNN:L60|TST:L252,Lehman Crisis,0.610920081887383,0.394644942368421,0.02779897027277176,0.28717562689459114,114
equal_weight,1DCNN+TST,2,gfc,JP,core,static,1DCNN:L60|TST:L252,Recovery,0.18089468326173228,0.14221962876623376,0.01024959200591862,0.14576165289075851,77
equal_weight,TCN+TST,2,gfc,JP,core,static,TCN:L252|TST:L252,Full Test,0.2682756406695478,0.17669373795940171,0.013019793293399948,0.19732532850852355,468
equal_weight,TCN+TST,2,gfc,JP,core,static,TCN:L252|TST:L252,Pre-Lehman,0.18898847712807804,0.1384072636462094,0.013197369978670942,0.17555382802790437,277
equal_weight,TCN+TST,2,gfc,JP,core,static,TCN:L252|TST:L252,Lehman Crisis,0.43724732970134544,0.30358015710526315,0.015621880640431936,0.20553715573900028,114
equal_weight,TCN+TST,2,gfc,JP,core,static,TCN:L252|TST:L252,Recovery,0.16093013042264423,0.12656778474025976,0.008528537457273814,0.12967457853025974,77
equal_weight,LSTM+1DCNN+TCN,3,gfc,JP,core,static,LSTM:L252|1DCNN:L60|TCN:L252,Full Test,0.2785542988268013,0.18361409611823365,0.014837216233129407,0.2048856108824465,468
equal_weight,LSTM+1DCNN+TCN,3,gfc,JP,core,static,LSTM:L252|1DCNN:L60|TCN:L252,Pre-Lehman,0.19683734224226956,0.14141621531889292,0.014351804975361229,0.18284473982004074,277
equal_weight,LSTM+1DCNN+TCN,3,gfc,JP,core,static,LSTM:L252|1DCNN:L60|TCN:L252,Lehman Crisis,0.44670415988214907,0.30946298812865497,0.018163744778488627,0.20998253446549073,114
equal_weight,LSTM+1DCNN+TCN,3,gfc,JP,core,static,LSTM:L252|1DCNN:L60|TCN:L252,Recovery,0.19180805673685464,0.14909512588744586,0.011658445638724653,0.15455545118081868,77
equal_weight,LSTM+1DCNN+TST,3,gfc,JP,core,static,LSTM:L252|1DCNN:L60|TST:L252,Full Test,0.35314377239375955,0.2005751242877493,0.016113127293546525,0.2597485583276357,468
equal_weight,LSTM+1DCNN+TST,3,gfc,JP,core,static,LSTM:L252|1DCNN:L60|TST:L252,Pre-Lehman,0.18885571118923483,0.13743714545126354,0.013004188611007992,0.1754305000390776,277
equal_weight,LSTM+1DCNN+TST,3,gfc,JP,core,static,LSTM:L252|1DCNN:L60|TST:L252,Lehman Crisis,0.6359167263783148,0.3966710780701755,0.02799718595239421,0.29892581691906606,114
equal_weight,LSTM+1DCNN+TST,3,gfc,JP,core,static,LSTM:L252|1DCNN:L60|TST:L252,Recovery,0.17597376246863677,0.13738397372294373,0.00970265103321585,0.1417964642206842,77
equal_weight,LSTM+TCN+TST,3,gfc,JP,core,static,LSTM:L252|TCN:L252|TST:L252,Full Test,0.29265641621513144,0.1812837323931624,0.013608202362603685,0.2152581700136933,468
equal_weight,LSTM+TCN+TST,3,gfc,JP,core,static,LSTM:L252|TCN:L252|TST:L252,Pre-Lehman,0.18940179368157495,0.13845958403128758,0.01328901281494145,0.1759377630923925,277
equal_weight,LSTM+TCN+TST,3,gfc,JP,core,static,LSTM:L252|TCN:L252|TST:L252,Lehman Crisis,0.4963262388773264,0.3221514361403509,0.017746788625589767,0.23330841957836523,114
equal_weight,LSTM+TCN+TST,3,gfc,JP,core,static,LSTM:L252|TCN:L252|TST:L252,Recovery,0.16370698874017534,0.12678205536796536,0.008629198086266342,0.13191212056802737,77
equal_weight,1DCNN+TCN+TST,3,gfc,JP,core,static,1DCNN:L60|TCN:L252|TST:L252,Full Test,0.2751812531715265,0.17936954486467238,0.013664538905160254,0.20240462774010745,468
equal_weight,1DCNN+TCN+TST,3,gfc,JP,core,static,1DCNN:L60|TCN:L252|TST:L252,Pre-Lehman,0.19025596650462478,0.13731636813477738,0.013192677615936694,0.17673121521795346,277
equal_weight,1DCNN+TCN+TST,3,gfc,JP,core,static,1DCNN:L60|TCN:L252|TST:L252,Lehman Crisis,0.4496226261969531,0.31072800947368423,0.01749797783411747,0.21135441995161736,114
equal_weight,1DCNN+TCN+TST,3,gfc,JP,core,static,1DCNN:L60|TCN:L252|TST:L252,Recovery,0.1752997831457022,0.13617298627705626,0.009686532920923939,0.14125338391365827,77
equal_weight,LSTM+1DCNN+TCN+TST,4,gfc,JP,core,static,LSTM:L252|1DCNN:L60|TCN:L252|TST:L252,Full Test,0.2894865940028585,0.18186420738247863,0.013893375698202723,0.21292666422438897,468
equal_weight,LSTM+1DCNN+TCN+TST,4,gfc,JP,core,static,LSTM:L252|1DCNN:L60|TCN:L252|TST:L252,Pre-Lehman,0.18999781810188296,0.13795595428700363,0.013252084644466165,0.17649141784517552,277
equal_weight,LSTM+1DCNN+TCN+TST,4,gfc,JP,core,static,LSTM:L252|1DCNN:L60|TCN:L252|TST:L252,Lehman Crisis,0.48566142174685345,0.32054737583333337,0.018373478887251434,0.2282952015880548,114
equal_weight,LSTM+1DCNN+TCN+TST,4,gfc,JP,core,static,LSTM:L252|1DCNN:L60|TCN:L252|TST:L252,Recovery,0.17400008248195575,0.13449673860389605,0.0095674777544816,0.14020610870581376,77
equal_weight,LSTM+1DCNN,2,gfc,JP,extended,expanding,LSTM:L60|1DCNN:L60,Full Test,0.2884893013126367,0.18352749669908458,0.013698929709430447,0.21219312354990322,468
equal_weight,LSTM+1DCNN,2,gfc,JP,extended,expanding,LSTM:L60|1DCNN:L60,Pre-Lehman,0.18888037318520637,0.13806966409786514,0.013095803148428252,0.1754534090534044,277
equal_weight,LSTM+1DCNN,2,gfc,JP,extended,expanding,LSTM:L60|1DCNN:L60,Lehman Crisis,0.4850809603546571,0.327702999637838,0.017978853652272114,0.2280223434766024,114
equal_weight,LSTM+1DCNN,2,gfc,JP,extended,expanding,LSTM:L60|1DCNN:L60,Recovery,0.1706749534964397,0.13360298105648585,0.009532107994023422,0.13752678025443696,77
equal_weight,LSTM+TCN,2,gfc,JP,extended,expanding,LSTM:L60|TCN:L22,Full Test,0.29073896944956007,0.19835635656729722,0.015430588856717692,0.21384782653802942,468
equal_weight,LSTM+TCN,2,gfc,JP,extended,expanding,LSTM:L60|TCN:L22,Pre-Lehman,0.20893131795034522,0.15620703559489887,0.016235189500829413,0.19407898964951828,277
equal_weight,LSTM+TCN,2,gfc,JP,extended,expanding,LSTM:L60|TCN:L22,Lehman Crisis,0.46763164461526907,0.3376017871655916,0.016477984492691083,0.21981993152448337,114
equal_weight,LSTM+TCN,2,gfc,JP,extended,expanding,LSTM:L60|TCN:L22,Recovery,0.1815699596420208,0.1438288607380607,0.010985426766848693,0.14630577849266016,77
equal_weight,LSTM+TST,2,gfc,JP,extended,expanding,LSTM:L60|TST:L22,Full Test,0.3973080715262319,0.21245838739365833,0.01875876604950978,0.29223281530768724,468
equal_weight,LSTM+TST,2,gfc,JP,extended,expanding,LSTM:L60|TST:L22,Pre-Lehman,0.19446011450718254,0.1391082730799739,0.01385204660841227,0.18063650256422104,277
equal_weight,LSTM+TST,2,gfc,JP,extended,expanding,LSTM:L60|TST:L22,Lehman Crisis,0.732790194000928,0.4437425857730397,0.03698068110014292,0.3444631947429959,114
equal_weight,LSTM+TST,2,gfc,JP,extended,expanding,LSTM:L60|TST:L22,Recovery,0.16845223694184971,0.13390751790847777,0.00943231110680631,0.13573575559083642,77
equal_weight,1DCNN+TCN,2,gfc,JP,extended,expanding,1DCNN:L60|TCN:L22,Full Test,0.402885501465113,0.2256497603196364,0.017656125360954372,0.29633519371384304,468
equal_weight,1DCNN+TCN,2,gfc,JP,extended,expanding,1DCNN:L60|TCN:L22,Pre-Lehman,0.2117935688125924,0.16217337059200027,0.01712948851910292,0.19673777130522205,277
equal_weight,1DCNN+TCN,2,gfc,JP,extended,expanding,1DCNN:L60|TCN:L22,Lehman Crisis,0.7287021680964316,0.4272970813408233,0.021367329414099946,0.3425415335706943,114
equal_weight,1DCNN+TCN,2,gfc,JP,extended,expanding,1DCNN:L60|TCN:L22,Recovery,0.1975233874785294,0.15545710263314186,0.014056140206853824,0.15916076113322847,77
equal_weight,1DCNN+TST,2,gfc,JP,extended,expanding,1DCNN:L60|TST:L22,Full Test,0.2960479163317839,0.1847845120601356,0.014447534272832041,0.21775272705452647,468
equal_weight,1DCNN+TST,2,gfc,JP,extended,expanding,1DCNN:L60|TST:L22,Pre-Lehman,0.19078591993347008,0.13706728127901704,0.013499652479708456,0.17722349594732253,277
equal_weight,1DCNN+TST,2,gfc,JP,extended,expanding,1DCNN:L60|TST:L22,Lehman Crisis,0.49860889564528965,0.32674588516737957,0.018300853279128997,0.234381429401382,114
equal_weight,1DCNN+TST,2,gfc,JP,extended,expanding,1DCNN:L60|TST:L22,Recovery,0.18352015501380647,0.14626602364642155,0.012152532843966859,0.14787721053265412,77
equal_weight,TCN+TST,2,gfc,JP,extended,expanding,TCN:L22|TST:L22,Full Test,0.2926802821279954,0.20053401227125953,0.016319128279406292,0.21527572420754407,468
equal_weight,TCN+TST,2,gfc,JP,extended,expanding,TCN:L22|TST:L22,Pre-Lehman,0.2100017076791995,0.15528858709196292,0.01692268834629782,0.19507328844179714,277
equal_weight,TCN+TST,2,gfc,JP,extended,expanding,TCN:L22|TST:L22,Lehman Crisis,0.4690785566401899,0.3375496811410068,0.016169294183348618,0.22050008246358785,114
equal_weight,TCN+TST,2,gfc,JP,extended,expanding,TCN:L22|TST:L22,Recovery,0.19034637796053513,0.16044565543377867,0.014369712025141642,0.1533776571062759,77
equal_weight,LSTM+1DCNN+TCN,3,gfc,JP,extended,expanding,LSTM:L60|1DCNN:L60|TCN:L22,Full Test,0.29760801682034854,0.19159135099319993,0.014249279204971339,0.2189002309453606,468
equal_weight,LSTM+1DCNN+TCN,3,gfc,JP,extended,expanding,LSTM:L60|1DCNN:L60|TCN:L22,Pre-Lehman,0.19787375292081869,0.14723212115027268,0.014483349942584902,0.1838074752113411,277
equal_weight,LSTM+1DCNN+TCN,3,gfc,JP,extended,expanding,LSTM:L60|1DCNN:L60|TCN:L22,Lehman Crisis,0.49828515513519855,0.33537289447951735,0.016228715721522704,0.23422924847526339,114
equal_weight,LSTM+1DCNN+TCN,3,gfc,JP,extended,expanding,LSTM:L60|1DCNN:L60|TCN:L22,Recovery,0.17284862304189244,0.13829798357827325,0.010476638202298437,0.1392782837281407,77
equal_weight,LSTM+1DCNN+TST,3,gfc,JP,extended,expanding,LSTM:L60|1DCNN:L60|TST:L22,Full Test,0.31002147007106073,0.18636875258523686,0.014344894626538809,0.22803072350548084,468
equal_weight,LSTM+1DCNN+TST,3,gfc,JP,extended,expanding,LSTM:L60|1DCNN:L60|TST:L22,Pre-Lehman,0.1896636252089509,0.1366321391566045,0.013199457953668526,0.17618098193668752,277
equal_weight,LSTM+1DCNN+TST,3,gfc,JP,extended,expanding,LSTM:L60|1DCNN:L60|TST:L22,Lehman Crisis,0.537530393893082,0.3442502936074375,0.020444466920442366,0.2526772850779135,114
equal_weight,LSTM+1DCNN+TST,3,gfc,JP,extended,expanding,LSTM:L60|1DCNN:L60|TST:L22,Recovery,0.16426412304225638,0.1315446778216044,0.00943495588472145,0.1323610494130964,77
equal_weight,LSTM+TCN+TST,3,gfc,JP,extended,expanding,LSTM:L60|TCN:L22|TST:L22,Full Test,0.2866950033495489,0.18743345101715717,0.014422243405548185,0.21087335991348946,468
equal_weight,LSTM+TCN+TST,3,gfc,JP,extended,expanding,LSTM:L60|TCN:L22|TST:L22,Pre-Lehman,0.19820616089041426,0.14429527144317023,0.01456193752093135,0.1841162532515289,277
equal_weight,LSTM+TCN+TST,3,gfc,JP,extended,expanding,LSTM:L60|TCN:L22|TST:L22,Lehman Crisis,0.4706127782032703,0.32349243035992176,0.01645428326198437,0.2212212750578512,114
equal_weight,LSTM+TCN+TST,3,gfc,JP,extended,expanding,LSTM:L60|TCN:L22|TST:L22,Recovery,0.1741905801377905,0.14118088084727695,0.010911232839381137,0.1403596084032478,77
equal_weight,1DCNN+TCN+TST,3,gfc,JP,extended,expanding,1DCNN:L60|TCN:L22|TST:L22,Full Test,0.2962964261703547,0.1918137463184562,0.014701354922992592,0.21793551400239347,468
equal_weight,1DCNN+TCN+TST,3,gfc,JP,extended,expanding,1DCNN:L60|TCN:L22|TST:L22,Pre-Lehman,0.19797189263439324,0.1459576696509294,0.01476491407834052,0.1838986384540847,277
equal_weight,1DCNN+TCN+TST,3,gfc,JP,extended,expanding,1DCNN:L60|TCN:L22|TST:L22,Lehman Crisis,0.4926801661091319,0.33364145906576853,0.015885872842609113,0.23159450739626922,114
equal_weight,1DCNN+TCN+TST,3,gfc,JP,extended,expanding,1DCNN:L60|TCN:L22|TST:L22,Recovery,0.1822793507976944,0.1467978240289928,0.012719005197438571,0.14687739301243677,77
equal_weight,LSTM+1DCNN+TCN+TST,4,gfc,JP,extended,expanding,LSTM:L60|1DCNN:L60|TCN:L22|TST:L22,Full Test,0.2791028350603251,0.18479749568732728,0.013674676509539588,0.2052890769037668,468
equal_weight,LSTM+1DCNN+TCN+TST,4,gfc,JP,extended,expanding,LSTM:L60|1DCNN:L60|TCN:L22|TST:L22,Pre-Lehman,0.19337411204380867,0.14144282031843108,0.013800393132134688,0.17962770090195143,277
equal_weight,LSTM+1DCNN+TCN+TST,4,gfc,JP,extended,expanding,LSTM:L60|1DCNN:L60|TCN:L22|TST:L22,Lehman Crisis,0.4578801203420479,0.3225794430236916,0.015539118308260788,0.21523602574590334,114
equal_weight,LSTM+1DCNN+TCN+TST,4,gfc,JP,extended,expanding,LSTM:L60|1DCNN:L60|TCN:L22|TST:L22,Recovery,0.16894845930396188,0.1367728603735441,0.010462080801577778,0.13613560256517857,77
equal_weight,LSTM+1DCNN,2,gfc,JP,extended,static,LSTM:L60|1DCNN:L60,Full Test,0.32224969253168007,0.20340243826923077,0.01782012923624479,0.23702497282975427,468
equal_weight,LSTM+1DCNN,2,gfc,JP,extended,static,LSTM:L60|1DCNN:L60,Pre-Lehman,0.2019842487988131,0.14304984216606498,0.014938166826459896,0.1876257675431796,277
equal_weight,LSTM+1DCNN,2,gfc,JP,extended,static,LSTM:L60|1DCNN:L60,Lehman Crisis,0.5452978488057131,0.3751113942982457,0.027463200150138395,0.2563285382455631,114
