ensemble_method,models,n_models,regime,country,feature_set,protocol,member_Ls,phase,RMSE,MAE,QLIKE,RMSE_CV,n_obs
equal_weight,1DCNN+TCN+TST,3,911,US,extended,expanding,1DCNN:L22|TCN:L22|TST:L22,Full Test,0.26595280444149644,0.19343058188411402,0.02700075152462701,0.25256693105268174,135
equal_weight,1DCNN+TCN+TST,3,911,US,extended,expanding,1DCNN:L22|TCN:L22|TST:L22,Shock,0.44096440127351927,0.32980851647798665,0.031233782518825103,0.2798150395408457,25
equal_weight,1DCNN+TCN+TST,3,911,US,extended,expanding,1DCNN:L22|TCN:L22|TST:L22,Recovery,0.20642917860892807,0.162435596749143,0.026038699025945623,0.22097955679588993,110
equal_weight,LSTM+1DCNN+TCN+TST,4,911,US,extended,expanding,LSTM:L60|1DCNN:L22|TCN:L22|TST:L22,Full Test,0.27143733675896403,0.1924518859700543,0.02715084783124972,0.2577754171921342,135
equal_weight,LSTM+1DCNN+TCN+TST,4,911,US,extended,expanding,LSTM:L60|1DCNN:L22|TCN:L22|TST:L22,Shock,0.45887722755632077,0.32843961450739295,0.03249863162943664,0.2911816672779936,25
equal_weight,LSTM+1DCNN+TCN+TST,4,911,US,extended,expanding,LSTM:L60|1DCNN:L22|TCN:L22|TST:L22,Recovery,0.20631734166687615,0.16154558402975014,0.02593544242257087,0.220859836909125,110
equal_weight,LSTM+1DCNN,2,911,US,extended,static,LSTM:L60|1DCNN:L22,Full Test,0.29384474559844337,0.1950536835925926,0.030467591903912468,0.27905502166730906,135
equal_weight,LSTM+1DCNN,2,911,US,extended,static,LSTM:L60|1DCNN:L22,Shock,0.5225916476035708,0.361510345,0.04676655766566081,0.33161180794961265,25
equal_weight,LSTM+1DCNN,2,911,US,extended,static,LSTM:L60|1DCNN:L22,Recovery,0.20952301687424812,0.1572226241818182,0.02676328150351511,0.2242914676407783,110
equal_weight,LSTM+TCN,2,911,US,extended,static,LSTM:L60|TCN:L22,Full Test,0.2962201782922259,0.21738152103703703,0.03317443909901344,0.28131089464704434,135
equal_weight,LSTM+TCN,2,911,US,extended,static,LSTM:L60|TCN:L22,Shock,0.4856583808407648,0.33069234699999994,0.03471168812693674,0.30817571320745135,25
equal_weight,LSTM+TCN,2,911,US,extended,static,LSTM:L60|TCN:L22,Recovery,0.23255813782770168,0.19162906059090906,0.03282506431993996,0.2489502433829863,110
equal_weight,LSTM+TST,2,911,US,extended,static,LSTM:L60|TST:L22,Full Test,0.2762137364066106,0.17955720096296296,0.02706485275988439,0.26231141224178295,135
equal_weight,LSTM+TST,2,911,US,extended,static,LSTM:L60|TST:L22,Shock,0.47883580423586936,0.33300869899999996,0.035587622458026894,0.3038464305386622,25
equal_weight,LSTM+TST,2,911,US,extended,static,LSTM:L60|TST:L22,Recovery,0.20377350659280963,0.1446818605,0.025127859646670175,0.21813669706483935,110
equal_weight,1DCNN+TCN,2,911,US,extended,static,1DCNN:L22|TCN:L22,Full Test,0.30486424991038835,0.2392095667037037,0.03761607554195265,0.289519894905965,135
equal_weight,1DCNN+TCN,2,911,US,extended,static,1DCNN:L22|TCN:L22,Shock,0.45508169080745997,0.336674836,0.033657149842665234,0.28877319977357646,25
equal_weight,1DCNN+TCN,2,911,US,extended,static,1DCNN:L22|TCN:L22,Recovery,0.25883857439106345,0.21705836913636367,0.03851583138269979,0.27708308422774436,110
equal_weight,1DCNN+TST,2,911,US,extended,static,1DCNN:L22|TST:L22,Full Test,0.2560982592693612,0.17613284714814814,0.025202176385669003,0.2432083825212708,135
equal_weight,1DCNN+TST,2,911,US,extended,static,1DCNN:L22|TST:L22,Shock,0.4330949425055608,0.314295232,0.031905848129293056,0.2748214548714904,25
equal_weight,1DCNN+TST,2,911,US,extended,static,1DCNN:L22|TST:L22,Recovery,0.19458282306491242,0.14473230513636365,0.023678614625754456,0.20829819851777423,110
equal_weight,TCN+TST,2,911,US,extended,static,TCN:L22|TST:L22,Full Test,0.27808593908378404,0.21557002755555554,0.030944158319614175,0.2640893836585602,135
equal_weight,TCN+TST,2,911,US,extended,static,TCN:L22|TST:L22,Shock,0.4176874471597198,0.31611115,0.027451058639923902,0.2650445910217922,25
equal_weight,TCN+TST,2,911,US,extended,static,TCN:L22|TST:L22,Recovery,0.23506713734986753,0.1927197724545455,0.031738044610452876,0.25163609238197404,110
equal_weight,LSTM+1DCNN+TCN,3,911,US,extended,static,LSTM:L60|1DCNN:L22|TCN:L22,Full Test,0.2849756499946006,0.2062386397777778,0.031276381595871115,0.2706323232764998,135
equal_weight,LSTM+1DCNN+TCN,3,911,US,extended,static,LSTM:L60|1DCNN:L22|TCN:L22,Shock,0.4736056982932403,0.3289362333333333,0.03507362055735776,0.3005276540228942,25
equal_weight,LSTM+1DCNN+TCN,3,911,US,extended,static,LSTM:L60|1DCNN:L22|TCN:L22,Recovery,0.220658980220887,0.17835282306060607,0.030413372740987793,0.23621236110572216,110
equal_weight,LSTM+1DCNN+TST,3,911,US,extended,static,LSTM:L60|1DCNN:L22|TST:L22,Full Test,0.27014616326628105,0.18117115034567902,0.026519274253732517,0.2565492307513693,135
equal_weight,LSTM+1DCNN+TST,3,911,US,extended,static,LSTM:L60|1DCNN:L22|TST:L22,Shock,0.46854064685038044,0.33206932133333333,0.03596549787969657,0.29731361324358446,25
equal_weight,LSTM+1DCNN+TST,3,911,US,extended,static,LSTM:L60|1DCNN:L22|TST:L22,Recovery,0.19917784977335573,0.1468761114848485,0.024372405247831592,0.213217110528782,110
equal_weight,LSTM+TCN+TST,3,911,US,extended,static,LSTM:L60|TCN:L22|TST:L22,Full Test,0.2682290655453267,0.19501250804938272,0.02726651264122681,0.2547286239374897,135
equal_weight,LSTM+TCN+TST,3,911,US,extended,static,LSTM:L60|TCN:L22|TST:L22,Shock,0.44716770806987605,0.3212707199999999,0.029623627195893933,0.28375136267432943,25
equal_weight,LSTM+TCN+TST,3,911,US,extended,static,LSTM:L60|TCN:L22|TST:L22,Recovery,0.20701006317077353,0.16631745987878788,0.026730804787893376,0.22160138574584295,110
equal_weight,1DCNN+TCN+TST,3,911,US,extended,static,1DCNN:L22|TCN:L22|TST:L22,Full Test,0.27005449044105273,0.2029148564691358,0.029308146397484386,0.2564621719810031,135
equal_weight,1DCNN+TCN+TST,3,911,US,extended,static,1DCNN:L22|TCN:L22|TST:L22,Shock,0.4295425851182144,0.3171145606666667,0.029827824597514752,0.27256729780429845,25
equal_weight,1DCNN+TCN+TST,3,911,US,extended,static,1DCNN:L22|TCN:L22|TST:L22,Recovery,0.2181076036197997,0.17696037824242425,0.0291900377156593,0.23348114803472259,110
equal_weight,LSTM+1DCNN+TCN+TST,4,911,US,extended,static,LSTM:L60|1DCNN:L22|TCN:L22|TST:L22,Full Test,0.2676367266795338,0.19254650820370373,0.02747097004911289,0.2541660985307767,135
equal_weight,LSTM+1DCNN+TCN+TST,4,911,US,extended,static,LSTM:L60|1DCNN:L22|TCN:L22|TST:L22,Shock,0.4490694074051822,0.3223090415,0.031440583085311946,0.2849580906380259,25
equal_weight,LSTM+1DCNN+TCN+TST,4,911,US,extended,static,LSTM:L60|1DCNN:L22|TCN:L22|TST:L22,Recovery,0.20512497391198667,0.16305502336363636,0.026568785268158566,0.21958342398300268,110
equal_weight,LSTM+1DCNN,2,911,US,momentum,expanding,LSTM:L22|1DCNN:L22,Full Test,0.28915645015987695,0.18912557363510132,0.028837919982066133,0.274602696385678,135
equal_weight,LSTM+1DCNN,2,911,US,momentum,expanding,LSTM:L22|1DCNN:L22,Shock,0.5193275304072805,0.37092819929122933,0.0404331915366698,0.3295405548291125,25
equal_weight,LSTM+1DCNN,2,911,US,momentum,expanding,LSTM:L22|1DCNN:L22,Recovery,0.20326916804058254,0.14780679507689043,0.026202630992383485,0.2175968095526515,110
equal_weight,LSTM+TCN,2,911,US,momentum,expanding,LSTM:L22|TCN:L60,Full Test,0.2812235049896015,0.18899274909937824,0.029286361354201575,0.26706903032762225,135
equal_weight,LSTM+TCN,2,911,US,momentum,expanding,LSTM:L22|TCN:L60,Shock,0.48692527375495775,0.34768716692924506,0.035140041604909404,0.3089796236060986,25
equal_weight,LSTM+TCN,2,911,US,momentum,expanding,LSTM:L22|TCN:L60,Recovery,0.20778689940072578,0.1529258359562267,0.02795597947904071,0.2224329779684482,110
equal_weight,LSTM+TST,2,911,US,momentum,expanding,LSTM:L22|TST:L22,Full Test,0.2540842497111722,0.17656959907236117,0.024141980463526863,0.2412957416002382,135
equal_weight,LSTM+TST,2,911,US,momentum,expanding,LSTM:L22|TST:L22,Shock,0.4301597114552708,0.3158699489484559,0.028353181905627932,0.2729588971856163,25
equal_weight,LSTM+TST,2,911,US,momentum,expanding,LSTM:L22|TST:L22,Recovery,0.19281419151471402,0.14491042864597597,0.02318488922668571,0.20640490298902225,110
equal_weight,1DCNN+TCN,2,911,US,momentum,expanding,1DCNN:L22|TCN:L60,Full Test,0.28709162617494666,0.19772544260378236,0.032694099240775626,0.27264179863115734,135
equal_weight,1DCNN+TCN,2,911,US,momentum,expanding,1DCNN:L22|TCN:L60,Shock,0.47939671353868807,0.3696010696887971,0.03642570167070625,0.30420235730406336,25
equal_weight,1DCNN+TCN,2,911,US,momentum,expanding,1DCNN:L22|TCN:L60,Recovery,0.22118248372774774,0.15866280008446088,0.031846007779427754,0.2367727641728741,110
equal_weight,1DCNN+TST,2,911,US,momentum,expanding,1DCNN:L22|TST:L22,Full Test,0.25559868280092496,0.1786489233389678,0.026435200009655116,0.24273395060339847,135
equal_weight,1DCNN+TST,2,911,US,momentum,expanding,1DCNN:L22|TST:L22,Shock,0.4124557340201796,0.31350054162072755,0.029232953369296936,0.2617247949956811,25
equal_weight,1DCNN+TST,2,911,US,momentum,expanding,1DCNN:L22|TST:L22,Recovery,0.20375228687034594,0.14800082827493147,0.025799346973372883,0.2181139815222359,110
equal_weight,TCN+TST,2,911,US,momentum,expanding,TCN:L60|TST:L22,Full Test,0.2787592813778404,0.18939189195821296,0.028199114315493302,0.2647288354334301,135
equal_weight,TCN+TST,2,911,US,momentum,expanding,TCN:L60|TST:L22,Shock,0.4855652014062454,0.3621116679453278,0.03321768250246961,0.30811658637013517,25
equal_weight,TCN+TST,2,911,US,momentum,expanding,TCN:L60|TST:L22,Recovery,0.20440757787972091,0.15013739741568685,0.02705853063663505,0.21881546140894484,110
equal_weight,LSTM+1DCNN+TCN,3,911,US,momentum,expanding,LSTM:L22|1DCNN:L22|TCN:L60,Full Test,0.2768866899764519,0.18591010916380235,0.02874073000080903,0.262950494857712,135
equal_weight,LSTM+1DCNN+TCN,3,911,US,momentum,expanding,LSTM:L22|1DCNN:L22|TCN:L60,Shock,0.47739283954005546,0.344165674050649,0.035117370633944135,0.302930794156238,25
equal_weight,LSTM+1DCNN+TCN,3,911,US,momentum,expanding,LSTM:L22|1DCNN:L22|TCN:L60,Recovery,0.20565514372637372,0.14994293532588265,0.02729149349327832,0.22015096324896963,110
equal_weight,LSTM+1DCNN+TST,3,911,US,momentum,expanding,LSTM:L22|1DCNN:L22|TST:L22,Full Test,0.26001575891405987,0.1766171926854706,0.025546643863750208,0.2469287074906717,135
equal_weight,LSTM+1DCNN+TST,3,911,US,momentum,expanding,LSTM:L22|1DCNN:L22|TST:L22,Shock,0.4417495819687287,0.322035618737854,0.03066705785982238,0.2803132778717455,25
equal_weight,LSTM+1DCNN+TST,3,911,US,momentum,expanding,LSTM:L22|1DCNN:L22|TST:L22,Recovery,0.19652755948431466,0.14356755040083796,0.02438291341009744,0.21038001161306497,110
equal_weight,LSTM+TCN+TST,3,911,US,momentum,expanding,LSTM:L22|TCN:L60|TST:L22,Full Test,0.2625133140628339,0.180366907748842,0.026039083415162062,0.2493005562868721,135
equal_weight,LSTM+TCN+TST,3,911,US,momentum,expanding,LSTM:L22|TCN:L60|TST:L22,Shock,0.44687881367717047,0.32975445310472623,0.030380672667600174,0.28356804439976174,25
equal_weight,LSTM+TCN+TST,3,911,US,momentum,expanding,LSTM:L22|TCN:L60|TST:L22,Recovery,0.1979616711132864,0.146415192895232,0.025052358585062485,0.21191520811145526,110
equal_weight,1DCNN+TCN+TST,3,911,US,momentum,expanding,1DCNN:L22|TCN:L60|TST:L22,Full Test,0.26695236014742857,0.185668252809384,0.027826493813433585,0.25351617735821946,135
equal_weight,1DCNN+TCN+TST,3,911,US,momentum,expanding,1DCNN:L22|TCN:L60|TST:L22,Shock,0.4468200966984505,0.34347113614059455,0.03192860703342565,0.2835307853972781,25
equal_weight,1DCNN+TCN+TST,3,911,US,momentum,expanding,1DCNN:L22|TCN:L60|TST:L22,Recovery,0.2051468648881445,0.14980396114319977,0.026894195354344477,0.21960685784120937,110
equal_weight,LSTM+1DCNN+TCN+TST,4,911,US,momentum,expanding,LSTM:L22|1DCNN:L22|TCN:L60|TST:L22,Full Test,0.26256977183530844,0.18033126135861913,0.026440246872469524,0.24935417244015126,135
equal_weight,LSTM+1DCNN+TCN+TST,4,911,US,momentum,expanding,LSTM:L22|1DCNN:L22|TCN:L60|TST:L22,Shock,0.4447125019155173,0.330306262077385,0.031180818507435717,0.28219340597204706,25
equal_weight,LSTM+1DCNN+TCN+TST,4,911,US,momentum,expanding,LSTM:L22|1DCNN:L22|TCN:L60|TST:L22,Recovery,0.19915866794692355,0.14624603392253596,0.025362844228159025,0.2131965765282929,110
equal_weight,LSTM+1DCNN,2,911,US,momentum,static,LSTM:L22|1DCNN:L22,Full Test,0.27499312125373493,0.1819214474074074,0.027562682016097694,0.26115223280081845,135
equal_weight,LSTM+1DCNN,2,911,US,momentum,static,LSTM:L22|1DCNN:L22,Shock,0.47621153476864353,0.33073265999999996,0.03608292973062213,0.3021811939307594,25
equal_weight,LSTM+1DCNN,2,911,US,momentum,static,LSTM:L22|1DCNN:L22,Recovery,0.20314411841909763,0.14810071727272725,0.025626262080978502,0.21746294580207312,110
equal_weight,LSTM+TCN,2,911,US,momentum,static,LSTM:L22|TCN:L60,Full Test,0.2826922488376016,0.18849873714814816,0.028603588419603802,0.26846384972410114,135
equal_weight,LSTM+TCN,2,911,US,momentum,static,LSTM:L22|TCN:L60,Shock,0.4912537718543405,0.3626674046,0.03585717138627613,0.31172628225826865,25
equal_weight,LSTM+TCN,2,911,US,momentum,static,LSTM:L22|TCN:L60,Recovery,0.20791728710777468,0.1489149490909091,0.02695504683626918,0.22257255631862524,110
equal_weight,LSTM+TST,2,911,US,momentum,static,LSTM:L22|TST:L22,Full Test,0.25074320739351236,0.17138993403703703,0.02436074707586294,0.23812285984431716,135
equal_weight,LSTM+TST,2,911,US,momentum,static,LSTM:L22|TST:L22,Shock,0.4174313270600429,0.307673194,0.02834410541398473,0.2648820693862177,25
equal_weight,LSTM+TST,2,911,US,momentum,static,LSTM:L22|TST:L22,Recovery,0.19380210729247382,0.14041646586363637,0.023455438362653437,0.20746245317092457,110
equal_weight,1DCNN+TCN,2,911,US,momentum,static,1DCNN:L22|TCN:L60,Full Test,0.2866013586674493,0.19790134114814814,0.030984683983941445,0.27217620716662205,135
equal_weight,1DCNN+TCN,2,911,US,momentum,static,1DCNN:L22|TCN:L60,Shock,0.4917855229465853,0.3917859546,0.037706416238668765,0.3120637062142142,25
equal_weight,1DCNN+TCN,2,911,US,momentum,static,1DCNN:L22|TCN:L60,Recovery,0.21410746499145974,0.1538366562727273,0.029457017562412507,0.2291990554173973,110
equal_weight,1DCNN+TST,2,911,US,momentum,static,1DCNN:L22|TST:L22,Full Test,0.251983455483551,0.17626652240740742,0.026193369721367054,0.23930068406211527,135
equal_weight,1DCNN+TST,2,911,US,momentum,static,1DCNN:L22|TST:L22,Shock,0.4065866832210208,0.307361448,0.03017777936751365,0.2580005741183183,25
equal_weight,1DCNN+TST,2,911,US,momentum,static,1DCNN:L22|TST:L22,Recovery,0.20088658206099505,0.14647222113636366,0.025287822074515555,0.21504628461341171,110
equal_weight,TCN+TST,2,911,US,momentum,static,TCN:L60|TST:L22,Full Test,0.2814411975171002,0.18599881133333335,0.02793457620998792,0.2672757660214696,135
equal_weight,TCN+TST,2,911,US,momentum,static,TCN:L60|TST:L22,Shock,0.4974890505177335,0.3692004646,0.033753710502567175,0.3156828935820798,25
equal_weight,TCN+TST,2,911,US,momentum,static,TCN:L60|TST:L22,Recovery,0.20239140858192028,0.14436207195454548,0.026612045688947178,0.2166571804183612,110
equal_weight,LSTM+1DCNN+TCN,3,911,US,momentum,static,LSTM:L22|1DCNN:L22|TCN:L60,Full Test,0.2724081775545213,0.1828644618765432,0.027771072184342844,0.25869739387380697,135
equal_weight,LSTM+1DCNN+TCN,3,911,US,momentum,static,LSTM:L22|1DCNN:L22|TCN:L60,Shock,0.46809272057415613,0.3500503223999999,0.03473760341710702,0.29702938052963274,25
equal_weight,LSTM+1DCNN+TCN,3,911,US,momentum,static,LSTM:L22|1DCNN:L22|TCN:L60,Recovery,0.20315845082203093,0.14486767539393935,0.026187769631441895,0.21747828843953934,110
equal_weight,LSTM+1DCNN+TST,3,911,US,momentum,static,LSTM:L22|1DCNN:L22|TST:L22,Full Test,0.2535142558583264,0.17163896345679014,0.025019430854265366,0.24075443655607692,135
equal_weight,LSTM+1DCNN+TST,3,911,US,momentum,static,LSTM:L22|1DCNN:L22|TST:L22,Shock,0.4243122402912659,0.3109741366666666,0.030313414617075082,0.26924836970390137,25
equal_weight,LSTM+1DCNN+TST,3,911,US,momentum,static,LSTM:L22|1DCNN:L22|TST:L22,Recovery,0.19482760650320172,0.13997187863636365,0.02381625272635407,0.20856023577481225,110
equal_weight,LSTM+TCN+TST,3,911,US,momentum,static,LSTM:L22|TCN:L60|TST:L22,Full Test,0.2636446805967983,0.17610088456790124,0.025852405547529208,0.25037497916314644,135
equal_weight,LSTM+TCN+TST,3,911,US,momentum,static,LSTM:L22|TCN:L60|TST:L22,Shock,0.45162327976860633,0.33510731839999996,0.03121927058372206,0.28657865659156,25
equal_weight,LSTM+TCN+TST,3,911,US,momentum,static,LSTM:L22|TCN:L60|TST:L22,Recovery,0.19735893019893588,0.13996305869696968,0.024632663493849013,0.211269982490281,110
equal_weight,1DCNN+TCN+TST,3,911,US,momentum,static,1DCNN:L22|TCN:L60|TST:L22,Full Test,0.26657381239637623,0.18386998086419756,0.027317827774894533,0.2531566825968183,135
equal_weight,1DCNN+TCN+TST,3,911,US,momentum,static,1DCNN:L22|TCN:L60|TST:L22,Shock,0.45276503675475677,0.35516086106666656,0.03278436668928851,0.2873031612792118,25
equal_weight,1DCNN+TCN+TST,3,911,US,momentum,static,1DCNN:L22|TCN:L60|TST:L22,Recovery,0.2015488028833729,0.14494023536363637,0.026075432567077717,0.21575518276870392,110
equal_weight,LSTM+1DCNN+TCN+TST,4,911,US,momentum,static,LSTM:L22|1DCNN:L22|TCN:L60|TST:L22,Full Test,0.26020067707432193,0.17620090896296295,0.02593640331651054,0.24710431840782265,135
equal_weight,LSTM+1DCNN+TCN+TST,4,911,US,momentum,static,LSTM:L22|1DCNN:L22|TCN:L60|TST:L22,Shock,0.44153933153207525,0.3330154103,0.0315820773978758,0.28017986257845123,25
equal_weight,LSTM+1DCNN+TCN+TST,4,911,US,momentum,static,LSTM:L22|1DCNN:L22|TCN:L60|TST:L22,Recovery,0.1969348862163815,0.1405612495681818,0.024653295570745703,0.2108160493205021,110
equal_weight,LSTM+1DCNN,2,covid,JP,core,expanding,LSTM:L60|1DCNN:L60,Full Test,0.23152817347517193,0.1365218165041018,0.018315190244081264,0.2660078281335587,238
equal_weight,LSTM+1DCNN,2,covid,JP,core,expanding,LSTM:L60|1DCNN:L60,Pre-crash,0.11199690771515025,0.09260815427158818,0.019201462191837177,0.2086816876295623,33
equal_weight,LSTM+1DCNN,2,covid,JP,core,expanding,LSTM:L60|1DCNN:L60,Crash,0.5520966797685246,0.34568084854828685,0.019217395799288238,0.24119326685961506,19
equal_weight,LSTM+1DCNN,2,covid,JP,core,expanding,LSTM:L60|1DCNN:L60,Recovery,0.18769580403120545,0.12294724255159337,0.01806578766437762,0.23920356152233366,186
equal_weight,LSTM+TCN,2,covid,JP,core,expanding,LSTM:L60|TCN:L252,Full Test,0.22138246946780843,0.1358434447721273,0.017766666680365494,0.25435120489252533,238
equal_weight,LSTM+TCN,2,covid,JP,core,expanding,LSTM:L60|TCN:L252,Pre-crash,0.11546540265392854,0.09321022259466576,0.01960805994258683,0.2151444676484515,33
equal_weight,LSTM+TCN,2,covid,JP,core,expanding,LSTM:L60|TCN:L252,Crash,0.4711772556048221,0.3020496368408203,0.01604690904025142,0.20584217531777643,19
equal_weight,LSTM+TCN,2,covid,JP,core,expanding,LSTM:L60|TCN:L252,Recovery,0.19408332100740006,0.1264293516675631,0.017615642043316376,0.24734395026398126,186
equal_weight,LSTM+TST,2,covid,JP,core,expanding,LSTM:L60|TST:L60,Full Test,0.23975683215122817,0.1391040344172561,0.018367542757764265,0.27546191568590933,238
equal_weight,LSTM+TST,2,covid,JP,core,expanding,LSTM:L60|TST:L60,Pre-crash,0.11836632538639799,0.09536812192438299,0.01990992311945779,0.2205497012736009,33
equal_weight,LSTM+TST,2,covid,JP,core,expanding,LSTM:L60|TST:L60,Crash,0.5848329162140202,0.3504205319805346,0.01780767783415574,0.25549467475123344,19
equal_weight,LSTM+TST,2,covid,JP,core,expanding,LSTM:L60|TST:L60,Recovery,0.19007813828548936,0.12527753795791483,0.018151085132025957,0.2422396594324746,186
equal_weight,1DCNN+TCN,2,covid,JP,core,expanding,1DCNN:L60|TCN:L252,Full Test,0.21229784541257612,0.13316109532318196,0.018429245143631874,0.24391367982561862,238
equal_weight,1DCNN+TCN,2,covid,JP,core,expanding,1DCNN:L60|TCN:L252,Pre-crash,0.11216930907884745,0.09522142961169734,0.020186178135620635,0.20900291978016305,33
equal_weight,1DCNN+TCN,2,covid,JP,core,expanding,1DCNN:L60|TCN:L252,Crash,0.4311008256726397,0.2792715147921914,0.016307169368134127,0.18833407317982073,19
equal_weight,1DCNN+TCN,2,covid,JP,core,expanding,1DCNN:L60|TCN:L252,Recovery,0.1909291696484489,0.1249670684337616,0.018334302407066433,0.24332423206870293,186
equal_weight,1DCNN+TST,2,covid,JP,core,expanding,1DCNN:L60|TST:L60,Full Test,0.22772419535239885,0.136560029843809,0.019054125681833695,0.26163735371777475,238
equal_weight,1DCNN+TST,2,covid,JP,core,expanding,1DCNN:L60|TST:L60,Pre-crash,0.11655982279822698,0.0972088671269966,0.021060856844675062,0.21718367968874153,33
equal_weight,1DCNN+TST,2,covid,JP,core,expanding,1DCNN:L60|TST:L60,Crash,0.5315708271219517,0.3263820666822333,0.016970520417271862,0.23222618258556788,19
equal_weight,1DCNN+TST,2,covid,JP,core,expanding,1DCNN:L60|TST:L60,Recovery,0.18730042986516304,0.12415126462727537,0.018910934131580518,0.2386996881984764,186
equal_weight,TCN+TST,2,covid,JP,core,expanding,TCN:L252|TST:L60,Full Test,0.21860258497467938,0.13577206308514025,0.018505119615807836,0.2511573342487062,238
equal_weight,TCN+TST,2,covid,JP,core,expanding,TCN:L252|TST:L60,Pre-crash,0.11830353180503499,0.09788846639848191,0.0209240485631433,0.22043269919918235,33
equal_weight,TCN+TST,2,covid,JP,core,expanding,TCN:L252|TST:L60,Crash,0.44811423355008106,0.2804330668444986,0.014302592835970374,0.19576668340326142,19
equal_weight,TCN+TST,2,covid,JP,core,expanding,TCN:L252|TST:L60,Recovery,0.19532365684286518,0.12771614705950543,0.018505245172554287,0.2489246608763384,186
equal_weight,LSTM+1DCNN+TCN,3,covid,JP,core,expanding,LSTM:L60|1DCNN:L60|TCN:L252,Full Test,0.21989084999721578,0.13418694268338152,0.017963464983575112,0.2526374503640008,238
equal_weight,LSTM+1DCNN+TCN,3,covid,JP,core,expanding,LSTM:L60|1DCNN:L60|TCN:L252,Pre-crash,0.11259354104041495,0.09367993549265044,0.019421596773550494,0.20979338304823353,33
equal_weight,LSTM+1DCNN+TCN,3,covid,JP,core,expanding,LSTM:L60|1DCNN:L60|TCN:L252,Crash,0.4797218423231507,0.3000366405436868,0.01669731797150461,0.2095750301964238,19
equal_weight,LSTM+1DCNN+TCN,3,covid,JP,core,expanding,LSTM:L60|1DCNN:L60|TCN:L252,Recovery,0.1900324490141325,0.1244320339626736,0.017834101780135073,0.2421814320443434,186
equal_weight,LSTM+1DCNN+TST,3,covid,JP,core,expanding,LSTM:L60|1DCNN:L60|TST:L60,Full Test,0.23132216151981166,0.1361821220664491,0.01834714196185496,0.26577113645153844,238
equal_weight,LSTM+1DCNN+TST,3,covid,JP,core,expanding,LSTM:L60|1DCNN:L60|TST:L60,Pre-crash,0.11500412739401351,0.09500489383618325,0.01976734267400368,0.21428498231385942,33
equal_weight,LSTM+1DCNN+TST,3,covid,JP,core,expanding,LSTM:L60|1DCNN:L60|TST:L60,Crash,0.5530701179643922,0.3388777213078952,0.01760029340046886,0.2416185306714635,19
equal_weight,LSTM+1DCNN+TST,3,covid,JP,core,expanding,LSTM:L60|1DCNN:L60|TST:L60,Recovery,0.18675303417417644,0.12278229489446686,0.01817146184984113,0.23800207538010884,186
equal_weight,LSTM+TCN+TST,3,covid,JP,core,expanding,LSTM:L60|TCN:L252|TST:L60,Full Test,0.22404558103894562,0.13551846217317814,0.017996510832682742,0.2574109125491899,238
equal_weight,LSTM+TCN+TST,3,covid,JP,core,expanding,LSTM:L60|TCN:L252|TST:L60,Pre-crash,0.1169032099895254,0.09540627271823499,0.019958502231634666,0.21782350644871587,33
equal_weight,LSTM+TCN+TST,3,covid,JP,core,expanding,LSTM:L60|TCN:L252|TST:L60,Crash,0.49520839516190074,0.3053527540524266,0.01549571741194355,0.21634060660441493,19
equal_weight,LSTM+TCN+TST,3,covid,JP,core,expanding,LSTM:L60|TCN:L252|TST:L60,Recovery,0.19171499473473366,0.12528647672321797,0.01790387297692269,0.24432570442629312,186
equal_weight,1DCNN+TCN+TST,3,covid,JP,core,expanding,1DCNN:L60|TCN:L252|TST:L60,Full Test,0.21684292014203552,0.13375562078610903,0.018407596169978675,0.24913561648819013,238
equal_weight,1DCNN+TCN+TST,3,covid,JP,core,expanding,1DCNN:L60|TCN:L252|TST:L60,Pre-crash,0.1149748146414046,0.09674707739625603,0.02040344215893219,0.214230364424774,33
equal_weight,1DCNN+TCN+TST,3,covid,JP,core,expanding,1DCNN:L60|TCN:L252|TST:L60,Crash,0.46240422239531265,0.291791181740811,0.015250339721984038,0.20200951952104776,19
equal_weight,1DCNN+TCN+TST,3,covid,JP,core,expanding,1DCNN:L60|TCN:L252|TST:L60,Recovery,0.18968271871324163,0.12417823516097899,0.018376009905873476,0.24173572824197462,186
equal_weight,LSTM+1DCNN+TCN+TST,4,covid,JP,core,expanding,LSTM:L60|1DCNN:L60|TCN:L252|TST:L60,Full Test,0.2219312593105147,0.13413705983795457,0.01806432120976007,0.254981721654131,238
equal_weight,LSTM+1DCNN+TCN+TST,4,covid,JP,core,expanding,LSTM:L60|1DCNN:L60|TCN:L252|TST:L60,Pre-crash,0.11456427582050463,0.09520954486083118,0.019756220900779473,0.21346541532277957,33
equal_weight,LSTM+1DCNN+TCN+TST,4,covid,JP,core,expanding,LSTM:L60|1DCNN:L60|TCN:L252|TST:L60,Crash,0.49495274789334065,0.30446824566335184,0.015999632771223283,0.21622892254231624,19
equal_weight,LSTM+1DCNN+TCN+TST,4,covid,JP,core,expanding,LSTM:L60|1DCNN:L60|TCN:L252|TST:L60,Recovery,0.18886501422789823,0.1236441322226993,0.01797505449217168,0.24069362809393716,186
equal_weight,LSTM+1DCNN,2,covid,JP,core,static,LSTM:L60|1DCNN:L60,Full Test,0.210791129630654,0.13297570953781512,0.018228632007668784,0.2421825809879969,238
