"model","regime","country","feature_set","L","protocol","phase","RMSE","MAE","QLIKE","RMSE_CV","tuning_val_qlike","tuning_val_mse","tuning_best_epoch","final_epochs","n_features","is_best_L","best_val_loss","epochs_used","n_refits","source_branch","source_file"
"TCN","911","JP","core","22","static","Recovery","0.230448192","0.190025771","0.01642106","0.18036946","0.014956555","0.040312912","15","15","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","911","JP","core","22","static","Shock","0.322849777","0.251750997","0.016584551","0.186575452","0.014956555","0.040312912","15","15","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","US","core","252","static","Full Test","0.558843871","0.304423885","0.024268798","0.345728039","0.017130244","0.012901872","21","21","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","US","core","252","static","Lehman Crisis","1.014569433","0.660624209","0.039566574","0.358740557","0.017130244","0.012901872","21","21","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","US","core","252","static","Pre-Lehman","0.250789484","0.170797792","0.018719426","0.224959799","0.017130244","0.012901872","21","21","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","US","core","252","static","Recovery","0.345009084","0.242825704","0.020953035","0.219291905","0.017130244","0.012901872","21","21","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","KR","core","22","static","Full Test","0.589551016","0.24279189","0.014518879","0.401150526","0.01556511","0.017710696","17","17","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","KR","core","22","static","Lehman Crisis","1.137054951","0.555218123","0.022784461","0.488289501","0.01556511","0.017710696","17","17","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","KR","core","22","static","Pre-Lehman","0.175139897","0.135290673","0.012370408","0.15327822","0.01556511","0.017710696","17","17","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","KR","core","22","static","Recovery","0.206275492","0.151498632","0.009712514","0.155472112","0.01556511","0.017710696","17","17","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","JP","core","252","static","Full Test","0.361409093","0.20998324","0.016885172","0.265827967","0.012093517","0.014316144","21","21","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","JP","core","252","static","Lehman Crisis","0.641675833","0.404074493","0.021375751","0.301633004","0.012093517","0.014316144","21","21","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","JP","core","252","static","Pre-Lehman","0.205731595","0.149599248","0.016696448","0.191106726","0.012093517","0.014316144","21","21","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","JP","core","252","static","Recovery","0.178926057","0.139852885","0.010915698","0.14417537","0.012093517","0.014316144","21","21","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","covid","US","core","22","static","Crash","1.489314416","1.097616528","0.079310784","0.4146404","0.017088718","0.011580865","7","7","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","covid","US","core","22","static","Full Test","0.479083717","0.225016353","0.026131083","0.417871803","0.017088718","0.011580865","7","7","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","covid","US","core","22","static","Pre-crash","0.102047409","0.084172109","0.025195776","0.211839518","0.017088718","0.011580865","7","7","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","covid","US","core","22","static","Recovery","0.2279617","0.155250441","0.020485052","0.22791447","0.017088718","0.011580865","7","7","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","covid","KR","core","252","static","Crash","0.689551497","0.468519625","0.043153126","0.350954966","0.013592097","0.01101622","3","3","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","covid","KR","core","252","static","Full Test","0.308524591","0.181991243","0.027948221","0.30254164","0.013592097","0.01101622","3","3","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","covid","KR","core","252","static","Pre-crash","0.157505153","0.100227094","0.016335746","0.202014862","0.013592097","0.01101622","3","3","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","covid","KR","core","252","static","Recovery","0.257725415","0.165557124","0.028402042","0.268412489","0.013592097","0.01101622","3","3","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","covid","JP","core","252","static","Crash","0.498029223","0.328505993","0.01987922","0.217572936","0.017300362","0.010657069","30","30","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","covid","JP","core","252","static","Full Test","0.21682883","0.133297585","0.018124197","0.249119428","0.017300362","0.010657069","30","30","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","covid","JP","core","252","static","Pre-crash","0.113993457","0.086454509","0.01804443","0.212401819","0.017300362","0.010657069","30","30","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","covid","JP","core","252","static","Recovery","0.180323197","0.121667809","0.017959073","0.229807753","0.017300362","0.010657069","30","30","10","TRUE","","","","CNNBased_GH","dl_results_core.csv"
"TCN","normal","US","core","60","expanding","Full Test","0.15696210081139855","0.093286331","0.018729884327882432","0.2682748380380744","","","","","10","TRUE","0.016902028","44","76","CNNBased_GH","dl_results_core.csv"
"TCN","normal","KR","core","252","expanding","Full Test","0.10077155554737773","0.074884036","0.015213071948452492","0.1895585704448022","","","","","10","TRUE","0.014710481084510549","20","74","CNNBased_GH","dl_results_core.csv"
"TCN","normal","JP","core","22","expanding","Full Test","0.16651142512324965","0.1030245524767327","0.017151841","0.2446751080170138","","","","","10","TRUE","0.015668444313093315","28","73","CNNBased_GH","dl_results_core.csv"
"TCN","911","US","core","22","expanding","Full Test","0.28683839235676306","0.19993552918787355","0.029196320148744567","0.272401311","","","","","10","TRUE","0.021848607350537765","21","7","CNNBased_GH","dl_results_core.csv"
"TCN","911","US","core","22","expanding","Recovery","0.21036078848759093","0.1643635232340206","0.027241180636248755","0.22518829033993595","","","","","10","TRUE","0.021848607350537765","21","7","CNNBased_GH","dl_results_core.csv"
"TCN","911","US","core","22","expanding","Shock","0.4995843393414714","0.35645235538482667","0.037798934","0.31701246464136246","","","","","10","TRUE","0.021848607350537765","21","7","CNNBased_GH","dl_results_core.csv"
"TCN","911","KR","core","60","expanding","Full Test","0.39306836751999796","0.24107650974217584","0.020397208","0.2785259166645488","","","","","10","TRUE","0.011206172602197728","42","7","CNNBased_GH","dl_results_core.csv"
"TCN","911","KR","core","60","expanding","Recovery","0.23780269705512563","0.19107161421294605","0.013338127212357453","0.1672828310261242","","","","","10","TRUE","0.011206172602197728","42","7","CNNBased_GH","dl_results_core.csv"
"TCN","911","KR","core","60","expanding","Shock","0.7415801316030897","0.44294812502684416","0.048894978","0.5414569583571074","","","","","10","TRUE","0.011206172602197728","42","7","CNNBased_GH","dl_results_core.csv"
"TCN","911","JP","core","22","expanding","Full Test","0.2629581709072146","0.20067667378518814","0.017730064416014057","0.19152623353481932","","","","","10","TRUE","0.014561565568080229","22","7","CNNBased_GH","dl_results_core.csv"
"TCN","911","JP","core","22","expanding","Recovery","0.22163843816310416","0.1787189835593814","0.015378753136660312","0.17347415594455604","","","","","10","TRUE","0.014561565568080229","22","7","CNNBased_GH","dl_results_core.csv"
"TCN","911","JP","core","22","expanding","Shock","0.379782515","0.2830180121319635","0.026547481713590608","0.21947698100796564","","","","","10","TRUE","0.014561565568080229","22","7","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","US","core","252","expanding","Full Test","0.6286846592875485","0.32914385637634785","0.023697675","0.3889349528279972","","","","","10","TRUE","0.023362846","26","25","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","US","core","252","expanding","Lehman Crisis","1.174852429468444","0.7717140903075536","0.040637108","0.41541485596250405","","","","","10","TRUE","0.023362846","26","25","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","US","core","252","expanding","Pre-Lehman","0.25129256173270065","0.1736505452819932","0.018751906610708392","0.2254110626687569","","","","","10","TRUE","0.023362846","26","25","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","US","core","252","expanding","Recovery","0.3041132103478177","0.21534609347581862","0.015784182","0.19329799791388627","","","","","10","TRUE","0.023362846","26","25","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","KR","core","60","expanding","Full Test","0.5097055248058431","0.22884636544021944","0.013650224426907736","0.34682094319824297","","","","","10","TRUE","0.013202698887826467","35","24","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","KR","core","60","expanding","Lehman Crisis","0.9724416662686739","0.5027173515093528","0.022659143","0.4175990400993841","","","","","10","TRUE","0.013202698887826467","35","24","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","KR","core","60","expanding","Pre-Lehman","0.17376982722410134","0.13613074226812882","0.011422901","0.152079167","","","","","10","TRUE","0.013202698887826467","35","24","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","KR","core","60","expanding","Recovery","0.19350490151276847","0.1435966156423092","0.008018493","0.14584677704542925","","","","","10","TRUE","0.013202698887826467","35","24","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","JP","core","60","expanding","Full Test","0.3611145910486943","0.20353497908665583","0.015574292542979774","0.2656113508730381","","","","","10","TRUE","0.015587745290539648","43","24","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","JP","core","60","expanding","Lehman Crisis","0.6469804668297874","0.3920721213022868","0.020566161131735764","0.3041265567757055","","","","","10","TRUE","0.015587745290539648","43","24","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","JP","core","60","expanding","Pre-Lehman","0.20039413928512118","0.14708379502761235","0.015286660718359902","0.1861486945359926","","","","","10","TRUE","0.015587745290539648","43","24","CNNBased_GH","dl_results_core.csv"
"TCN","gfc","JP","core","60","expanding","Recovery","0.1685189784840983","0.12747970339539763","0.009218461","0.13578953471440802","","","","","10","TRUE","0.015587745290539648","43","24","CNNBased_GH","dl_results_core.csv"
"TCN","covid","US","core","252","expanding","Crash","0.9170804090912582","0.7209038507370722","0.032075383","0.2553245865534457","","","","","10","TRUE","0.018642171200757618","32","13","CNNBased_GH","dl_results_core.csv"
"TCN","covid","US","core","252","expanding","Full Test","0.34009827081055877","0.18656890755218844","0.018994744","0.29664434958531466","","","","","10","TRUE","0.018642171200757618","32","13","CNNBased_GH","dl_results_core.csv"
"TCN","covid","US","core","252","expanding","Pre-crash","0.094615623","0.076507241","0.023803971096670373","0.19641192428006363","","","","","10","TRUE","0.018642171200757618","32","13","CNNBased_GH","dl_results_core.csv"
"TCN","covid","US","core","252","expanding","Recovery","0.2361836845793363","0.14818934785823026","0.016687367","0.23613475037901502","","","","","10","TRUE","0.018642171200757618","32","13","CNNBased_GH","dl_results_core.csv"
"TCN","covid","KR","core","22","expanding","Crash","0.6885169258886112","0.42799533832640874","0.027047286926992514","0.35042840941592585","","","","","10","TRUE","0.016340228025818776","19","13","CNNBased_GH","dl_results_core.csv"
"TCN","covid","KR","core","22","expanding","Full Test","0.3107115781871591","0.18358682240209273","0.026963955171436998","0.30468621720349526","","","","","10","TRUE","0.016340228025818776","19","13","CNNBased_GH","dl_results_core.csv"
"TCN","covid","KR","core","22","expanding","Pre-crash","0.1538321538010288","0.1034581857068198","0.016004724790686917","0.19730390211972196","","","","","10","TRUE","0.016340228025818776","19","13","CNNBased_GH","dl_results_core.csv"
"TCN","covid","KR","core","22","expanding","Recovery","0.2617938868941206","0.1714614237037798","0.028952617132164012","0.27264966799534857","","","","","10","TRUE","0.016340228025818776","19","13","CNNBased_GH","dl_results_core.csv"
"TCN","covid","JP","core","60","expanding","Crash","0.5563267574532642","0.34707146569302205","0.021316101329531722","0.24304125162974638","","","","","10","TRUE","0.016752539953475348","28","12","CNNBased_GH","dl_results_core.csv"
"TCN","covid","JP","core","60","expanding","Full Test","0.23902950996739186","0.13981629588774272","0.018655047645981488","0.27462627917752386","","","","","10","TRUE","0.016752539953475348","28","12","CNNBased_GH","dl_results_core.csv"
"TCN","covid","JP","core","60","expanding","Pre-crash","0.12191555909602544","0.09803782","0.022465567101199034","0.22716292029390245","","","","","10","TRUE","0.016752539953475348","28","12","CNNBased_GH","dl_results_core.csv"
"TCN","covid","JP","core","60","expanding","Recovery","0.19711867095872135","0.1260573790278486","0.01770716","0.25121226539531993","","","","","10","TRUE","0.016752539953475348","28","12","CNNBased_GH","dl_results_core.csv"
"TCN","normal","US","momentum","60","static","Full Test","0.1654062026455932","0.097766326","0.01967928","0.2827072394918976","0.026676497","0.028554732","26","26","14","TRUE","0.016904717465832664","27","76","CNNBased_GH","dl_results_momentum.csv"
"TCN","normal","KR","momentum","60","static","Full Test","0.10979576741966418","0.084629526","0.017831372","0.20653376441307816","0.013464405957590022","0.010642545839741092","30","30","14","TRUE","0.014136107758367449","46","74","CNNBased_GH","dl_results_momentum.csv"
"TCN","normal","JP","momentum","252","static","Full Test","0.1781763682338557","0.11186460002440296","0.020432349785976786","0.2618158009964131","0.015259044540853726","0.031511335","25","25","14","TRUE","0.015080701230929089","29","73","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","US","momentum","60","static","Full Test","0.33961873422095323","0.21956502706916245","0.036422229","0.3225251247502879","0.020280910239433722","0.036436561","26","26","14","TRUE","0.026482326","33","7","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","US","momentum","60","static","Recovery","0.23034046225184962","0.1642528780482032","0.034249376571160964","0.2465762524638205","0.020280910239433722","0.036436561","26","26","14","TRUE","0.026482326","33","7","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","US","momentum","60","static","Shock","0.6240121564529076","0.46293848276138305","0.045982782","0.39596844037197854","0.020280910239433722","0.036436561","26","26","14","TRUE","0.026482326","33","7","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","KR","momentum","60","static","Full Test","0.7339055226683641","0.44135095485869574","0.047835394872657346","0.5200411056633326","0.023500238","0.056615475565195084","3","3","14","TRUE","0.019802600595462967","14","7","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","KR","momentum","60","static","Recovery","0.3866556187489981","0.31189956796278645","0.032084717676255016","0.27199374665416987","0.023500238","0.056615475565195084","3","3","14","TRUE","0.019802600595462967","14","7","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","KR","momentum","60","static","Shock","1.452407645371622","0.9639509982532926","0.11142146207294822","1.0604602152130396","0.023500238","0.056615475565195084","3","3","14","TRUE","0.019802600595462967","14","7","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","JP","momentum","22","static","Full Test","0.31366021459728227","0.2458008711499379","0.028029073853404966","0.22845519233832037","0.025267620662647063","0.060584515","5","5","14","TRUE","0.013355760651838244","22","7","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","JP","momentum","22","static","Recovery","0.2845305543545954","0.23096169460387456","0.02834077","0.22269917693959249","0.025267620662647063","0.060584515","5","5","14","TRUE","0.013355760651838244","22","7","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","JP","momentum","22","static","Shock","0.40463172415884846","0.30144778319767546","0.026860214","0.23383738264781098","0.025267620662647063","0.060584515","5","5","14","TRUE","0.013355760651838244","22","7","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","US","momentum","60","static","Full Test","0.6383575406990376","0.3393343460609207","0.028480583","0.39491906842539665","0.017877644","0.013151091167265438","39","39","14","TRUE","0.025634781384450158","21","25","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","US","momentum","60","static","Lehman Crisis","1.1782222399621927","0.773368224","0.046013874","0.4166063837712476","0.017877644","0.013151091167265438","39","39","14","TRUE","0.025634781384450158","21","25","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","US","momentum","60","static","Pre-Lehman","0.2678731221001984","0.18121610882004244","0.022859123","0.2402839331839481","0.017877644","0.013151091167265438","39","39","14","TRUE","0.025634781384450158","21","25","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","US","momentum","60","static","Recovery","0.35232798334372983","0.24762679412961006","0.022066562865609436","0.2239438849482678","0.017877644","0.013151091167265438","39","39","14","TRUE","0.025634781384450158","21","25","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","KR","momentum","22","static","Full Test","0.6365465214801407","0.2814733477399919","0.018026835702012477","0.4331278634921562","0.012523677096946626","0.014363020778663697","5","5","14","TRUE","0.014774560488021206","35","24","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","KR","momentum","22","static","Lehman Crisis","1.2201873052237409","0.6545047133655871","0.029202095","0.5239893199538265","0.012523677096946626","0.014363020778663697","5","5","14","TRUE","0.014774560488021206","35","24","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","KR","momentum","22","static","Pre-Lehman","0.20199844075198467","0.1519540239464153","0.015106572","0.17678417008363004","0.012523677096946626","0.014363020778663697","5","5","14","TRUE","0.014774560488021206","35","24","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","KR","momentum","22","static","Recovery","0.24365722280357952","0.17647475898265838","0.011581735835462525","0.18364713437192828","0.012523677096946626","0.014363020778663697","5","5","14","TRUE","0.014774560488021206","35","24","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","JP","momentum","22","static","Full Test","0.4154751453073369","0.2389454912298765","0.021873290353302093","0.3055952800987009","0.013109912237031526","0.014765326717966482","8","8","14","TRUE","0.017267017104160155","36","24","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","JP","momentum","22","static","Lehman Crisis","0.7405319472407764","0.45810367454562273","0.028553262","0.34810236605798045","0.013109912237031526","0.014765326717966482","8","8","14","TRUE","0.017267017104160155","36","24","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","JP","momentum","22","static","Pre-Lehman","0.22389702412479087","0.16310085899563043","0.020043383098955342","0.20798082668487483","0.013109912237031526","0.014765326717966482","8","8","14","TRUE","0.017267017104160155","36","24","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","JP","momentum","22","static","Recovery","0.2386055991654306","0.1873212085141764","0.018566375460364652","0.19226406178330643","0.013109912237031526","0.014765326717966482","8","8","14","TRUE","0.017267017104160155","36","24","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","US","momentum","22","static","Crash","1.1908023845988829","0.8739546991529918","0.060317676947022815","0.3315315903605918","0.016343607","0.011025259998742955","15","15","14","TRUE","0.020557885274295834","26","13","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","US","momentum","22","static","Full Test","0.3975471984069209","0.20197185381285607","0.022504391108383797","0.34675310115462016","0.016343607","0.011025259998742955","15","15","14","TRUE","0.020557885274295834","26","13","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","US","momentum","22","static","Pre-crash","0.10139767607571382","0.084980226","0.030869870843432307","0.21049074201587414","0.016343607","0.011025259998742955","15","15","14","TRUE","0.020557885274295834","26","13","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","US","momentum","22","static","Recovery","0.21718832293497575","0.14980032900348306","0.016843605726414437","0.21714332432755343","0.016343607","0.011025259998742955","15","15","14","TRUE","0.020557885274295834","26","13","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","KR","momentum","22","static","Crash","0.6819835169836094","0.36907412324632916","0.022617416","0.3471031576979832","0.013626945497647803","0.010519684452031339","6","6","14","TRUE","0.015042167858652747","15","13","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","KR","momentum","22","static","Full Test","0.30447345815883975","0.16781377347726975","0.023023628250710568","0.2985690676431879","0.013626945497647803","0.010519684452031339","6","6","14","TRUE","0.015042167858652747","15","13","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","KR","momentum","22","static","Pre-crash","0.15360923139761493","0.11028787408556256","0.015897303118827307","0.19701798361064124","0.013626945497647803","0.010519684452031339","6","6","14","TRUE","0.015042167858652747","15","13","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","KR","momentum","22","static","Recovery","0.254108212","0.15628741479789218","0.024367127393217513","0.2646452916453316","0.013626945497647803","0.010519684452031339","6","6","14","TRUE","0.015042167858652747","15","13","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","JP","momentum","60","static","Crash","0.3719421839034304","0.28401899651477214","0.017174256","0.16248956696530117","0.019922512942964314","0.012122745","18","18","14","TRUE","0.017717591","32","12","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","JP","momentum","60","static","Full Test","0.19546226871152644","0.13334462052884222","0.018467325075145424","0.2245709142070646","0.019922512942964314","0.012122745","18","18","14","TRUE","0.017717591","32","12","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","JP","momentum","60","static","Pre-crash","0.11488501896279081","0.092559399","0.019132785610004224","0.21406304986103064","0.019922512942964314","0.012122745","18","18","14","TRUE","0.017717591","32","12","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","JP","momentum","60","static","Recovery","0.1800369904525758","0.12518923978010812","0.018481347226818025","0.22944300510233379","0.019922512942964314","0.012122745","18","18","14","TRUE","0.017717591","32","12","CNNBased_GH","dl_results_momentum.csv"
"TCN","normal","US","momentum","252","expanding","Full Test","0.16334298866243205","0.094436657","0.018750776243948716","0.27918085704473905","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","normal","KR","momentum","22","expanding","Full Test","0.10170176493062585","0.077032784","0.015593587021400358","0.19130836144430657","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","normal","JP","momentum","252","expanding","Full Test","0.17044109799647802","0.10525194555521011","0.018136787456063903","0.2504494453276037","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","US","momentum","22","expanding","Full Test","0.29647598993042323","0.20928428460050513","0.032756781","0.28155383081889884","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","US","momentum","22","expanding","Recovery","0.22234514850688417","0.16526558643037623","0.031763917","0.23801738060417083","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","US","momentum","22","expanding","Shock","0.5070748088637406","0.40296655654907226","0.037125382","0.32176556","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","KR","momentum","22","expanding","Full Test","0.4013745992868868","0.2729439608314458","0.024811261204988968","0.28441166328796086","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","KR","momentum","22","expanding","Recovery","0.323643865","0.25624785182672905","0.021800772860781508","0.22766798950353137","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","KR","momentum","22","expanding","Shock","0.6233888893514025","0.34034677125789503","0.036964714150122806","0.4551608619451037","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","JP","momentum","22","expanding","Full Test","0.3489976229303298","0.26537496882273737","0.027813203","0.2541932810144036","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","JP","momentum","22","expanding","Recovery","0.2853240482005159","0.22574099472590856","0.025051549","0.2233202365189194","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","911","JP","momentum","22","expanding","Shock","0.5227428354808983","0.4140023716858455","0.038169407","0.30209400091121213","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","US","momentum","60","expanding","Full Test","0.6098434668470758","0.3401153358490077","0.026543818035072577","0.37727887344892846","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","US","momentum","60","expanding","Lehman Crisis","1.122617039088045","0.7782204826672872","0.04416671","0.3969449982793256","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","US","momentum","60","expanding","Pre-Lehman","0.2617890959078172","0.17848591553870022","0.020036007386314232","0.23482652210948912","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","US","momentum","60","expanding","Recovery","0.33549966349883187","0.2547216899693012","0.02313086","0.2132476033544727","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","KR","momentum","22","expanding","Full Test","0.5271426629454514","0.23521185721453855","0.015085222882773383","0.3586857639661965","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","KR","momentum","22","expanding","Lehman Crisis","0.9954673043015659","0.4831758020287853","0.021083649918690186","0.427487021","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","KR","momentum","22","expanding","Pre-Lehman","0.2061077713260695","0.15425358457998795","0.014397234804850837","0.1803805572261963","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","KR","momentum","22","expanding","Recovery","0.1878206673787115","0.14775910079479218","0.008602502","0.1415625071280126","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","JP","momentum","60","expanding","Full Test","0.49333468612510856","0.234363705","0.016906061","0.36286346678400194","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","JP","momentum","60","expanding","Lehman Crisis","0.9415053237889229","0.5093873007255688","0.026856888141745302","0.44257406056318005","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","JP","momentum","60","expanding","Pre-Lehman","0.19392978466736366","0.14638628684226357","0.014550052963084675","0.1801438723520405","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","gfc","JP","momentum","60","expanding","Recovery","0.17766590728232218","0.14367610370958006","0.010649179325571715","0.14315996394884492","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","US","momentum","22","expanding","Crash","1.4650433237151033","0.9533578611555553","0.037773371139046295","0.4078830789560809","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","US","momentum","22","expanding","Full Test","0.4941763658179785","0.22266402882674047","0.023144273050553103","0.4310360833918052","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","US","momentum","22","expanding","Pre-crash","0.09321028","0.074559207","0.021511101328174336","0.19349458176670997","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","US","momentum","22","expanding","Recovery","0.28124234578974266","0.1697426657192409","0.021841929042349457","0.2811840760184322","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","KR","momentum","22","expanding","Crash","0.6484692716420818","0.4241099471137637","0.025013053127215003","0.3300457067534779","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","KR","momentum","22","expanding","Full Test","0.29598536646023843","0.17338067112911132","0.023531064397169545","0.290245578","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","KR","momentum","22","expanding","Pre-crash","0.13833318907795847","0.098753827","0.013690203727410281","0.1774250527171906","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","KR","momentum","22","expanding","Recovery","0.25234418461543806","0.15956100837017098","0.025162879","0.26280811585100955","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","JP","momentum","22","expanding","Crash","0.3997164542256523","0.3207724125761735","0.017253698","0.1746232515881962","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","JP","momentum","22","expanding","Full Test","0.2121625477872001","0.14088751156540477","0.019339224491123855","0.24375823339792171","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
"TCN","covid","JP","momentum","22","expanding","Pre-crash","0.11940088036429877","0.096805427","0.019417114948542008","0.22247736769884718","","","","","14","TRUE","","","","CNNBased_GH","dl_results_momentum.csv"
