model,regime,country,feature_set,protocol,phase,RMSE,MAE,QLIKE,RMSE_CV,best_val_qlike,n_features
LightGBM,911,KR,core,static,Shock,0.6575346355166296,0.2886807310465819,0.038093171704017374,0.4800920225348907,0.016761174991970426,10
LightGBM,911,KR,core,static,Recovery,0.25572291955913856,0.19668779006990625,0.013618953892028626,0.1798888508634406,0.016761174991970426,10
LightGBM,911,KR,core,expanding,Full Test,0.39468477233955357,0.22239653165595896,0.01986956233571887,0.2796712915763661,0.016761174991970426,10
LightGBM,911,KR,core,expanding,Shock,0.6675378617838565,0.30085235003883415,0.0401081254757039,0.48739577335059303,0.016761174991970426,10
LightGBM,911,KR,core,expanding,Recovery,0.2897984420971451,0.20296252159781553,0.014856340273520742,0.2038593522267949,0.016761174991970426,10
XGBoost,911,KR,core,static,Full Test,0.3597852253535634,0.211265876435075,0.01754125080654642,0.2549416793262007,0.015991297315756076,10
XGBoost,911,KR,core,static,Shock,0.6390607635086282,0.29264334905441686,0.03566021204042404,0.46660351851197557,0.015991297315756076,10
XGBoost,911,KR,core,static,Recovery,0.2456560535564056,0.1911081538596417,0.013053067748613435,0.1728072918066699,0.015991297315756076,10
XGBoost,911,KR,core,expanding,Full Test,0.39673584744386703,0.21559200097567313,0.018897830550530362,0.28112467124476126,0.015991297315756076,10
XGBoost,911,KR,core,expanding,Shock,0.6444609221849735,0.28650001090396854,0.036100219658402995,0.47054638777071656,0.015991297315756076,10
XGBoost,911,KR,core,expanding,Recovery,0.30579123528576535,0.19802763154389355,0.014636688294451819,0.21510951781131632,0.015991297315756076,10
Ridge,911,JP,core,static,Full Test,0.21503243158422722,0.16897091151511584,0.011529606019278998,0.15661940302420327,0.011433712818265445,10
Ridge,911,JP,core,static,Shock,0.29217732902512167,0.223190194759854,0.01396062187524195,0.168849790197247,0.011433712818265445,10
Ridge,911,JP,core,static,Recovery,0.18922114392820288,0.15451243598318568,0.010881335124355546,0.14810146909094118,0.011433712818265445,10
Ridge,911,JP,core,expanding,Full Test,0.21364891334508948,0.166186196967696,0.011334661388780722,0.15561171409518712,0.011433712818265445,10
Ridge,911,JP,core,expanding,Shock,0.28897211505920123,0.21663917696857452,0.01381871601983036,0.16699749143235404,0.011433712818265445,10
Ridge,911,JP,core,expanding,Recovery,0.18854738965223228,0.15273206896746175,0.010672246820500818,0.14757412845655937,0.011433712818265445,10
ElasticNet,911,JP,core,static,Full Test,0.21533467098547318,0.1683768948304185,0.011454170162098537,0.15683953983912366,0.011834303761264472,10
ElasticNet,911,JP,core,static,Shock,0.2946471758160524,0.2265351384833585,0.014400949845421436,0.1702771189837051,0.011834303761264472,10
ElasticNet,911,JP,core,static,Recovery,0.18863431239208403,0.15286802985630116,0.010668362246545764,0.14764216200292848,0.011834303761264472,10
ElasticNet,911,JP,core,expanding,Full Test,0.21375804569042867,0.16635585284455806,0.011292658258226637,0.1556912009086493,0.011834303761264472,10
ElasticNet,911,JP,core,expanding,Shock,0.2906431367405859,0.2198961036691141,0.014101124896292021,0.16796317778884953,0.011834303761264472,10
ElasticNet,911,JP,core,expanding,Recovery,0.18801840479286575,0.1520784526246764,0.0105437338214092,0.14716009737539873,0.011834303761264472,10
Huber,911,JP,core,static,Full Test,0.21902688101245157,0.17065784342712123,0.011801035827849733,0.1595287701380371,0.01198200766923033,10
Huber,911,JP,core,static,Shock,0.30215979828504175,0.2366591851284747,0.015018231744490676,0.17461867666702183,0.01198200766923033,10
