source_branch,regime,country,feature_set,L,val_qlike,val_mse,val_rmse,val_rmse_cv,best_epoch,epochs_used,is_best_L
CNNBased_GH,gfc,JP,core,252,0.012093517182418289,0.014316143686713478,0.11965008767677955,0.17103050861829044,21,31,True
CNNBased_GH,gfc,JP,momentum,22,0.013109912237031526,0.014765326717966482,0.12151266279895476,0.17369291511268387,8,18,True
CNNBased_GH,gfc,JP,momentum,60,0.013114594493369503,0.014842344199114966,0.12182915802653743,0.17414532046231432,11,21,False
CNNBased_GH,gfc,JP,momentum,252,0.015291325483010024,0.01645557483590325,0.12827928532815527,0.18336527653981005,25,35,False
CNNBased_GH,gfc,JP,extended,22,0.0476611997998323,0.054081537885221874,0.2325543787826104,0.33241842489948575,32,42,True
CNNBased_GH,gfc,JP,extended,60,0.061482303888089965,0.07787029837307177,0.27905250675492665,0.39888388791182056,10,20,False
CNNBased_GH,gfc,JP,extended,252,0.058348858059722765,0.0747600734716485,0.2734228865200078,0.39083678296771907,25,35,False
CNNBased_GH,covid,US,core,22,0.01708871848094635,0.011580864608990979,0.10761442697400717,0.19651440835618156,7,17,True
CNNBased_GH,covid,US,core,60,0.018647847971699435,0.011561647794362771,0.10752510314354675,0.19635129435568352,10,20,False
CNNBased_GH,covid,US,core,252,0.018455756186009656,0.012193719332805839,0.11042517525861244,0.2016471080482105,13,23,False
CNNBased_GH,covid,US,momentum,22,0.01634360680322526,0.011025259998742955,0.10500123865563918,0.19174247237373745,15,25,True
CNNBased_GH,covid,US,momentum,60,0.01749206187815313,0.010830606339521796,0.10407020026273277,0.19004230573173986,11,21,False
CNNBased_GH,covid,US,momentum,252,0.0172612414364252,0.010923201027494597,0.1045141170044344,0.19085294086968443,11,21,False
CNNBased_GH,covid,US,extended,22,0.021850591033476006,0.012849021815212375,0.11335352659673868,0.20699456235198993,9,19,False
CNNBased_GH,covid,US,extended,60,0.02007124634492152,0.013453886978866824,0.11599089251219433,0.21181064897780738,33,43,True
CNNBased_GH,covid,US,extended,252,0.02129911897866682,0.013155494135875538,0.11469740165348967,0.209448608887459,17,27,False
CNNBased_GH,covid,KR,core,22,0.014075376518041458,0.011770201440216328,0.10849055824946391,0.1810512206244303,3,13,False
CNNBased_GH,covid,KR,core,60,0.014604634655183033,0.011881220078437912,0.10900100910123348,0.18190307124878743,2,12,False
CNNBased_GH,covid,KR,core,252,0.013592096508549752,0.01101622041694972,0.10495818448994211,0.17515632441242476,3,13,True
CNNBased_GH,covid,KR,momentum,22,0.013626945497647803,0.010519684452031339,0.10256551220477628,0.17116338489055943,6,16,True
CNNBased_GH,covid,KR,momentum,60,0.014759679879436273,0.011300322443855051,0.10630297481329017,0.1774005374891631,6,16,False
CNNBased_GH,covid,KR,momentum,252,0.01388490107455328,0.011152906563817238,0.10560732394870778,0.17623962136712162,6,16,False
CNNBased_GH,covid,KR,extended,22,0.017617679744783822,0.013264117526764773,0.11516995022974369,0.19219792399264402,12,22,False
CNNBased_GH,covid,KR,extended,60,0.016182918159247328,0.012993285018114411,0.11398809112793784,0.19022561380786257,20,30,True
CNNBased_GH,covid,KR,extended,252,0.016425938313697815,0.012791275366076401,0.11309852247962698,0.18874108379709822,19,29,False
CNNBased_GH,covid,JP,core,22,0.01783679534137075,0.010168798834818053,0.10084046263630969,0.19385327700043767,11,21,False
CNNBased_GH,covid,JP,core,60,0.017596728749330697,0.010643653971022267,0.10316808454097143,0.1983278412977479,20,30,False
CNNBased_GH,covid,JP,core,252,0.01730036168772716,0.010657069076507287,0.10323308203582594,0.19845279091663065,30,40,True
CNNBased_GH,covid,JP,momentum,22,0.020393092775433063,0.011736063364597045,0.10833311263507342,0.2082569669251473,18,28,False
CNNBased_GH,covid,JP,momentum,60,0.019922512942964314,0.01212274541135363,0.11010333778571142,0.21166000512537278,18,28,True
CNNBased_GH,covid,JP,momentum,252,0.020594316897704218,0.011808111550574771,0.10866513626692817,0.20889524115945704,11,21,False
CNNBased_GH,covid,JP,extended,22,0.02279864677563235,0.01202690315717309,0.10966723831261944,0.21082165800015237,13,23,False
CNNBased_GH,covid,JP,extended,60,0.02150896440821657,0.01195511866017989,0.10933946625770444,0.21019155689496802,11,21,True
CNNBased_GH,covid,JP,extended,252,0.02373190894077554,0.012991039698094006,0.11397824271776012,0.2191090290539116,18,28,False
LSTM_HS,normal,US,core,22,0.025800115961023672,0.027498613476105358,0.16582705805060272,0.2577829709745909,31,41,False
LSTM_HS,normal,US,core,60,0.025280974892235974,0.02744353787141591,0.16566091282505765,0.25752469340301887,37,47,True
LSTM_HS,normal,US,core,252,0.026680925199780173,0.027730490688396538,0.16652474622809482,0.2588675474805124,25,35,False
LSTM_HS,normal,US,momentum,22,0.02808609667537227,0.029330365702127045,0.17126110261381308,0.26623035084359414,44,54,False
LSTM_HS,normal,US,momentum,60,0.026830580335961824,0.028346457367711388,0.16836406125504597,0.2617268160328194,37,47,True
LSTM_HS,normal,US,momentum,252,0.027234440165185374,0.027990606775426346,0.1673039380109997,0.2600788237047756,37,47,False
LSTM_HS,normal,US,extended,22,0.03269957191920404,0.03097869569192762,0.1760076583489766,0.2736090093911851,23,33,False
LSTM_HS,normal,US,extended,60,0.031157675271434187,0.03089170458288532,0.17576036069467,0.27322457801556027,24,34,True
