date,protocol,RV_target,RV_pred
2001-09-03,static,1.116291730746493,1.345787983857869
2001-09-04,static,2.040702688703575,1.2356376543711107
2001-09-05,static,1.930827560106288,1.5461501557851296
2001-09-06,static,2.298458283148946,1.562100293236396
2001-09-07,static,1.679522244445426,1.7527869892044488
2001-09-11,static,1.530763277821558,1.6015883273166502
2001-09-12,static,2.979159320821396,1.600241175654467
2001-09-13,static,2.138351542033256,2.0615235867878487
2001-09-14,static,2.655758442307395,1.8632331582614174
2001-09-17,static,1.945094081702734,2.0309729578681806
2001-09-18,static,2.409880909745957,1.8697849640557391
2001-09-19,static,2.355249427034853,2.0690721585877117
2001-09-20,static,1.658561722954259,2.005132062136771
2001-09-21,static,1.756886441944385,1.784635050324934
2001-09-25,static,1.896210555918567,1.7357060423090571
2001-09-26,static,1.453783593946843,1.7696289003596197
2001-09-27,static,1.203767457794071,1.5735084375777615
2001-09-28,static,1.405472906802547,1.410677341425089
2001-10-01,static,1.812134316781182,1.4430363630809198
2001-10-02,static,1.297813488243592,1.5551973070592255
2001-10-03,static,1.602362747303806,1.3704338907016185
2001-10-04,static,1.444450352635216,1.4633988003668184
2001-10-05,static,1.461636897047964,1.4423547171796514
2001-10-09,static,1.378160557156894,1.4527522104160235
2001-10-10,static,1.072034484106738,1.3920110681461098
2001-10-11,static,1.235942899010306,1.2904841929512136
2001-10-12,static,1.653264453497988,1.2983299470307834
2001-10-15,static,1.038599919385227,1.4242789134804512
2001-10-16,static,1.226180302649655,1.2271721393176072
2001-10-17,static,1.231554787002592,1.2570207499424422
2001-10-18,static,1.126090019233809,1.2688805890762689
2001-10-19,static,0.904997295846914,1.227000545087814
2001-10-22,static,0.6510661514367845,1.1025885883103004
2001-10-23,static,1.28461675029014,0.997831652519496
2001-10-24,static,1.302556058222831,1.1636023517042777
2001-10-25,static,1.307227792628354,1.1730776935875253
2001-10-26,static,1.149830147419609,1.1881388434426394
2001-10-29,static,1.018755773400082,1.1655345054459798
2001-10-30,static,1.203195138621329,1.1612438532574907
2001-10-31,static,0.8309624067730063,1.202203692677589
2001-11-01,static,0.964742207272123,1.063620822290697
2001-11-02,static,1.450916029885948,1.0664068202077606
2001-11-05,static,0.6997014862523588,1.2186650702253987
2001-11-06,static,0.9123075437988514,0.9935498960055462
2001-11-07,static,1.213561969127247,1.0222426373037783
2001-11-08,static,1.21323531993509,1.132062834972711
2001-11-09,static,1.313793782462453,1.1525076896465292
2001-11-12,static,1.08985673035404,1.167790173629505
2001-11-13,static,0.8702096478270717,1.1422825050545202
2001-11-14,static,1.205267732740738,1.0790463328317035
2001-11-15,static,1.251470294500433,1.165872358271327
2001-11-16,static,2.168863245194357,1.181194880816022
2001-11-19,static,1.546317303057817,1.4950487426568033
2001-11-20,static,1.662230290121979,1.373627330957135
2001-11-21,static,1.768174193041511,1.473494247393469
2001-11-22,static,1.272999321605083,1.5525492703117267
2001-11-26,static,1.471152070299328,1.4258131587798288
2001-11-27,static,1.432588296834788,1.4186037970586594
2001-11-28,static,1.410209914494293,1.3993676084128153
2001-11-30,static,1.216180487723759,1.3730537375707947
2001-12-03,static,1.468361635735557,1.2765166587402663
2001-12-04,static,1.331346490061096,1.3594490110678694
2001-12-05,static,1.190090792703649,1.3137173930711545
2001-12-06,static,1.86793023772249,1.2572380843288429
2001-12-07,static,1.073351474822203,1.473430819432582
2001-12-10,static,0.937927963836522,1.2563409410676556
2001-12-11,static,1.022902054277437,1.1762626703094
2001-12-12,static,1.622677276741127,1.1714954607182086
2001-12-13,static,1.11530008984533,1.365267780783751
2001-12-14,static,1.468674680769026,1.169031730780112
2001-12-17,static,1.199209643201304,1.2955840302533344
2001-12-18,static,1.593319200698655,1.2489324781439586
2001-12-19,static,1.549954923680363,1.400948386105259
2001-12-20,static,1.138688729729508,1.3845329473106402
2001-12-21,static,1.047165361385202,1.276281706506433
2001-12-25,static,1.067797657024963,1.2150634314707707
2001-12-26,static,1.005832145184275,1.207251841156457
2001-12-27,static,1.067919646339087,1.1387276824606563
2002-01-07,static,1.09321480766316,1.1132394397730976
2002-01-08,static,1.163967442055404,1.1146649473078067
2002-01-09,static,1.123580248861202,1.1420311552681022
2002-01-10,static,1.26432152352319,1.1353112702124832
2002-01-11,static,0.9711792841525148,1.1939410102810473
2002-01-15,static,1.028332425599815,1.1079604793126723
2002-01-16,static,1.065336650770544,1.1162615865650058
2002-01-17,static,1.271108711202547,1.1170729937509523
2002-01-21,static,1.014108307623993,1.1809792370129788
2002-01-22,static,1.111896782800904,1.0928389024781449
2002-01-23,static,1.021061237763926,1.1307517541590117
2002-01-24,static,1.369562553812348,1.1065518598669306
2002-01-25,static,1.368621069919647,1.2219667905738771
2002-01-29,static,1.177249970364408,1.2308563192342146
2002-01-30,static,0.9733157602213672,1.1940430494020644
2002-01-31,static,0.9758415498924566,1.1285851712420376
2002-02-01,static,1.252456567682089,1.1233106654074017
2002-02-04,static,0.92524799077533,1.1841603269731917
2002-02-05,static,1.298155541558484,1.0608821185446617
2002-02-06,static,1.267786545761155,1.1687824365213144
2002-02-07,static,1.496897736363777,1.1865682592875135
2002-02-08,static,1.619367114078213,1.2919184880970538
2002-02-12,static,1.107073190559233,1.3567125302479108
2002-02-13,static,1.43419897366021,1.239223097872124
2002-02-14,static,1.611040069796528,1.336590537625986
