regime,country,tier,model,feature,importance_raw,importance_norm,rank
911,KR,extended,LightGBM,fx_level,101.0,0.5976331360946746,12
911,KR,extended,LightGBM,fx_change,122.0,0.7218934911242604,9
911,KR,extended,LightGBM,rate_3y,67.0,0.39644970414201186,19
911,KR,extended,LightGBM,rate_10y,9.0,0.05325443786982249,27
911,KR,extended,LightGBM,rate_spread,30.0,0.17751479289940827,24
911,KR,extended,LightGBM,policy_rate,14.0,0.08284023668639054,25
911,KR,extended,LightGBM,gold_chg,108.0,0.6390532544378699,11
911,KR,extended,LightGBM,crb_chg,143.0,0.8461538461538461,5
911,KR,extended,LightGBM,wti_chg,143.0,0.8461538461538461,6
911,KR,extended,LightGBM,natgas_chg,139.0,0.8224852071005917,8
911,KR,extended,LightGBM,corn_chg,82.0,0.48520710059171596,16
911,KR,extended,LightGBM,epu,12.0,0.07100591715976332,26
911,KR,extended,LightGBM,spillover_SP500,150.0,0.8875739644970414,3
911,KR,extended,LightGBM,spillover_Nikkei,87.0,0.514792899408284,14
911,KR,momentum,LightGBM,RV_d,336.0,0.9491525423728814,2
911,KR,momentum,LightGBM,RV_w,292.0,0.8248587570621468,6
911,KR,momentum,LightGBM,RV_m,176.0,0.4971751412429379,9
911,KR,momentum,LightGBM,log_return,332.0,0.9378531073446328,4
911,KR,momentum,LightGBM,neg_return,56.0,0.15819209039548024,12
911,KR,momentum,LightGBM,semivariance,6.0,0.01694915254237288,14
911,KR,momentum,LightGBM,parkinson_rv,354.0,1.0,1
911,KR,momentum,LightGBM,hl_range,300.0,0.847457627118644,5
911,KR,momentum,LightGBM,weekday_sin,99.0,0.2796610169491525,11
911,KR,momentum,LightGBM,weekday_cos,41.0,0.11581920903954802,13
911,KR,momentum,LightGBM,momentum_1w,334.0,0.943502824858757,3
911,KR,momentum,LightGBM,momentum_1m,169.0,0.4774011299435028,10
911,KR,momentum,LightGBM,momentum_3m,181.0,0.5112994350282486,8
911,KR,momentum,LightGBM,momentum_6m,191.0,0.53954802259887,7
covid,KR,core,Huber,RV_d,0.13294236798655915,0.022680107963002252,4
covid,KR,core,Huber,RV_w,0.1632836458066375,0.027856361907601736,3
covid,KR,core,Huber,RV_m,0.09209033586038734,0.015710708266260823,5
covid,KR,core,Huber,log_return,0.07429472191335357,0.01267475778862648,6
covid,KR,core,Huber,neg_return,5.861628533842352,1.0,1
covid,KR,core,Huber,semivariance,0.001961990657165394,0.000334717672032228,10
covid,KR,core,Huber,parkinson_rv,0.03351179827031573,0.005717148071876952,7
covid,KR,core,Huber,hl_range,0.21562160788795826,0.03678527334904593,2
covid,KR,core,Huber,weekday_sin,0.010143072207113456,0.0017304187988972713,8
covid,KR,core,Huber,weekday_cos,0.005481899320767513,0.0009352177964054773,9
covid,KR,extended,Huber,RV_d,0.11866956811426259,0.019615812740580815,4
covid,KR,extended,Huber,RV_w,0.17917448349906695,0.02961713918789907,3
covid,KR,extended,Huber,RV_m,0.0794072978424205,0.013125847759154681,5
covid,KR,extended,Huber,log_return,0.06835160621803743,0.011298366796110362,6
covid,KR,extended,Huber,neg_return,6.049689079094912,1.0,1
covid,KR,extended,Huber,semivariance,0.0020876381113583416,0.0003450818850463421,24
covid,KR,extended,Huber,parkinson_rv,0.030446666148319177,0.005032765444678733,7
covid,KR,extended,Huber,hl_range,0.2137853763772689,0.03533824194635357,2
covid,KR,extended,Huber,weekday_sin,0.010888391433823323,0.0017998266177759214,10
covid,KR,extended,Huber,weekday_cos,0.005095696900212161,0.0008423072382051283,17
covid,KR,extended,Huber,momentum_1w,0.008400743184133648,0.0013886239564216538,12
covid,KR,extended,Huber,momentum_1m,0.0078697828918533,0.0013008574141517189,14
covid,KR,extended,Huber,momentum_3m,0.002568775219226817,0.00042461276697729547,21
covid,KR,extended,Huber,momentum_6m,0.006343358560368743,0.0010485429048392957,15
covid,KR,extended,Huber,fx_level,0.00818309221755263,0.001352646741107709,13
covid,KR,extended,Huber,fx_change,0.003309095205999782,0.0005469859959306955,19
covid,KR,extended,Huber,rate_3y,0.008426788365707726,0.001392929166364439,11
covid,KR,extended,Huber,rate_10y,0.0011967499464420638,0.00019782007484938523,27
covid,KR,extended,Huber,rate_spread,0.014243637350531194,0.0023544412224011635,9
covid,KR,extended,Huber,policy_rate,0.002356682901188865,0.000389554383767016,22
covid,KR,extended,Huber,gold_chg,0.0009414234996982601,0.00015561518739060646,28
covid,KR,extended,Huber,crb_chg,0.0018030946482126603,0.00029804749048068755,25
covid,KR,extended,Huber,wti_chg,0.0013558467041987065,0.00022411841112362645,26
covid,KR,extended,Huber,natgas_chg,0.0030206022405768473,0.0004992987575204042,20
covid,KR,extended,Huber,corn_chg,0.0021960424368429893,0.0003630008762651216,23
covid,KR,extended,Huber,epu,0.00360500391423505,0.0005958990399510567,18
covid,KR,extended,Huber,spillover_SP500,0.016237545140148458,0.002684029696048072,8
covid,KR,extended,Huber,spillover_Nikkei,0.005815071733420195,0.0009612182803765152,16
covid,KR,momentum,Huber,RV_d,0.12333574255664656,0.0275528211500411,4
covid,KR,momentum,Huber,RV_w,0.1734655480037917,0.03875166371700558,3
covid,KR,momentum,Huber,RV_m,0.09292295731293312,0.02075869955053979,5
covid,KR,momentum,Huber,log_return,0.06562907793996525,0.014661331818644999,6
covid,KR,momentum,Huber,neg_return,4.476338081135571,1.0,1
covid,KR,momentum,Huber,semivariance,0.0025786362966416314,0.0005760593257038965,14
covid,KR,momentum,Huber,parkinson_rv,0.03656681419703669,0.008168912520512817,7
covid,KR,momentum,Huber,hl_range,0.206877483763982,0.046215786210567156,2
covid,KR,momentum,Huber,weekday_sin,0.010458413436293614,0.0023363770221842784,9
covid,KR,momentum,Huber,weekday_cos,0.005537623944670132,0.0012370879599123868,12
covid,KR,momentum,Huber,momentum_1w,0.012220306502626272,0.0027299784513876994,8
covid,KR,momentum,Huber,momentum_1m,0.008454494186873888,0.0018887076967004078,11
covid,KR,momentum,Huber,momentum_3m,0.002638618415104756,0.0005894591443449202,13
covid,KR,momentum,Huber,momentum_6m,0.009584744204307197,0.002141202034024139,10
gfc,KR,core,Huber,RV_d,0.12420024586889455,0.014388418986045776,4
gfc,KR,core,Huber,RV_w,0.19893155284096592,0.023045932894866974,2
gfc,KR,core,Huber,RV_m,0.03995841538108317,0.004629124672815737,7
gfc,KR,core,Huber,log_return,0.109188791553275,0.012649363698578643,5
gfc,KR,core,Huber,neg_return,8.6319592159046,1.0,1
gfc,KR,core,Huber,semivariance,0.004185986416609027,0.0004849404766528835,10
gfc,KR,core,Huber,parkinson_rv,0.0779471723084327,0.009030067260375038,6
gfc,KR,core,Huber,hl_range,0.19516130888067984,0.02260915558093582,3
gfc,KR,core,Huber,weekday_sin,0.005590420819077117,0.00064764217244871,9
gfc,KR,core,Huber,weekday_cos,0.01827610330124039,0.002117260154284118,8
gfc,KR,extended,Ridge,RV_d,0.13683229246538636,0.010070170718608688,4
gfc,KR,extended,Ridge,RV_w,0.18709832923598663,0.01376949901683079,3
gfc,KR,extended,Ridge,RV_m,0.00730008002871542,0.0005372492912611711,19
gfc,KR,extended,Ridge,log_return,0.09161942258448257,0.006742730169484534,5
gfc,KR,extended,Ridge,neg_return,13.587882101396126,1.0,1
gfc,KR,extended,Ridge,semivariance,0.005612515761079497,0.0004130530217437509,21
gfc,KR,extended,Ridge,parkinson_rv,0.030904659605001727,0.002274428006836057,6
gfc,KR,extended,Ridge,hl_range,0.2685958735523425,0.01976730969168071,2
gfc,KR,extended,Ridge,weekday_sin,0.002594911177484183,0.00019097245311081712,26
gfc,KR,extended,Ridge,weekday_cos,0.026407027178691977,0.0019434248090788712,7
gfc,KR,extended,Ridge,momentum_1w,0.01713332944530889,0.0012609271494597731,9
gfc,KR,extended,Ridge,momentum_1m,0.00834642465654562,0.0006142550100348635,18
gfc,KR,extended,Ridge,momentum_3m,0.0007901631710533559,5.815204791717823e-05,27
gfc,KR,extended,Ridge,momentum_6m,0.0037789309342218707,0.0002781103711397079,25
gfc,KR,extended,Ridge,fx_level,0.005547878208165809,0.00040829602190879893,22
gfc,KR,extended,Ridge,fx_change,0.004005460068384865,0.0002947817797133604,24
gfc,KR,extended,Ridge,rate_3y,0.01458999131147535,0.001073750213800888,13
gfc,KR,extended,Ridge,rate_10y,0.008438513374792886,0.0006210322780123215,17
gfc,KR,extended,Ridge,rate_spread,0.016071388309016946,0.0011827736058561801,10
gfc,KR,extended,Ridge,policy_rate,0.0005925825194423864,4.3611102526529855e-05,28
gfc,KR,extended,Ridge,gold_chg,0.006848516940771194,0.0005040165118938973,20
gfc,KR,extended,Ridge,crb_chg,0.01586340274015111,0.0011674669107204852,11
gfc,KR,extended,Ridge,wti_chg,0.010699235192605362,0.0007874100697051263,14
gfc,KR,extended,Ridge,natgas_chg,0.01518775221113022,0.0011177424191493176,12
gfc,KR,extended,Ridge,corn_chg,0.009821278525609666,0.0007227968606380939,15
gfc,KR,extended,Ridge,epu,0.00897545259585946,0.0006605483127453139,16
gfc,KR,extended,Ridge,spillover_SP500,0.019204629644952162,0.00141336445971804,8
gfc,KR,extended,Ridge,spillover_Nikkei,0.00465126377159283,0.0003423096945413533,23
gfc,KR,momentum,Huber,RV_d,0.1134142928917913,0.033435993067079034,4
gfc,KR,momentum,Huber,RV_w,0.20032936934281378,0.05905967611039473,2
gfc,KR,momentum,Huber,RV_m,0.040939193375328496,0.012069401051376353,7
gfc,KR,momentum,Huber,log_return,0.07763749848932311,0.022888533667543166,6
gfc,KR,momentum,Huber,neg_return,3.3919821871077795,1.0,1
gfc,KR,momentum,Huber,semivariance,0.008392174367713966,0.002474121002053277,11
gfc,KR,momentum,Huber,parkinson_rv,0.08067746787675258,0.023784755764163765,5
gfc,KR,momentum,Huber,hl_range,0.18578387395550275,0.05477147688499919,3
gfc,KR,momentum,Huber,weekday_sin,0.0025160860563571597,0.0007417745487934107,13
gfc,KR,momentum,Huber,weekday_cos,0.014841018831407845,0.004375323339790957,8
gfc,KR,momentum,Huber,momentum_1w,0.009300993750486729,0.0027420526516435955,10
gfc,KR,momentum,Huber,momentum_1m,0.010397670810479116,0.003065367162008841,9
gfc,KR,momentum,Huber,momentum_3m,0.0009472712070095974,0.00027926774220984375,14
gfc,KR,momentum,Huber,momentum_6m,0.00617508888717101,0.001820495670832601,12
normal,KR,core,LightGBM,RV_d,2134.0,1.0,1
normal,KR,core,LightGBM,RV_w,1812.0,0.8491096532333646,3
normal,KR,core,LightGBM,RV_m,1656.0,0.7760074976569822,6
normal,KR,core,LightGBM,log_return,1837.0,0.8608247422680413,2
normal,KR,core,LightGBM,neg_return,520.0,0.2436738519212746,8
normal,KR,core,LightGBM,semivariance,658.0,0.3083411433926898,7
normal,KR,core,LightGBM,parkinson_rv,1747.0,0.8186504217432052,4
normal,KR,core,LightGBM,hl_range,1673.0,0.7839737582005624,5
normal,KR,core,LightGBM,weekday_sin,432.0,0.20243673851921273,9
normal,KR,core,LightGBM,weekday_cos,242.0,0.1134020618556701,10
normal,KR,extended,XGBoost,RV_d,0.0929824709892273,0.28922087973381816,4
normal,KR,extended,XGBoost,RV_w,0.175875723361969,0.5470593639145557,3
normal,KR,extended,XGBoost,RV_m,0.029233934357762337,0.09093180814706782,5
normal,KR,extended,XGBoost,log_return,0.010538031347095966,0.03277842226007051,8
normal,KR,extended,XGBoost,neg_return,0.009722849354147911,0.030242808282131387,9
normal,KR,extended,XGBoost,semivariance,0.005613118410110474,0.0174595386350867,22
normal,KR,extended,XGBoost,parkinson_rv,0.20813457667827606,0.6474001468178996,2
normal,KR,extended,XGBoost,hl_range,0.3214929401874542,1.0,1
normal,KR,extended,XGBoost,weekday_sin,0.005026496481150389,0.015634858041422523,25
normal,KR,extended,XGBoost,weekday_cos,0.00807614903897047,0.025120766366631492,14
normal,KR,extended,XGBoost,momentum_1w,0.017093932256102562,0.05317047474241746,6
normal,KR,extended,XGBoost,momentum_1m,0.008364344947040081,0.026017196340806265,12
normal,KR,extended,XGBoost,momentum_3m,0.008465126156806946,0.02633067510555955,11
normal,KR,extended,XGBoost,momentum_6m,0.008003365248441696,0.02489437324432425,15
normal,KR,extended,XGBoost,fx_level,0.006218619644641876,0.01934294308614043,17
normal,KR,extended,XGBoost,fx_change,0.008216544054448605,0.025557463406996588,13
normal,KR,extended,XGBoost,rate_3y,0.0056216842494904995,0.017486182577485652,21
normal,KR,extended,XGBoost,rate_10y,0.00622469512745738,0.019361840803807144,16
normal,KR,extended,XGBoost,rate_spread,0.005739110056310892,0.01785143416513148,20
normal,KR,extended,XGBoost,policy_rate,0.003929304890334606,0.012222056534254002,28
normal,KR,extended,XGBoost,gold_chg,0.004011557437479496,0.012477902112377525,27
normal,KR,extended,XGBoost,crb_chg,0.009313713759183884,0.028970196837769743,10
normal,KR,extended,XGBoost,wti_chg,0.00596275832504034,0.018547089468165648,19
normal,KR,extended,XGBoost,natgas_chg,0.005528912413865328,0.017197616876568306,23
normal,KR,extended,XGBoost,corn_chg,0.006066862028092146,0.018870902809109014,18
normal,KR,extended,XGBoost,epu,0.014516382478177547,0.04515303654790497,7
normal,KR,extended,XGBoost,spillover_SP500,0.0046628485433757305,0.014503735418441674,26
normal,KR,extended,XGBoost,spillover_Nikkei,0.00536390021443367,0.016684348375756303,24
normal,KR,momentum,LightGBM,RV_d,884.0,0.8207985143918292,7
normal,KR,momentum,LightGBM,RV_w,779.0,0.72330547818013,9
normal,KR,momentum,LightGBM,RV_m,649.0,0.6025998142989787,10
normal,KR,momentum,LightGBM,log_return,784.0,0.7279480037140205,8
normal,KR,momentum,LightGBM,neg_return,418.0,0.3881151346332405,11
normal,KR,momentum,LightGBM,semivariance,377.0,0.3500464252553389,12
normal,KR,momentum,LightGBM,parkinson_rv,1077.0,1.0,1
normal,KR,momentum,LightGBM,hl_range,971.0,0.9015784586815228,2
normal,KR,momentum,LightGBM,weekday_sin,216.0,0.20055710306406685,13
normal,KR,momentum,LightGBM,weekday_cos,95.0,0.0882079851439183,14
normal,KR,momentum,LightGBM,momentum_1w,964.0,0.8950789229340761,3
normal,KR,momentum,LightGBM,momentum_1m,913.0,0.8477251624883937,4
normal,KR,momentum,LightGBM,momentum_3m,887.0,0.8235840297121634,6
normal,KR,momentum,LightGBM,momentum_6m,891.0,0.8272980501392758,5
911,US,core,XGBoost,RV_d,0.06781826913356781,0.18038723108324997,4
911,US,core,XGBoost,RV_w,0.11977075040340424,0.31857365730584997,3
911,US,core,XGBoost,RV_m,0.045503489673137665,0.12103299909640056,7
911,US,core,XGBoost,log_return,0.058354590088129044,0.15521515163213492,5
911,US,core,XGBoost,neg_return,0.05423170328140259,0.1442488420427483,6
911,US,core,XGBoost,semivariance,0.02030303329229355,0.05400326497532362,10
911,US,core,XGBoost,parkinson_rv,0.1891709417104721,0.5031685829279396,2
911,US,core,XGBoost,hl_range,0.3759593665599823,1.0,1
911,US,core,XGBoost,weekday_sin,0.03424152359366417,0.09107772445456846,9
911,US,core,XGBoost,weekday_cos,0.0346464104950428,0.09215466770267354,8
911,US,extended,XGBoost,RV_d,0.057132456451654434,0.29923818282129405,4
911,US,extended,XGBoost,RV_w,0.10141497105360031,0.5311732338103362,3
911,US,extended,XGBoost,RV_m,0.030174484476447105,0.1580425289422315,8
911,US,extended,XGBoost,log_return,0.02160092629492283,0.11313747619479848,14
911,US,extended,XGBoost,neg_return,0.024426953867077827,0.12793913899412396,11
911,US,extended,XGBoost,semivariance,0.01327789481729269,0.06954458750047121,25
911,US,extended,XGBoost,parkinson_rv,0.1325756460428238,0.6943810553950873,2
911,US,extended,XGBoost,hl_range,0.19092635810375214,1.0,1
911,US,extended,XGBoost,weekday_sin,0.01452571526169777,0.07608019870050779,23
911,US,extended,XGBoost,weekday_cos,0.012889639474451542,0.06751105296549534,27
911,US,extended,XGBoost,momentum_1w,0.04215173050761223,0.22077481038373115,5
911,US,extended,XGBoost,momentum_1m,0.027528343722224236,0.1441830452098444,10
911,US,extended,XGBoost,momentum_3m,0.034284867346286774,0.17957115867498966,7
911,US,extended,XGBoost,momentum_6m,0.028178846463561058,0.14759013236008128,9
911,US,extended,XGBoost,fx_level,0.02070249617099762,0.10843183925263784,15
911,US,extended,XGBoost,fx_change,0.017739398404955864,0.0929122546574529,18
911,US,extended,XGBoost,rate_3y,0.016682488843798637,0.08737656240597819,21
911,US,extended,XGBoost,rate_10y,0.01762385480105877,0.09230708099235681,19
911,US,extended,XGBoost,rate_spread,0.01321969274431467,0.06923974707112414,26
911,US,extended,XGBoost,policy_rate,0.040098439902067184,0.210020451342172,6
911,US,extended,XGBoost,gold_chg,0.024119649082422256,0.12632959284393458,12
911,US,extended,XGBoost,crb_chg,0.01591055653989315,0.08333347316690096,22
911,US,extended,XGBoost,wti_chg,0.0191864762455225,0.10049150068162035,16
911,US,extended,XGBoost,natgas_chg,0.019123241305351257,0.10016029999880588,17
911,US,extended,XGBoost,corn_chg,0.017256775870919228,0.09038446049204818,20
911,US,extended,XGBoost,epu,0.011917194351553917,0.06241775347266584,28
911,US,extended,XGBoost,spillover_KOSPI,0.021614808589220047,0.11321018639801556,13
911,US,extended,XGBoost,spillover_Nikkei,0.013716146349906921,0.0718399831544127,24
911,US,momentum,XGBoost,RV_d,0.06006476655602455,0.18482296075793367,4
911,US,momentum,XGBoost,RV_w,0.10741044580936432,0.3305085118794179,3
911,US,momentum,XGBoost,RV_m,0.03088308684527874,0.09502914729161303,9
911,US,momentum,XGBoost,log_return,0.030293207615613937,0.09321405281997186,10
911,US,momentum,XGBoost,neg_return,0.022179273888468742,0.06824698242528612,12
911,US,momentum,XGBoost,semivariance,0.010108338668942451,0.031103976395134538,14
911,US,momentum,XGBoost,parkinson_rv,0.20185402035713196,0.6211171677242686,2
911,US,momentum,XGBoost,hl_range,0.32498541474342346,1.0,1
911,US,momentum,XGBoost,weekday_sin,0.021027779206633568,0.06470376285420389,13
911,US,momentum,XGBoost,weekday_cos,0.026509195566177368,0.08157041628193198,11
911,US,momentum,XGBoost,momentum_1w,0.046424273401498795,0.14285032895445735,6
911,US,momentum,XGBoost,momentum_1m,0.03669985756278038,0.11292770659186345,7
911,US,momentum,XGBoost,momentum_3m,0.04663529992103577,0.14349967046322498,5
911,US,momentum,XGBoost,momentum_6m,0.03492492809891701,0.10746614006197877,8
covid,US,core,LightGBM,RV_d,1130.0,0.8521870286576169,5
covid,US,core,LightGBM,RV_w,1118.0,0.8431372549019608,6
covid,US,core,LightGBM,RV_m,1153.0,0.8695324283559578,2
covid,US,core,LightGBM,log_return,1326.0,1.0,1
covid,US,core,LightGBM,neg_return,781.0,0.5889894419306184,7
covid,US,core,LightGBM,semivariance,695.0,0.524132730015083,8
covid,US,core,LightGBM,parkinson_rv,1151.0,0.8680241327300151,3
covid,US,core,LightGBM,hl_range,1137.0,0.8574660633484162,4
covid,US,core,LightGBM,weekday_sin,269.0,0.2028657616892911,9
covid,US,core,LightGBM,weekday_cos,246.0,0.18552036199095023,10
covid,US,extended,LightGBM,RV_d,537.0,0.9010067114093959,4
covid,US,extended,LightGBM,RV_w,439.0,0.7365771812080537,8
covid,US,extended,LightGBM,RV_m,325.0,0.5453020134228188,17
covid,US,extended,LightGBM,log_return,566.0,0.9496644295302014,2
covid,US,extended,LightGBM,neg_return,223.0,0.37416107382550334,23
covid,US,extended,LightGBM,semivariance,162.0,0.27181208053691275,25
covid,US,extended,LightGBM,parkinson_rv,565.0,0.947986577181208,3
covid,US,extended,LightGBM,hl_range,500.0,0.8389261744966443,5
covid,US,extended,LightGBM,weekday_sin,121.0,0.20302013422818793,27
covid,US,extended,LightGBM,weekday_cos,158.0,0.2651006711409396,26
covid,US,extended,LightGBM,momentum_1w,596.0,1.0,1
covid,US,extended,LightGBM,momentum_1m,393.0,0.6593959731543624,12
covid,US,extended,LightGBM,momentum_3m,275.0,0.46140939597315433,22
covid,US,extended,LightGBM,momentum_6m,339.0,0.5687919463087249,15
covid,US,extended,LightGBM,fx_level,381.0,0.639261744966443,13
covid,US,extended,LightGBM,fx_change,460.0,0.7718120805369127,6
covid,US,extended,LightGBM,rate_3y,278.0,0.4664429530201342,21
covid,US,extended,LightGBM,rate_10y,285.0,0.47818791946308725,20
covid,US,extended,LightGBM,rate_spread,317.0,0.5318791946308725,18
covid,US,extended,LightGBM,policy_rate,73.0,0.12248322147651007,28
covid,US,extended,LightGBM,gold_chg,408.0,0.6845637583892618,10
covid,US,extended,LightGBM,crb_chg,338.0,0.5671140939597316,16
covid,US,extended,LightGBM,wti_chg,410.0,0.6879194630872483,9
covid,US,extended,LightGBM,natgas_chg,287.0,0.4815436241610738,19
covid,US,extended,LightGBM,corn_chg,403.0,0.6761744966442953,11
covid,US,extended,LightGBM,epu,219.0,0.3674496644295302,24
covid,US,extended,LightGBM,spillover_KOSPI,374.0,0.62751677852349,14
covid,US,extended,LightGBM,spillover_Nikkei,454.0,0.761744966442953,7
covid,US,momentum,LightGBM,RV_d,421.0,0.7491103202846975,6
