date,feature_set,protocol,RV_target,RV_pred
2020-01-02,core,static,0.39189518,0.3159131455266482
2020-01-03,core,static,0.577806551,0.4365294279192033
2020-01-06,core,static,0.325295175,0.5460021072149772
2020-01-07,core,static,0.344769939,0.3130050363047637
2020-01-08,core,static,0.494921468,0.45432720208949245
2020-01-09,core,static,0.370555304,0.3114163689274823
2020-01-10,core,static,0.400584944,0.4217780340100307
2020-01-13,core,static,0.236613059,0.3396768589897025
2020-01-14,core,static,0.388944592,0.3083829373899318
2020-01-15,core,static,0.40533448,0.3534535991173868
2020-01-16,core,static,0.264369795,0.2804676409560827
2020-01-17,core,static,0.304816433,0.2164886385639475
2020-01-21,core,static,0.341183266,0.27791564881452013
2020-01-22,core,static,0.352132052,0.3297965646350712
2020-01-23,core,static,0.496637902,0.39804714567897365
2020-01-24,core,static,0.735853876,0.758158971593683
2020-01-27,core,static,0.646043035,0.5560976775601582
2020-01-28,core,static,0.452648986,0.5579924168331304
2020-01-29,core,static,0.505350248,0.4683575823228345
2020-01-30,core,static,0.72819615,0.6914971988893933
2020-01-31,core,static,0.92743066,1.0767622294075272
2020-02-03,core,static,0.668394618,0.6796552218190087
2020-02-04,core,static,0.457579108,0.5123455912179629
2020-02-05,core,static,0.510079941,0.45593710887756816
2020-02-06,core,static,0.440475285,0.41469238487759574
2020-02-07,core,static,0.528992915,0.47508451885697867
2020-02-10,core,static,0.423436009,0.5634595391095742
2020-02-11,core,static,0.481499738,0.4403390067193154
2020-02-12,core,static,0.378017696,0.3291901329352517
2020-02-13,core,static,0.501313051,0.4602865738068682
2020-02-14,core,static,0.36170778,0.3789781542886684
2020-02-18,core,static,0.479656975,0.4016175783981716
2020-02-19,core,static,0.246948161,0.35780328484082896
2020-02-20,core,static,0.945774286,0.6543412189557705
2020-02-21,core,static,0.744954064,0.7170910712410468
2020-02-24,core,static,1.089630515,0.6931335801047286
2020-02-25,core,static,1.568749691,1.9234323767674741
2020-02-26,core,static,1.661214432,1.427106512720128
2020-02-27,core,static,2.681899641,1.8930979564499881
2020-02-28,core,static,3.747886488,2.182693477451818
2020-03-02,core,static,2.504803923,2.6493697383210226
2020-03-03,core,static,4.294059327,3.032096258596474
2020-03-04,core,static,1.634634651,2.086380541222433
2020-03-05,core,static,1.913273268,1.7773776967553698
2020-03-06,core,static,2.356969354,1.9762246014832923
2020-03-09,core,static,4.796297025,1.631915611180106
2020-03-10,core,static,3.306274296,3.0646946917079676
2020-03-11,core,static,2.287294328,2.4105495925673934
2020-03-12,core,static,6.444407584,2.1742724692430966
2020-03-13,core,static,5.127025776,4.70506666783595
2020-03-16,core,static,6.419546501,1.2689916761162898
2020-03-17,core,static,4.766582777,4.511126708330371
2020-03-18,core,static,4.987786228,4.205181528514622
2020-03-19,core,static,4.569097481,4.0445258906474635
2020-03-20,core,static,3.922572175,4.094171428726045
2020-03-23,core,static,5.348251637,3.2574927868446744
2020-03-24,core,static,3.039526088,2.6654179138574574
2020-03-25,core,static,3.639101824,4.049798979254696
2020-03-26,core,static,3.305655419,3.1000553831595887
2020-03-27,core,static,2.387249956,2.591123898000758
2020-03-30,core,static,1.860393776,2.194961224232472
2020-03-31,core,static,2.006963785,2.0286682820161728
2020-04-01,core,static,1.794748905,1.869817272961319
2020-04-02,core,static,2.752688482,1.9581401984431932
2020-04-03,core,static,1.906945339,2.2385788860801465
2020-04-06,core,static,1.541893373,2.0203054506021205
2020-04-07,core,static,2.541715295,2.286708148893946
2020-04-08,core,static,1.490273754,2.1778325657489566
2020-04-09,core,static,1.883515388,1.5033890416914508
2020-04-13,core,static,1.672511207,1.721155102455668
2020-04-14,core,static,1.268737563,1.2702577319953248
2020-04-15,core,static,1.426217065,1.2897482661244273
2020-04-16,core,static,1.361583533,1.27099734112551
2020-04-17,core,static,1.171081508,1.1892320244486843
2020-04-20,core,static,1.289294739,1.302149917217509
2020-04-21,core,static,1.675444675,1.3698663415608228
2020-04-22,core,static,0.915721565,1.1241265531365427
2020-04-23,core,static,1.392246695,1.243186596065967
2020-04-24,core,static,0.939433445,1.2371126676136281
2020-04-27,core,static,0.72414469,0.9204650369641576
2020-04-28,core,static,1.21782543,1.2800295332358322
2020-04-29,core,static,0.829149635,0.9558168086096119
2020-04-30,core,static,1.280883885,1.000409085674918
2020-05-01,core,static,1.176369895,1.1282820633856123
2020-05-05,core,static,0.934751054,0.9237369239854847
2020-05-06,core,static,1.037440324,1.0988573427449795
2020-05-07,core,static,0.83236059,0.7949662205147019
2020-05-08,core,static,0.591020501,0.7530177644470146
2020-05-11,core,static,0.785306541,0.8928805620650675
2020-05-12,core,static,0.962028008,1.4020728120834143
2020-05-13,core,static,1.748135102,1.548159566023389
2020-05-14,core,static,1.589803426,1.6976801990140469
2020-05-15,core,static,1.240451592,1.2134370081253487
2020-05-18,core,static,1.03093146,1.0754713992230338
2020-05-19,core,static,1.172460537,1.1031354327272596
2020-05-20,core,static,0.720020108,0.8340022030711391
2020-05-21,core,static,0.997253813,0.981157515969234
2020-05-22,core,static,0.692567044,0.7788410457294691
2020-05-26,core,static,0.737166159,0.7452805046285568
2020-05-27,core,static,1.145117392,1.1257566264164247
2020-05-28,core,static,1.019735326,1.043745258307241
2020-05-29,core,static,1.462957729,1.0493817881253693
2020-06-01,core,static,0.571293271,0.9214509360589049
2020-06-02,core,static,0.668129789,0.692765866537353
2020-06-03,core,static,0.580023033,0.7129782665352093
