date,feature_set,protocol,RV_target,RV_pred
2020-01-06,core,static,0.443829037,0.5803461179035996
2020-01-07,core,static,0.447919573,0.5068607335084677
2020-01-08,core,static,1.027152773,0.7110152741455233
2020-01-09,core,static,0.400295234,0.698348050157443
2020-01-10,core,static,0.508165364,0.43445420588044514
2020-01-14,core,static,0.471203499,0.3896050334842788
2020-01-15,core,static,0.343579157,0.431423546847681
2020-01-16,core,static,0.330707564,0.3319083448774834
2020-01-17,core,static,0.275326113,0.31941281406664956
2020-01-20,core,static,0.247012754,0.21749967778303747
2020-01-21,core,static,0.602698829,0.44053238473703604
2020-01-22,core,static,0.333309522,0.4846165806196595
2020-01-23,core,static,0.519067395,0.38254919137847765
2020-01-24,core,static,0.357799229,0.3827566373679102
2020-01-27,core,static,0.54408387,0.4650023014291299
2020-01-28,core,static,0.604298524,0.4273273904419153
2020-01-29,core,static,0.416585653,0.4900533717616874
2020-01-30,core,static,0.649670362,0.8458807919955805
2020-01-31,core,static,0.766731377,0.6485620871034454
2020-02-03,core,static,0.71047625,0.6890542887405213
2020-02-04,core,static,0.551705316,0.6564512566546991
2020-02-05,core,static,0.552148388,0.5186478050244214
2020-02-06,core,static,0.612367349,0.7553903527629496
2020-02-07,core,static,0.595072367,0.5699228458513009
2020-02-10,core,static,0.569252315,0.5362714626419832
2020-02-12,core,static,0.597908773,0.5112074224031059
2020-02-13,core,static,0.505251332,0.48676228004533406
2020-02-14,core,static,0.432818531,0.4866008154516067
2020-02-17,core,static,0.685831233,0.5520182824362944
2020-02-18,core,static,0.550133498,0.7010170529246182
2020-02-19,core,static,0.453024339,0.5750233319484102
2020-02-20,core,static,0.909203928,0.7341930082504391
2020-02-21,core,static,0.69606655,0.6735780542939597
2020-02-25,core,static,1.977907045,1.3126134413298536
2020-02-26,core,static,1.144741078,1.0845722478399311
2020-02-27,core,static,0.999743708,1.2109956195970633
2020-02-28,core,static,1.812671215,1.5973241966898817
2020-03-02,core,static,1.690420042,1.7097606776133403
2020-03-03,core,static,1.299304182,1.6219086695631417
2020-03-04,core,static,1.276170519,1.1648351257700842
2020-03-05,core,static,0.896021844,0.9051031489291729
2020-03-06,core,static,0.924346866,1.3463264910039985
2020-03-09,core,static,2.136873712,2.2010193328606307
2020-03-10,core,static,2.992283522,2.327515854701633
2020-03-11,core,static,1.907355177,1.8829796945272266
2020-03-12,core,static,2.338532313,2.38069829202318
2020-03-13,core,static,6.204045398,4.02076318447666
2020-03-16,core,static,3.785798664,2.9519459059930178
2020-03-17,core,static,4.355636836,3.271998707975572
2020-03-18,core,static,2.641051938,2.585628958950568
2020-03-19,core,static,2.735579004,2.6424206885039996
2020-03-23,core,static,2.372933879,2.1502569269929035
2020-03-24,core,static,3.043653469,2.5009490100166256
2020-03-25,core,static,3.030864193,2.7942316960092466
2020-03-26,core,static,2.714886874,2.5844119573140603
2020-03-27,core,static,2.881819608,1.923351114362764
2020-03-30,core,static,1.653753133,1.955434761837655
2020-03-31,core,static,1.782464038,1.7534495078023395
2020-04-01,core,static,1.90831348,2.7426906358807077
2020-04-02,core,static,2.137783925,1.7076148728836584
2020-04-03,core,static,1.416143394,1.6430117425394504
2020-04-06,core,static,2.191153262,2.157918745283705
2020-04-07,core,static,2.200023272,1.8494869662741564
2020-04-08,core,static,2.17473622,2.0319507193692
2020-04-09,core,static,1.129311095,1.363991708839013
2020-04-10,core,static,0.94408103,1.1921057504938388
2020-04-13,core,static,0.975749801,1.363939084712165
2020-04-14,core,static,1.2967237,1.5698663339966203
2020-04-15,core,static,1.249582365,1.0391648334552115
2020-04-16,core,static,0.833278258,1.062661900019784
2020-04-17,core,static,1.198615318,1.1034234970890364
2020-04-20,core,static,0.817113554,0.9515773080129146
2020-04-21,core,static,1.104070623,1.1480260799807405
2020-04-22,core,static,1.151931086,1.0613604489613109
2020-04-23,core,static,0.868628915,0.9331652519798938
2020-04-24,core,static,0.661546247,0.8703357679400844
2020-04-27,core,static,0.899870304,1.0513001921377891
2020-04-28,core,static,0.776415023,0.8211120421773275
2020-04-30,core,static,1.134217036,0.8891530838349164
2020-05-01,core,static,0.884076521,1.3704478776103235
2020-05-07,core,static,0.718969849,0.9152069290631928
2020-05-08,core,static,0.964118011,0.8690414936164824
2020-05-11,core,static,0.701833851,0.8584068969150155
2020-05-12,core,static,0.765501596,0.6851622368733115
2020-05-13,core,static,0.738572469,0.8546521496361796
2020-05-14,core,static,0.786095812,0.9313033128898955
2020-05-15,core,static,1.065849985,0.9679001147323442
2020-05-18,core,static,0.718953333,0.7777370145380393
2020-05-19,core,static,0.986823879,0.728171435902484
2020-05-20,core,static,0.542957235,0.8139815036470094
2020-05-21,core,static,0.637151059,0.7344031774500306
2020-05-22,core,static,0.880887866,0.8354468902565584
2020-05-25,core,static,0.480314406,0.6532643459750813
2020-05-26,core,static,0.680123899,0.8613318771017681
2020-05-27,core,static,1.099315168,0.8131374750726548
2020-05-28,core,static,1.240934257,0.9360740839985258
2020-05-29,core,static,0.74741215,0.8760109694994104
