date,RV_target,RV_d,RV_w,RV_m,log_return,neg_return,semivariance,parkinson_rv,hl_range,log_volume,implied_vol,fx_level,fx_change,rate_3y,rate_10y,rate_spread,policy_rate,gold_chg,crb_chg,wti_chg,natgas_chg,corn_chg,spillover_Nikkei,spillover_KOSPI,epu,weekday_sin,weekday_cos,momentum_1w,momentum_1m,momentum_3m,momentum_6m,split
2000-01-25,1.32797842907368,1.436860981167976,1.00043179101164,1.141699010934713,0.0060464837290517,0.0,0.0,0.0001219717152445,0.0182762068892151,17.98645843052348,23.02,102.41,0.0020547945205477,6.466,6.69141,0.2254100000000001,5.5,-0.0052065255119749,0.0088676012836907,0.0161696011498384,0.0348101265822784,0.001100110011001,-0.0061468136738692,0.0017387270637755,60.74466767119721,0.9510565162951536,0.3090169943749475,-0.031,-0.0331,0.09,0.0391,train
2000-01-26,0.8271323809858123,1.32797842907368,1.065355611217567,1.153341474568399,-0.0042215746462376,-0.0042215746462376,1.782169249375662e-05,2.799530529513757e-05,0.0088242206696151,18.00633655879923,23.03,102.44,0.0002929401425642,6.48,6.6639,0.1838999999999995,5.5,-0.0003489183531054,-0.0073366738020353,-0.0155586987270156,-0.0355504587155963,-0.0197802197802198,0.0066468228949823,-0.0391141120181587,60.74466767119721,0.5877852522924732,-0.8090169943749473,-0.0356,-0.0372,0.0953,0.0418,train
2000-01-27,1.376800636702351,0.8271323809858123,1.094040774380461,1.134152704357658,-0.0039462702631996,-0.0039462702631996,1.557304899021357e-05,0.0002717622054495,0.0274711131449491,18.02821916198896,23.54,103.17,0.0071261226083561,6.547,6.67785,0.1308500000000006,5.5,0.0020942408376964,-0.0042706984308645,-0.0186781609195402,0.0344827586206895,0.0123318385650224,-0.0011372252931465,-0.0063936821511756,60.74466767119721,-0.587785252292473,-0.8090169943749476,-0.0325,-0.0401999999999999,0.0785,0.0262,train
2000-01-28,1.680664733272225,1.376800636702351,1.146776951695063,1.147633145043475,-0.0278407959631289,-0.0278407959631289,0.0007751099198605,0.0003421652599302,0.0311875073520761,17.99123698463524,26.14,104.48,0.0126974895803044,6.601,6.63692,0.0359199999999999,5.5,-0.0142807384186695,-0.0038534596445379,-0.0036603221083455,-0.0298850574712643,-0.0099667774086378,0.007494445759114,0.0264004590527665,60.74466767119721,-0.9510565162951536,0.3090169943749472,-0.0563,-0.0669,0.0132,-0.0038,train
2000-01-31,1.407692886274915,1.680664733272225,1.329887432240409,1.175687439160777,0.024904903670927,0.0,0.0,0.0003765971616707,0.0317972548513402,17.9737301346896,24.95,105.13,0.0062212863705972,6.649,6.66245,0.0134499999999997,5.5,0.0007067137809186,0.0047307021965274,0.0154298310066127,0.051342812006319,-0.0156599552572707,0.0070545743325744,0.0350568072546692,60.74466767119721,0.0,1.0,-0.005,-0.0509,0.0231,0.0495,train
2000-02-01,1.035230698878757,1.407692886274915,1.324053813261797,1.187287711516484,0.0105716921142298,0.0,0.0,0.000142906232071,0.0197547683923705,17.93001752131828,23.45,104.92,-0.0019975268714923,6.629,6.6143,-0.0146999999999994,5.5,0.0077683615819208,0.0084558290218075,0.0209840810419681,0.0138993238166791,0.009090909090909,0.0059064104143284,0.0023441446919979,65.06198311460845,0.9510565162951536,0.3090169943749475,-0.0005,-0.0408,0.0407,0.0605999999999999,train
2000-02-02,1.037427379118173,1.035230698878757,1.265504267222812,1.180046901390878,-0.0001135395970565,-0.0001135395970565,1.2891240099752812e-08,5.434207708835412e-05,0.0122984557738162,17.93905343593944,23.12,104.79,-0.0012390392680137,6.636,6.5663,-0.0697000000000001,5.75,0.0080588647512263,-0.0081751544828495,-0.0237420269312543,0.0222304557243424,-0.0056306306306306,0.0083060114958412,-0.0161594433892043,65.06198311460845,0.5877852522924732,-0.8090169943749473,0.0036,-0.0409,0.0455,0.061,train
2000-02-03,1.363487174168133,1.037427379118173,1.307563266849284,1.173564195833028,0.0111853647924129,0.0,0.0,0.0001370577608441,0.0193197049762451,17.99767170574189,22.01,103.8,-0.0094474663612941,6.556,6.43902,-0.1169799999999999,5.75,0.0076468543621828,0.0053479813636445,0.0174228675136116,-0.0362450163102573,-0.0124575311438278,-0.0007373460996142,0.0158521537345005,65.06198311460845,-0.587785252292473,-0.8090169943749476,0.0189,-0.0208,0.0517,0.0776999999999999,train
2000-02-04,0.8642608787574599,1.363487174168133,1.304900574342441,1.178543061109768,-0.0004211501673149,-0.0004211501673149,1.773674634293747e-07,4.236862156203255e-05,0.0108679626782367,17.9120605351367,21.54,104.29,0.0047206165703277,6.665,6.53605,-0.1289499999999997,5.75,0.0796826491893756,0.0169503750721291,0.0281840884766322,0.0312147423843551,0.0080275229357797,0.0064385081510527,0.0070017869652201,65.06198311460845,-0.9510565162951536,0.3090169943749472,0.0472,0.0178,0.0453,0.0911999999999999,train
2000-02-07,0.7431230024639576,0.8642608787574599,1.141619803439487,1.139341525091739,-9.127258564011562e-05,-9.127258564011562e-05,8.330684889432239e-09,3.454642711785821e-05,0.009759591080155,17.74836870550089,22.79,104.64,0.0033560264646657,6.713,6.63828,-0.0747200000000001,5.75,-0.0271565495207667,-0.0094746672340826,-0.0128383067314364,-0.0656455142231947,0.0079635949943117,0.0110238851307223,0.0,65.06198311460845,0.0,1.0,0.0214,-0.012,0.0394,0.0953,train
2000-02-08,0.9688132492108807,0.7431230024639576,1.008705826677296,1.093447755494322,0.0121985071366468,0.0,0.0,5.557883682770663e-05,0.0123394279055572,17.97654823570504,21.25,104.22,-0.0040137614678898,6.714,6.60854,-0.1054600000000008,5.75,-0.0091954022988506,-0.0128591461049616,-0.0151142355008787,-0.0261514441842309,-0.0011286681715575,-0.0016826624288067,0.0238241439294361,65.06198311460845,0.9510565162951536,0.3090169943749475,0.023,0.0002,0.047,0.1088,train
2000-02-09,0.96602808733643,0.9688132492108807,0.9954223367437208,1.084429724053164,-0.0210421933430999,-0.0210421933430999,0.0004427739006884,0.0001896039803326,0.0231918962952468,17.95976194129724,22.9,103.68,-0.0051813471502589,6.681,6.63626,-0.04474,5.75,0.0228704010606564,0.0127788188357613,0.0267665952890792,0.0180360721442884,0.0056497175141243,0.00615763944819,-0.0123143696911031,65.06198311460845,0.5877852522924732,-0.8090169943749473,0.0018,-0.0207,0.034,0.0877999999999999,train
2000-02-10,1.043055951661271,0.96602808733643,0.9811424783873722,1.08457112011281,0.0036273298319899,0.0,0.0,4.41138774393077e-05,0.0110387272996759,17.85912695906339,23.07,104.13,0.0043402777777776,6.695,6.67768,-0.0173200000000006,5.75,0.0327284510693453,0.0162822900253065,0.0229405630865484,0.0204724409448819,0.0134831460674156,-0.0012485679446398,0.01531050363908,65.06198311460845,-0.587785252292473,-0.8090169943749476,-0.0056999999999999,-0.028,0.0316,0.1057,train
2000-02-11,1.023932348765776,1.043055951661271,0.9170562338859998,1.082650983026563,-0.0211923264857265,-0.0211923264857265,0.0004491147018776,0.0002635558784056,0.0272434973181844,17.87418863019883,24.42,104.19,0.0005762028233937,6.693,6.59552,-0.09748,5.75,-0.0160025101976779,-0.0032007611351249,0.0003397893306151,-0.0084876543209877,-0.0166297117516629,-0.0007478812472298,-0.0101636623511431,65.06198311460845,-0.9510565162951536,0.3090169943749472,-0.0262,-0.0358,0.0040999999999999,0.0654,train
2000-02-14,1.029287243282457,1.023932348765776,0.948990527887663,1.089922060061866,0.0020309254890385,0.0,0.0,3.635003912007407e-05,0.0100220153387916,17.7330466300745,24.38,104.72,0.0050868605432383,6.67,6.55603,-0.1139700000000001,5.75,-0.0082908163265307,0.0027573691869884,0.0275135869565217,-0.0112840466926069,0.0022547914317925,0.0,-0.0135044252979723,65.06198311460845,0.0,1.0,-0.0241,-0.0513,-0.0044,0.0469,train
2000-02-15,1.1261129695186,1.029287243282457,1.006223376051363,1.085096677167838,0.008674870571246,0.0,0.0,0.0001860027117885,0.0225455582896472,17.93085080527723,22.92,104.69,-0.0002864782276547,6.682,6.556,-0.1260000000000003,5.75,-0.0221864951768487,-0.0036017509327536,-0.0062809917355372,0.0303030303030302,0.0,-0.0109507557931414,-0.045445540211998,65.06198311460845,0.9510565162951536,0.3090169943749475,-0.0275,-0.0431,0.0055,0.0559999999999999,train
2000-02-16,0.9620430566812236,1.1261129695186,1.037683320112907,1.09082835149844,-0.0103093696588612,-0.0103093696588612,0.000106283102763,6.788443863663702e-05,0.0137929046531236,17.86688335649791,23.51,104.28,-0.0039163243862833,6.676,6.54085,-0.1351500000000003,5.75,0.0029595527786911,0.0001533181587669,-0.0003326679973385,-0.0206264323911382,0.0033745781777276,-0.0056406437736997,-0.0348192464893602,65.06198311460845,0.5877852522924732,-0.8090169943749473,-0.017,-0.0529,-0.0227,0.0428,train
2000-02-17,1.33686257952753,0.9620430566812236,1.036886313981866,1.081146820964105,0.000425082771456,0.0,0.0,7.29704961357795e-05,0.0142408482560903,17.94183376118711,23.17,104.27,-9.589566551593264e-05,6.718,6.56676,-0.1512399999999996,5.75,-0.0039344262295081,-0.0039208056223762,-0.0196339434276205,0.0401716068642745,-0.0078475336322869,-0.0086755538187819,-0.0002273760810159,65.06198311460845,-0.587785252292473,-0.8090169943749476,-0.0202,-0.0525,-0.0159,0.0328,train
2000-02-18,1.258366859932349,1.33686257952753,1.095647639555117,1.0963060596679,-0.0308470706554272,-0.0308470706554272,0.0009515417680209,0.0003565518985041,0.0319220854474812,17.95932514954429,26.0,104.63,0.0034525750455547,6.671,6.49106,-0.1799400000000002,5.75,0.0115207373271888,-0.0013022143563213,0.0016972165648336,-0.0127484064491937,-0.0033898305084745,0.0116627457878051,0.0202818400590963,65.06198311460845,-0.9510565162951536,0.3090169943749472,-0.0296,-0.0749,-0.0553,0.0098999999999999,train
2000-02-22,1.392318619407569,1.258366859932349,1.142534541788432,1.122426982157036,0.0045066155894436,0.0,0.0,0.0001362331045772,0.0193318887418001,17.85705389558366,25.86,103.28,-0.0129026091943036,6.572,6.35423,-0.2177699999999998,5.75,0.0013016596160102,0.0008297623916122,0.0037275499830564,-0.044815799468287,-0.0056689342403628,0.0104207168020175,-0.0206912473340683,65.06198311460845,0.9510565162951536,0.3090169943749475,-0.0356,-0.0619,-0.0484,0.0116,train
2000-02-23,1.103193994141556,1.392318619407569,1.215140817013454,1.135117839851501,0.0062812146679728,0.0,0.0,0.0001504568512616,0.0203573187132997,17.98549629222158,23.89,103.53,0.002420604182804,6.643,6.41816,-0.2248399999999995,5.75,-0.0172245693857654,0.0026115845389458,-0.0077650236326806,0.0059642147117295,-0.0182440136830102,-0.0092951002398176,0.0055446247253631,65.06198311460845,0.5877852522924732,-0.8090169943749473,-0.0194,-0.0559999999999999,-0.0313,0.0003,train
2000-02-24,1.695496981620728,1.103193994141556,1.210557021938045,1.150485188196777,-0.0053498130630879,-0.0053498130630879,2.862049980998667e-05,0.0002375199249372,0.0255425105103329,18.13259030973227,24.38,104.01,0.004636337293538,6.572,6.34989,-0.2221099999999998,5.75,-0.0049603174603174,0.0060187591551292,0.0197346036066687,0.0075098814229248,0.0046457607433216,-0.005867766779458,0.0354231027990381,65.06198311460845,-0.587785252292473,-0.8090169943749476,-0.0251,-0.0343,-0.0449,-0.0074,train
2000-02-25,1.511976887690417,1.695496981620728,1.357247806925946,1.162241370035538,-0.0149400387142777,-0.0149400387142777,0.0002232047567841,0.0002169375047549,0.0247495050098998,17.94207376152918,25.2,105.26,0.0120180751850782,6.49,6.33062,-0.1593800000000005,5.75,-0.0209371884346957,-0.0040158992032784,0.0126793460126795,0.0211847783444489,0.0242774566473988,0.00906920735256,-0.0152173367346379,65.06198311460845,-0.9510565162951536,0.3090169943749472,-0.0095,-0.0544,-0.0591,-0.035,train
2000-02-28,1.451768568281115,1.511976887690417,1.392270668558524,1.170604936336299,0.0109570315385715,0.0,0.0,0.0002563490787541,0.0265568784540632,18.00409700987499,24.68,105.27,9.500285008545716e-05,6.59,6.42219,-0.1678100000000002,5.75,-0.001357773251867,-0.0024051073161243,-0.0072487644151565,0.0318862850557049,-0.0033860045146726,0.0003618784077088,-0.0030136328974512,65.06198311460845,0.0,1.0,0.0015,-0.0089,-0.0484,-0.0002,train
2000-02-29,1.162289687839052,1.451768568281115,1.430951010228277,1.198997490304267,0.0135350771570355,0.0,0.0,9.005238526435251e-05,0.0157125920288052,18.01494565225191,23.37,105.92,0.0061745986510877,6.597,6.40931,-0.1876900000000008,5.75,0.0,0.0057377194485643,0.0099568536342515,0.0279225614296352,0.0147225368063419,0.0081204705394123,-0.0543557179955258,65.06198311460845,0.9510565162951536,0.3090169943749475,0.0105,-0.0201,-0.0162,0.0348,train
2000-03-01,1.010247744784912,1.162289687839052,1.384945223914574,1.189246992628662,0.0093021893735692,0.0,0.0,5.246527400435221e-05,0.0120215488801397,18.15023569423704,21.64,104.89,-0.0097243202416918,6.579,6.38363,-0.1953699999999996,5.75,-0.0030591434398368,0.0237717535634127,0.0440354912914886,0.0195581311119159,-0.0044642857142856,-0.0011076018520151,0.0113756925131235,59.25342264879275,0.5877852522924732,-0.8090169943749473,0.0136,-0.0214,-0.0133,0.0362,train
2000-03-02,0.9916364352602308,1.010247744784912,1.366355974043245,1.158773493151966,0.001861678583291,0.0,0.0,5.229478353783524e-05,0.0120136637332099,18.10337780927603,21.06,105.65,0.0072456859567167,6.579,6.38411,-0.19489,5.75,-0.0122741220593249,0.0001549515632892,-0.0025180988353792,-0.0113676731793961,0.0044843049327354,0.0135005418066905,0.0,59.25342264879275,-0.587785252292473,-0.8090169943749476,0.0209,-0.0194,-0.0194,0.0475,train
2000-03-03,1.194313798641295,0.9916364352602308,1.225583864771145,1.139861836287663,0.0196428296796625,0.0,0.0,0.0001567679904908,0.0206575501891185,18.05347746350023,19.21,106.0,0.0033128253667771,6.574,6.38338,-0.19062,5.75,0.002071108042803,0.0033223353894706,-0.0056800252445566,0.0150916277398491,0.0066964285714286,0.003364262774354,0.0769717715270097,59.25342264879275,-0.9510565162951536,0.3090169943749472,0.0569,-0.0111,-0.0168,0.0383,train
2000-03-06,0.850035366712938,1.194313798641295,1.162051246961321,1.147092886276869,-0.0127766918664632,-0.0127766918664632,0.0001632438550505,0.0001157399429258,0.0179906273359783,17.93526128984166,21.5,106.16,0.0015094339622641,6.598,6.40901,-0.1889899999999995,5.75,-0.0031002411298657,0.0088473812437805,0.021263091082196,0.0088495575221239,0.0144124168514412,-0.0037187921403389,0.0001899982682345,59.25342264879275,0.0,1.0,0.0321,-0.0232,-0.0225,0.0251,train
2000-03-07,1.68257615225998,0.850035366712938,1.041704606647686,1.138575067531176,-0.0259652724608888,-0.0259652724608888,0.0006741953739681,0.0004767514635299,0.0368613623286762,18.12243026328895,24.31,106.09,-0.0006593820648077,6.55,6.3705,-0.1795,5.75,0.0148583275742917,0.0200565756429951,0.0605966438781853,-0.0178947368421053,-0.0153005464480874,0.0009235109044088,0.0160743085002693,59.25342264879275,0.9510565162951536,0.3090169943749475,-0.0079,-0.0482,-0.038,0.0038,train
2000-03-08,1.246442625211847,1.68257615225998,1.145761899531871,1.153079111989897,0.0081401607320565,0.0,0.0,0.0001431049709838,0.0198214677690787,18.0328964821366,23.82,105.93,-0.0015081534546139,6.563,6.37898,-0.1840199999999994,5.75,-0.0112359550561798,-0.0345617125803744,-0.0840902431878113,-0.0317970703822794,0.0044395116537181,-0.0119969313586236,-0.0021908225444916,59.25342264879275,0.5877852522924732,-0.8090169943749473,-0.0091,-0.052,-0.0265,0.0168,train
2000-03-09,1.014516978102387,1.246442625211847,1.193000875617258,1.170451009556005,0.0252795764786159,0.0,0.0,0.000366313538612,0.031369275660096,18.03706955882349,22.21,105.37,-0.0052865099594071,6.533,6.34694,-0.1860600000000003,5.75,0.0079201101928374,0.0099240156573796,0.0137555982085733,0.0280442804428044,0.0044198895027625,0.0027181809473642,0.0094336182904792,59.25342264879275,-0.587785252292473,-0.8090169943749476,0.0144,-0.0071,-0.0046,0.0401,train
2000-03-10,1.147735310278899,1.014516978102387,1.19757698418569,1.182787099357752,-0.0047340582413698,-0.0047340582413698,2.241130743268134e-05,8.324402640265665e-05,0.0152752191646298,18.09201605769285,21.24,105.71,0.0032267248742525,6.599,6.37878,-0.2202200000000003,5.75,-0.0092244619063887,-0.0040753744784659,0.0022088987062165,-0.0043072505384063,-0.0022002200220021,-0.0052868097114859,-0.0348265995194597,59.25342264879275,-0.9510565162951536,0.3090169943749472,-0.01,-0.0154,-0.0155,0.0321,train
2000-03-13,2.247778176793253,1.147735310278899,1.18826128651321,1.190919920315389,-0.0082413402046499,-0.0082413402046499,6.791968836877988e-05,0.0002074533846764,0.0239516630288663,17.96044225312561,22.85,105.5,-0.0019865670229873,6.557,6.36591,-0.19109,5.75,0.0051724137931035,0.0084130281750596,0.0081863979848866,0.0310021629416006,0.0176405733186328,-0.0008559888079171,0.0076241254466026,59.25342264879275,0.0,1.0,-0.0055,-0.0025,-0.0223,0.0294,train
2000-03-14,1.291696446469526,2.247778176793253,1.467809848529273,1.249181288017972,-0.0178437486671716,-0.0178437486671716,0.0003183993664971,0.0002490723941526,0.0266269359526173,18.06697697398718,24.41,105.3,-0.0018957345971564,6.504,6.2935,-0.2104999999999997,5.75,-0.0061749571183533,-0.0030136379888648,-0.0103060587133042,-0.0178321678321676,0.0314192849404118,-0.0001672312837884,-0.0420446572424895,59.25342264879275,0.9510565162951536,0.3090169943749475,0.0026,-0.0222,-0.0314,0.0171,train
2000-03-15,1.554359830078287,1.291696446469526,1.389633907371183,1.260483128691074,0.0239898103733322,0.0,0.0,0.0003195725604001,0.0294508494055956,18.18904927219393,22.34,105.38,0.0007597340930673,6.528,6.28071,-0.2472899999999996,5.75,-0.0003451846738004,-0.0067342942368558,-0.0306090249289997,0.0202919188323247,-0.0084033613445377,-0.0304568563356302,-0.0093100472631058,59.25342264879275,0.5877852522924732,-0.8090169943749473,0.0186,-0.0071,-0.015,0.0563,train
2000-03-16,1.723865114698943,1.554359830078287,1.45121734834447,1.284593468750734,0.0465386263088985,0.0,0.0,0.0007809218832104,0.0454654535232126,18.29851542500373,20.77,105.18,-0.0018978933383942,6.486,6.24256,-0.2434399999999997,5.75,-0.0089779005524862,0.0063329226007966,0.0120442708333332,-0.0052337752965806,-0.0031779661016949,-0.001019349429739,-0.0109365978137191,59.25342264879275,-0.587785252292473,-0.8090169943749476,0.0405,0.051,0.028,0.1062,train
2000-03-20,0.9595496531157124,1.723865114698943,1.593086975663782,1.316165190178756,-0.0012623925384084,-0.0012623925384084,1.593634921029352e-06,8.056343991415778e-05,0.0149729169384126,17.88581287780944,22.96,105.15,-0.0002852253280091,6.511,6.18165,-0.3293499999999998,5.75,-0.0017421602787456,-0.0314368699812063,-0.0533933740752653,-0.0480533146264469,0.0021253985122209,-0.0012821957130997,0.0043961351514453,59.25342264879275,0.0,1.0,0.0528,0.0821,0.0272,0.0907,train
2000-03-21,1.269784930500437,0.9595496531157124,1.555449844231144,1.308594130342261,0.0252445197011911,0.0,0.0,0.0003828786571949,0.0320576757013663,18.03351215924097,21.7,105.81,0.0062767475035663,6.493,6.13698,-0.35602,6.0,0.013612565445026,0.0069265596519079,-0.0485898742779477,0.0136330140014737,-0.0159066808059384,0.0,-0.005931743923591,59.25342264879275,0.9510565162951536,0.3090169943749475,0.0991,0.1098,0.0421999999999999,0.1425,train
2000-03-22,0.8873597701941107,1.269784930500437,1.359851194972581,1.322582397334044,0.0045216155794356,0.0,0.0,5.01331569605745e-05,0.0117549845399295,18.08985368996179,21.49,106.04,0.0021737075890748,6.457,6.11805,-0.3389499999999996,6.0,-0.0072314049586775,-0.0013664393160794,-0.0192857142857142,0.0156306797528171,0.0107758620689655,0.0135050763102232,0.0150534956151862,59.25342264879275,0.5877852522924732,-0.8090169943749473,0.0779,0.1098,0.0449,0.1451,train
2000-03-23,1.229550973160934,0.8873597701941107,1.278983859717498,1.302150451455252,0.0176425237905506,0.0,0.0,0.0002318831158127,0.0251153959472289,18.15381363823438,22.26,105.23,-0.0076386269332328,6.481,6.08246,-0.3985399999999997,6.0,-0.0100589663544919,-0.0023448372647854,-0.0054624908958486,0.0189692197566213,-0.0181236673773986,0.0006987888794377,0.0217898003766148,59.25342264879275,-0.587785252292473,-0.8090169943749476,0.0472,0.1225,0.0473,0.1929,train
2000-03-24,1.250273607170846,1.229550973160934,1.214022088334027,1.300840638420188,7.201757231894197e-05,0.0,0.0,0.0002013944330187,0.0237453026593167,18.11151944215635,23.31,104.77,-0.00437137698375,6.596,6.19115,-0.4048499999999997,6.0,-0.0010511562718988,0.005433349158622,0.0259978030025631,-0.0038637161924833,0.007600434310532,0.0069763529959201,-0.016925634763366,59.25342264879275,-0.9510565162951536,0.3090169943749472,0.043,0.1286,0.0474,0.1958,train
2000-03-27,0.890978119352031,1.250273607170846,1.119303786828408,1.294384046954882,-0.002359635613678,-0.002359635613678,5.567880229337922e-06,3.976614149463044e-05,0.010519339046894,17.91148306220275,24.53,105.45,0.0064904075594158,6.603,6.18685,-0.41615,6.0,-0.0161346895826026,-0.0027107380202868,-0.0082084225553176,0.0275035260930889,0.0021551724137931,0.0001367029775531,0.0246133345490261,59.25342264879275,0.0,1.0,0.0462,0.1429,0.0458,0.1874,train
2000-03-29,1.250466431368711,0.890978119352031,1.105589480075672,1.284737870828085,-0.0101175517950798,-0.0101175517950798,0.0001023648543261,9.15781363521684e-05,0.0159427783522922,18.05882474205378,24.1,106.25,0.0075865339023233,6.543,6.15723,-0.3857699999999999,6.0,-0.0163992869875223,-0.0185181937746601,-0.0482187837351565,-0.0048043925875086,-0.0236559139784946,0.0112716814236297,-0.0028491812399106,59.25342264879275,0.5877852522924732,-0.8090169943749473,0.0053,0.104,0.0308,0.1893,train
2000-03-30,1.576092977803023,1.250466431368711,1.101725780249327,1.264509209452994,-0.0137498662078685,-0.0137498662078685,0.0001890588207342,0.0002951077669338,0.0287582665734716,18.2003418895461,25.47,105.47,-0.0073411764705882,6.458,6.05255,-0.4054500000000001,6.0,0.0007249003262053,0.0050623261686528,0.0094517958412099,-0.009310344827586,0.027533039647577,0.0065338983641544,0.0191360434234909,59.25342264879275,-0.587785252292473,-0.8090169943749476,-0.0258,0.0889,0.016,0.16,train
