date,feature_set,protocol,RV_target,RV_pred
2014-01-08,core,static,0.504909194,0.3849322199821472
2014-01-09,core,static,0.447920243,0.5263208150863647
2014-01-10,core,static,0.417811428,0.4495166540145874
2014-01-13,core,static,0.472517594,0.7096556425094604
2014-01-14,core,static,0.494842611,0.5286698341369629
2014-01-15,core,static,0.389795974,0.4313119947910309
2014-01-16,core,static,0.371964599,0.3822785019874573
2014-01-17,core,static,0.362594427,0.46517762541770935
2014-01-21,core,static,0.665681588,0.5440965294837952
2014-01-22,core,static,0.313738731,0.3778587877750397
2014-01-23,core,static,0.712433166,0.5763683319091797
2014-01-24,core,static,0.90682039,0.928614616394043
2014-01-27,core,static,0.811336139,0.7699216604232788
2014-01-28,core,static,0.531614497,0.5836449861526489
2014-01-29,core,static,1.042181106,0.6415102481842041
2014-01-30,core,static,0.780146235,0.7698808312416077
2014-01-31,core,static,1.104642255,0.8288101553916931
2014-02-03,core,static,0.966837678,1.1681698560714722
2014-02-04,core,static,0.819944974,0.6569551825523376
2014-02-05,core,static,0.926945914,0.8259560465812683
2014-02-06,core,static,0.557515312,0.7768311500549316
2014-02-07,core,static,0.65374668,0.7337759137153625
2014-02-10,core,static,0.312481814,0.4474713206291199
2014-02-11,core,static,0.416291426,0.6300493478775024
2014-02-12,core,static,0.458313231,0.47805580496788025
2014-02-13,core,static,0.492654453,0.6447400450706482
2014-02-14,core,static,0.38318943,0.5403175354003906
2014-02-18,core,static,0.353713093,0.36812230944633484
2014-02-19,core,static,0.544390049,0.6428990960121155
2014-02-20,core,static,0.512630761,0.5870972871780396
2014-02-21,core,static,0.411565747,0.4842872619628906
2014-02-24,core,static,0.582845441,0.6195201873779297
2014-02-25,core,static,0.568131575,0.543269157409668
2014-02-26,core,static,0.54708981,0.5247495174407959
2014-02-27,core,static,0.524511154,0.5262015461921692
2014-02-28,core,static,0.611089583,0.6828833818435669
2014-03-03,core,static,0.913379347,0.6950002312660217
2014-03-04,core,static,0.967548115,0.7621337175369263
2014-03-05,core,static,0.415372286,0.44264698028564453
2014-03-06,core,static,0.404077169,0.39805200695991516
2014-03-07,core,static,0.554695362,0.5284855961799622
2014-03-10,core,static,0.475148278,0.49274396896362305
2014-03-11,core,static,0.500703224,0.6220952272415161
2014-03-12,core,static,0.676949381,0.5480409264564514
2014-03-13,core,static,0.730791296,0.8673204779624939
2014-03-14,core,static,0.681550393,0.5772154331207275
2014-03-17,core,static,0.747608226,0.610734224319458
2014-03-18,core,static,0.482317565,0.5653098821640015
2014-03-19,core,static,0.757435679,0.7414172291755676
2014-03-20,core,static,0.543073394,0.6866137981414795
2014-03-21,core,static,0.711109266,0.7401139140129089
2014-03-24,core,static,0.69544133,0.8044502139091492
2014-03-25,core,static,0.763626392,0.5974230766296387
2014-03-26,core,static,0.644809343,0.7741143703460693
2014-03-27,core,static,0.798746061,0.5841211080551147
2014-03-28,core,static,0.616768448,0.6529986262321472
2014-03-31,core,static,0.706260756,0.5267807841300964
2014-04-01,core,static,0.476379581,0.48997122049331665
2014-04-02,core,static,0.372951577,0.4132585823535919
2014-04-03,core,static,0.382439156,0.4809574782848358
2014-04-04,core,static,0.775319627,0.9070723056793213
2014-04-07,core,static,0.732988089,0.6987359523773193
