date,protocol,RV_target,RV_pred
2001-09-03,static,1.116291730746493,1.3408986221391894
2001-09-04,static,2.040702688703575,1.3207420955243645
2001-09-05,static,1.930827560106288,1.467081995231328
2001-09-06,static,2.298458283148946,1.5419803153559442
2001-09-07,static,1.679522244445426,1.511828287860576
2001-09-11,static,1.530763277821558,1.468318022067125
2001-09-12,static,2.979159320821396,1.5751521461086375
2001-09-13,static,2.138351542033256,1.5436795479711352
2001-09-14,static,2.655758442307395,1.8714986861863363
2001-09-17,static,1.945094081702734,1.803166490939258
2001-09-18,static,2.409880909745957,1.8419833324751766
2001-09-19,static,2.355249427034853,1.8771547389885326
2001-09-20,static,1.658561722954259,1.8115574972182449
2001-09-21,static,1.756886441944385,1.7837023082252448
2001-09-25,static,1.896210555918567,1.771639146023203
2001-09-26,static,1.453783593946843,1.7083941442687347
2001-09-27,static,1.203767457794071,1.6532268646095944
2001-09-28,static,1.405472906802547,1.6112148600191105
2001-10-01,static,1.812134316781182,1.619611945271927
2001-10-02,static,1.297813488243592,1.5668674853383557
2001-10-03,static,1.602362747303806,1.5707252254531645
2001-10-04,static,1.444450352635216,1.6337289340078014
2001-10-05,static,1.461636897047964,1.6200719760933067
2001-10-09,static,1.378160557156894,1.5939814677911923
2001-10-10,static,1.072034484106738,1.5433901404600618
2001-10-11,static,1.235942899010306,1.534583993279666
2001-10-12,static,1.653264453497988,1.4988697703051013
2001-10-15,static,1.038599919385227,1.7154700011592683
2001-10-16,static,1.226180302649655,1.6628629900003333
2001-10-17,static,1.231554787002592,1.6255159848051495
2001-10-18,static,1.126090019233809,1.6578851256896938
2001-10-19,static,0.904997295846914,1.6023309122798661
2001-10-22,static,0.6510661514367845,1.60178275853637
2001-10-23,static,1.28461675029014,1.5549408247665848
2001-10-24,static,1.302556058222831,1.5451733235157932
2001-10-25,static,1.307227792628354,1.5222912392903885
2001-10-26,static,1.149830147419609,1.4781137075479294
2001-10-29,static,1.018755773400082,1.4527569164000715
2001-10-30,static,1.203195138621329,1.4598858057667186
2001-10-31,static,0.8309624067730063,1.5259103648460208
2001-11-01,static,0.964742207272123,1.489983722393304
2001-11-02,static,1.450916029885948,1.4465441789639562
2001-11-05,static,0.6997014862523588,1.407715126274584
2001-11-06,static,0.9123075437988514,1.3723004935700682
2001-11-07,static,1.213561969127247,1.3528468957956383
2001-11-08,static,1.21323531993509,1.3344904877198085
2001-11-09,static,1.313793782462453,1.4278440942428106
2001-11-12,static,1.08985673035404,1.3970460904248547
2001-11-13,static,0.8702096478270717,1.4248338944428796
2001-11-14,static,1.205267732740738,1.4537126670427245
2001-11-15,static,1.251470294500433,1.4262869779524792
2001-11-16,static,2.168863245194357,1.3903556256972978
2001-11-19,static,1.546317303057817,1.5458616110124623
2001-11-20,static,1.662230290121979,1.5364859158318611
2001-11-21,static,1.768174193041511,1.5186717588962748
2001-11-22,static,1.272999321605083,1.5710010134894266
2001-11-26,static,1.471152070299328,1.5333825846690652
2001-11-27,static,1.432588296834788,1.5372715527693201
2001-11-28,static,1.410209914494293,1.5600509278685808
2001-11-30,static,1.216180487723759,1.5449799798178865
2001-12-03,static,1.468361635735557,1.5602632605877882
2001-12-04,static,1.331346490061096,1.5132099303503874
2001-12-05,static,1.190090792703649,1.5930226230144762
2001-12-06,static,1.86793023772249,1.5705560833575432
2001-12-07,static,1.073351474822203,1.640612248002272
2001-12-10,static,0.937927963836522,1.5858393947957725
2001-12-11,static,1.022902054277437,1.5493891284324277
2001-12-12,static,1.622677276741127,1.5720321936268895
2001-12-13,static,1.11530008984533,1.5240644926989477
2001-12-14,static,1.468674680769026,1.5633284269791314
2001-12-17,static,1.199209643201304,1.6163304318387537
2001-12-18,static,1.593319200698655,1.5637630502942934
2001-12-19,static,1.549954923680363,1.5205137963535167
2001-12-20,static,1.138688729729508,1.4759504429050783
2001-12-21,static,1.047165361385202,1.4482523048456233
2001-12-25,static,1.067797657024963,1.4223816654504418
2001-12-26,static,1.005832145184275,1.3861219534645635
2001-12-27,static,1.067919646339087,1.3644305160624146
