date,protocol,RV_target,RV_pred
2020-01-02,static,0.892509098,0.7508046155336935
2020-01-03,static,0.865561735,0.7788619558088887
2020-01-06,static,0.640049162,0.755780177171071
2020-01-07,static,0.615684034,0.7794944012176052
2020-01-08,static,0.826156294,0.7971627376241697
2020-01-09,static,0.586674467,0.828794380422294
2020-01-10,static,0.766129933,0.9121512239624909
2020-01-13,static,0.604083317,0.9154626771190332
2020-01-14,static,0.665560285,0.9277345745087572
2020-01-15,static,0.569056342,0.9050586165633474
2020-01-16,static,0.581165987,0.8811292855256866
2020-01-17,static,0.63811227,0.8771040563617042
2020-01-20,static,0.673956732,0.8498897176058208
2020-01-21,static,0.568176305,0.8356498669470046
2020-01-22,static,0.688309944,0.8542352824864407
2020-01-23,static,0.726367373,0.8895216203395893
2020-01-28,static,0.883199722,0.8966843901068485
2020-01-29,static,0.807404421,1.2061302542486785
2020-01-30,static,0.823680575,1.168903359414675
2020-01-31,static,0.868371713,1.2183201366406107
2020-02-03,static,1.60013092,1.2304906836793863
2020-02-04,static,0.99906357,1.1875494839041782
2020-02-05,static,0.939640295,1.2454761845842999
2020-02-06,static,0.809160562,1.2056895389957463
2020-02-07,static,0.786808282,1.388171535725739
2020-02-10,static,0.772262236,1.3524390560126534
2020-02-11,static,0.60671266,1.3110678173970076
2020-02-12,static,0.712077758,1.2924364695759798
2020-02-13,static,0.895517512,1.2602063419619736
2020-02-14,static,0.747984233,1.2177467717679376
2020-02-17,static,0.703522043,1.182144695039221
2020-02-18,static,0.694383635,1.1413485042707587
2020-02-19,static,0.950255475,1.1721614393622926
2020-02-20,static,0.896667428,1.1317966459042013
2020-02-21,static,0.884092952,1.107671276257485
2020-02-24,static,1.013054269,1.1421605806537263
2020-02-25,static,1.11493254,1.5256829781978627
2020-02-26,static,0.971367795,1.5036596165363543
2020-02-27,static,1.09668509,1.4894309997316477
2020-02-28,static,1.054045973,1.4633867582105289
2020-03-02,static,1.362788848,1.6713965237574524
2020-03-03,static,1.04042443,1.6237597182362193
2020-03-04,static,1.394769558,1.5723715075481433
2020-03-05,static,1.110740593,1.6268843566914435
2020-03-06,static,0.881898166,1.6028932012473387
2020-03-09,static,0.915819908,1.6509091477608675
2020-03-10,static,1.506671077,1.9579131419524607
2020-03-11,static,1.366630159,1.8888425316344555
2020-03-12,static,2.327551614,1.9690696728038186
2020-03-13,static,4.240511891,2.16962520842407
2020-03-16,static,3.102806174,2.2868613717536195
2020-03-17,static,3.104226702,2.36573782149651
2020-03-18,static,2.147899468,2.373334251460503
2020-03-19,static,5.106524093,2.6427516397992643
2020-03-20,static,3.461033974,3.455326706627366
2020-03-23,static,2.940129717,3.8368423350202527
2020-03-24,static,2.405866777,3.971375148376521
2020-03-25,static,3.186183836,4.409343059898517
2020-03-26,static,3.364031199,4.50788185326431
2020-03-27,static,2.367966552,4.346197169612152
2020-03-30,static,1.774121823,4.210001232505719
2020-03-31,static,1.878657508,4.050034481577224
2020-04-01,static,1.503844435,3.93866871773414
2020-04-02,static,3.057927365,3.9381832591741825
2020-04-03,static,1.454066036,3.8385183396616607
2020-04-06,static,1.4193306,3.6928935171936104
2020-04-07,static,1.825697976,3.693096087661726
2020-04-08,static,1.429160034,3.5837845872996485
2020-04-09,static,1.151432473,3.4564715803685946
2020-04-10,static,1.235038191,3.3527500010448756
2020-04-13,static,0.702978172,3.2452131672182056
2020-04-14,static,0.910910309,3.1632243781565683
2020-04-16,static,0.985364145,3.0773673770508765
2020-04-17,static,1.086510952,2.961207054882111
2020-04-20,static,1.07865721,2.9632435258096765
2020-04-21,static,2.142167641,2.8604805090416376
2020-04-22,static,1.099998697,2.765772447496909
2020-04-23,static,1.231659394,2.672260406991958
2020-04-24,static,0.992071023,2.5849865851739886
2020-04-27,static,0.73888968,2.5140184123185434
2020-04-28,static,1.046718146,2.4655130886427505
2020-04-29,static,0.934376897,2.3783557110536804
2020-05-04,static,0.90641751,2.2969253001788497
2020-05-06,static,0.796478229,2.3269225468474852
2020-05-07,static,0.694291182,2.287966191375161
2020-05-08,static,0.620855646,2.2026087203185782
2020-05-11,static,0.814887989,2.1338078171883494
2020-05-12,static,1.038831096,2.0595015481046737
2020-05-13,static,0.896585055,1.9915640482039545
2020-05-14,static,0.814666686,1.9343852947650244
2020-05-15,static,0.91806825,1.8751575529277305
2020-05-18,static,0.57485095,1.806385176298599
2020-05-19,static,0.714270059,1.7453492433278575
2020-05-20,static,0.579568203,1.7827801447165306
2020-05-21,static,0.645890571,1.721682726409491
2020-05-22,static,0.814805772,1.6627957028921907
2020-05-25,static,0.696997623,1.6464050995405357
2020-05-26,static,0.743522345,1.6203015203361233
2020-05-27,static,0.815763764,1.6296061540285123
2020-05-28,static,1.162162989,1.5704730830204416
2020-05-29,static,0.970779266,1.5140154974184203
2020-06-01,static,0.680878802,1.4595042630597728
2020-06-02,static,0.718139037,1.4811424682000847
2020-06-03,static,0.974479049,1.4558875360687906
2020-06-04,static,1.534870329,1.593223078636928
2020-06-05,static,0.950066643,1.5363206003580503
2020-06-08,static,1.236923159,1.5282982182217806
2020-06-09,static,1.178876478,1.4734387163927793
2020-06-10,static,0.785155475,1.421630507028974
2020-06-11,static,1.074174435,1.3732832403784487
2020-06-12,static,1.35128555,1.3443911705162193
2020-06-15,static,1.665208752,1.408850799681015
2020-06-16,static,1.279925961,1.8809000072876823
2020-06-17,static,2.001105687,2.272912019061254
2020-06-18,static,1.071118868,2.188464551464007
2020-06-19,static,1.314746828,2.1091355920758024
2020-06-22,static,0.938153307,2.0331708507398223
2020-06-23,static,1.431668834,1.966326669155357
2020-06-24,static,0.823641844,1.8944938052469942
2020-06-25,static,1.090109306,1.863050967001888
2020-06-26,static,1.048725093,1.896442560285295
2020-06-29,static,0.952929681,1.847860246484809
2020-06-30,static,0.90718456,1.8541618518908218
2020-07-01,static,0.884848207,1.7958655688498428
2020-07-02,static,0.719397063,1.7300872979894968
2020-07-03,static,0.797121204,1.705373268856798
2020-07-06,static,0.630271106,1.6567131625504692
2020-07-07,static,1.022464625,1.6550184826930496
2020-07-08,static,1.092579129,1.621137123238587
2020-07-09,static,0.657344726,1.5635975968465408
2020-07-10,static,0.859706163,1.511113030368993
2020-07-13,static,0.790339414,1.4728872650696896
2020-07-14,static,0.775808089,1.4867695629131037
2020-07-15,static,0.698838935,1.4336092094458486
2020-07-16,static,0.80799798,1.4000569839300672
